pairs,sub,sub_a2v
Br Ir,0.002,0.1568252271236857
Br K,0.0014,0.1702685130380338
Br La,0.0007,0.0969858733482821
Br Li,0.0004,0.05308740319154533
Br Lu,0.0004,0.13306297031948044
Br Mg,0.0006,0.14244049176418644
Br Mn,0.0015,0.10892477705855723
Br Mo,0.002,0.148590705789318
Br N,0.0053,0.0863584767657264
Br Na,0.0025,0.15519859117518414
Br Nb,0.0014,0.17047846606970588
Br Nd,0.0006,0.11818298091088895
Br Ni,0.0011,0.09307785171206115
Br Np,0.0033,0.31551989036597955
Br O,0.0026,0.08816515090703843
Br Os,0.0034,0.18082831623903928
Br P,0.0062,0.17540192683806552
Br Pa,0.0029,0.3760119169671254
Br Pb,0.0021,0.18948523721328786
Br Pd,0.0032,0.1862227342543608
Br Pm,0.0006,0.2404030163705315
Br Pr,0.0008,0.11113991129637839
Br Pt,0.0032,0.22191491171196115
Br Pu,0.0033,0.31138311773268845
Br Rb,0.0012,0.1785420353611717
Br Re,0.0008,0.27008628257699396
Br Rh,0.0023,0.1486119120742046
Br Ru,0.0021,0.13157249369344495
Br S,0.0164,0.11511897834787259
Br Sb,0.0053,0.1650590112741894
Br Sc,0.0005,0.15290489545949887
Br Se,0.0164,0.16666177738154497
Br Si,0.0023,0.09713803832094174
Br Sm,0.001,0.1291379972831873
Br Sn,0.002,0.12478450670009202
Br Sr,0.0006,0.12072312034446385
Br Ta,0.0019,0.19503483452642084
Br Tb,0.0005,0.14048130477302337
Br Tc,0.0037,0.25063311713968006
Br Te,0.011,0.28758974260738535
Br Th,0.0006,0.28522973453680744
Br Ti,0.0003,0.1260733345954149
Br Tl,0.0023,0.20918122790070887
Br Tm,0.0003,0.13139213214089762
Br U,0.0023,0.214481351226322
B Ru,0.0021,0.07363020998700254
Br V,0.0036,0.13755858356741438
Br W,0.0023,0.15194011913026678
Br Y,0.0003,0.13057611629201968
Br Yb,0.0012,0.18113036073163352
Br Zn,0.0022,0.13793351113599642
Br Zr,0.0004,0.16426797008924743
B S,0.0045,0.034576532759493815
B Sb,0.0031,0.1744500723601609
B Sc,0.0007,0.14338811426330017
B Se,0.0027,0.08682017398623351
B Si,0.0147,0.1777597866310299
B Sm,0.0005,0.10027926397719077
B Sn,0.0033,0.010835643525166689
B Sr,0.0003,0.07671542251851432
B Ta,0.0009,0.14338456970577404
B Tb,0.0009,0.10156021739026344
B Tc,0.0017,0.22712907064682009
B Te,0.0011,0.17965984610919045
B Th,0.0005,0.08407742815268482
B Ti,0.0011,0.08761865851427539
B Tl,0.0012,0.09712773041674584
B Tm,0.001,0.10721616260967862
B U,0.0008,0.09304245243471218
B V,0.0014,0.17962196789581822
B W,0.0003,0.23728414929309155
B Y,0.0007,0.15107591644547363
B Yb,0.0006,0.1445502942476476
B Zn,0.0067,0.0820587145748243
B Zr,0.0006,0.027476470954407344
Ca Cd,0.0346,0.5286505880944995
Ca Ce,0.0506,0.3117993717130463
Ca Cl,0.001,0.0748453229439999
Ca Co,0.0039,0.2138859659004535
Ca Cr,0.0058,0.20672036125723528
Ca Cs,0.0067,0.11715517117734875
Ca Cu,0.0059,0.161231919264205
Ca Dy,0.0683,0.305402497046397
Ca Er,0.0645,0.30618689556002354
Ca Eu,0.1509,0.8522165894439268
Ca F,0.0004,0.03947828819750249
Ca Fe,0.007,0.15736927630121844
Ca Ga,0.0031,0.1294617325124122
Ca Gd,0.028,0.3509252079456814
Ca Ge,0.0039,0.11441107690472481
Ca H,0.0012,0.20796810149489242
Ca Hf,0.0131,0.22980053085008834
Ca Hg,0.0191,0.3994515161002251
Ca Ho,0.0656,0.3034225119643323
Ca I,0.0009,0.11980264303921034
Ca In,0.0069,0.187157852667648
Ca Ir,0.0012,0.09723966088256532
Ca K,0.0213,0.1777781254837548
Ca La,0.093,0.33460209335178887
Ca Li,0.0303,0.23484907894460594
Ca Lu,0.0547,0.3313849463528906
Ca Mg,0.0403,0.5609625799583952
Ca Mn,0.0151,0.2956323038703681
Ca Mo,0.0015,0.11808621688255504
Ca N,0.0,0.04526606630097483
Ca Na,0.0766,0.2799243025022535
Ca Nb,0.005,0.12299060498396908
Ca Nd,0.1066,0.3227307281723163
Ca Ni,0.0063,0.14835412983957164
Ca Np,0.0171,0.4692161905629001
Ca O,0.0004,0.037016342165765166
Ca Os,0.0007,0.10406505881085006
Ca P,0.0008,0.09931973678772162
Ca Pa,0.0267,0.398709699899733
Ca Pb,0.0233,0.6139806831985845
Ca Pd,0.0045,0.22680093239379148
Ca Pm,0.0057,0.5464617753350256
Ca Pr,0.1004,0.31142222241955414
Ca Pt,0.001,0.17999729928913194
Ca Pu,0.0233,0.48767294064612854
Ca Rb,0.0126,0.15639650143964914
Ca Re,0.0009,0.1496225651802818
Ca Rh,0.0016,0.12125496704823585
Ca Ru,0.001,0.07150831530013292
Ca S,0.0004,0.06612752063725673
Ca Sb,0.0021,0.09508450145374728
Ca Sc,0.035,0.3839469095571003
Ca Se,0.001,0.10132657107408957
Ca Si,0.0011,0.09178402004692562
Ca Sm,0.1151,0.3785832054442621
Ca Sn,0.0076,0.20913522970061646
Ca Sr,0.2589,0.9615738497593286
Ca Ta,0.0034,0.1435743790029597
Ca Tb,0.0745,0.30098642054450303
Ca Tc,0.0011,0.14388225774940624
Ca Te,0.0014,0.21829963286477028
Ca Th,0.0454,0.43729211249055583
Ca Ti,0.0046,0.20536304509431358
Ca Tl,0.0106,0.19409062472385355
Ca Tm,0.0605,0.3301484062133936
Ca U,0.0154,0.3644316255880133
Ca V,0.0069,0.18430289454081167
Ca W,0.0011,0.1393294999143689
Ca Y,0.0774,0.36848934441675724
Ca Yb,0.4018,0.6647015444304021
Ca Zn,0.0092,0.48371390848726104
Ca Zr,0.0194,0.2383099194886843
C Ca,0.0003,0.15131596182101775
C Cd,0.0006,0.21768541026744612
C Ce,0.0007,0.13032533290877424
C Cl,0.0073,0.2211975496155443
C Co,0.0024,0.213172721561125
C Cr,0.0015,0.3475344637804969
C Cs,0.0003,0.08738448970332721
C Cu,0.0012,0.04896976444828863
Cd Ce,0.0038,0.1860816243118781
Cd Cl,0.0007,0.11189018068607966
Cd Co,0.0069,0.25723055425333874
Cd Cr,0.0055,0.24963450576975832
Cd Cs,0.0027,0.12844650611083006
Cd Cu,0.0274,0.36474918264037165
Cd Dy,0.0104,0.20881010012170087
Cd Er,0.011,0.20714084892029072
Cd Eu,0.0077,0.40862668493677157
Cd F,0.0003,0.08100474144571221
Cd Fe,0.0097,0.239581531407736
Cd Ga,0.0253,0.4376943773946177
Cd Gd,0.0031,0.2479961237074473
Cd Ge,0.0119,0.26053548019331846
Cd H,0.0008,0.3177813847941846
Cd Hf,0.0042,0.2273422390184147
Cd Hg,0.3037,0.9092891122599827
Cd Ho,0.0108,0.20996287464410063
Cd I,0.0015,0.17981949978625741
Cd In,0.1405,0.72567916292877
Cd Ir,0.005,0.2615739414942344
Cd K,0.0049,0.15809027735219885
Cd La,0.0091,0.2030409121122336
Cd Li,0.054,0.24139478962190322
Cd Lu,0.0104,0.25721181462741144
Cd Mg,0.1624,0.8869725116504437
Cd Mn,0.0249,0.41916584293700443
Cd Mo,0.0023,0.10399662289595338
Cd N,0.0003,0.06796694997444679
Cd Na,0.0186,0.2484419327330949
Cd Nb,0.0026,0.08904208925023038
Cd Nd,0.0099,0.208107006425432
Cd Ni,0.0139,0.2155621678445889
Cd Np,0.0017,0.38269743234541564
Cd O,0.0002,0.054868409599388615
Cd Os,0.0021,0.24138195193655887
Cd P,0.0015,0.10374734106745556
Cd Pa,0.0025,0.42150803805495785
Cd Pb,0.0523,0.7369164546283605
Cd Pd,0.019,0.443217091847726
Cd Pm,0.0009,0.5372759793084769
Cd Pr,0.0104,0.20206767965189326
Cd Pt,0.0115,0.3890763837421604
Cd Pu,0.0022,0.38971429688408193
Cd Rb,0.0034,0.1600078657176471
Cd Re,0.0012,0.1840265424548356
Cd Rh,0.0065,0.2774753421660283
Cd Ru,0.0035,0.2271976974910335
Cd S,0.0013,0.11390033000031545
Cd Sb,0.0098,0.2518346786173609
Cd Sc,0.009,0.363101200204141
Cd Se,0.0014,0.14062417847218342
Cd Si,0.004,0.1495079507981794
Cd Sm,0.0104,0.24034497124961368
Cd Sn,0.0348,0.5129950840945235
Cd Sr,0.0242,0.38097841929089177
Cd Ta,0.0028,0.09765092690769031
Cd Tb,0.0109,0.20290894426756745
Cd Tc,0.0029,0.3072646360573258
Cd Te,0.002,0.24859009415777014
Cd Th,0.0037,0.34023111134163675
Cd Ti,0.0042,0.2008218545496713
Cd Tl,0.0526,0.674764661738876
Cd Tm,0.01,0.2514129103104956
Cd U,0.0019,0.20923896664476055
Cd V,0.0061,0.17781612969434316
Cd W,0.0011,0.11238263579610173
Cd Y,0.0116,0.2870602509417038
C Dy,0.0003,0.07834431159999343
Cd Yb,0.0294,0.42089291282433017
Cd Zn,0.0954,0.949567681295854
Cd Zr,0.0045,0.24152100470186472
Ce Cl,0.0001,0.0663082489502804
Ce Co,0.0019,0.13082324129729114
Ce Cr,0.0055,0.28663106165545615
Ce Cs,0.0016,0.08544946853036108
Ce Cu,0.002,0.09316249916810644
Ce Dy,0.1001,0.5893103221644066
Ce Er,0.0881,0.5238163227050083
Ce Eu,0.0484,0.6882678970900644
Ce F,0.0009,0.06152980391504647
Ce Fe,0.0034,0.14627535835720346
Ce Ga,0.0027,0.1870773419988715
Ce Gd,0.0585,0.7856870734770516
Ce Ge,0.0025,0.1114146601454908
Ce H,0.0011,0.23388003940254393
Ce Hf,0.0398,0.32858495843192176
Ce Hg,0.0028,0.21868459829359949
Ce Ho,0.0883,0.5452027968315496
Ce I,0.001,0.1114767621483767
Ce In,0.0054,0.2547162291379798
Ce Ir,0.0011,0.15456295319913468
Ce K,0.0057,0.11690077802094527
Ce La,0.1115,0.993288340985809
Ce Li,0.0076,0.14014861077180246
Ce Lu,0.0762,0.49004645098933475
Ce Mg,0.0136,0.189092499202079
Ce Mn,0.006,0.1699346463098513
Ce Mo,0.0045,0.25852364432113073
Ce N,0.0,0.06135816486978027
Ce Na,0.0132,0.1801375488790431
Ce Nb,0.012,0.2537763370547045
Ce Nd,0.1323,0.9816866556604997
Ce Ni,0.0017,0.12216288133889275
Ce Np,0.0682,0.7318410014814279
Ce O,0.0001,0.026614787075821034
Ce Os,0.0015,0.17896781560065056
Ce P,0.0011,0.0706529856225323
Ce Pa,0.1379,0.5144286441937802
Ce Pb,0.0082,0.22257585729744975
Ce Pd,0.0019,0.2054857276048262
Ce Pm,0.0078,0.6722241890743088
Ce Pr,0.1145,0.9918063619066626
Ce Pt,0.0019,0.21342522058484445
Ce Pu,0.0696,0.7622099454395251
C Er,0.0001,0.08272078148752601
Ce Rb,0.0029,0.1252293309849638
Ce Re,0.0024,0.2386966403205924
Ce Rh,0.0013,0.16887935228882112
Ce Ru,0.0023,0.13223338186511369
Ce S,0.0003,0.06201729290050705
Ce Sb,0.0036,0.15558588517972413
Ce Sc,0.0378,0.4825000861447576
Ce Se,0.0019,0.09585289180720238
Ce Si,0.001,0.12208653881995901
Ce Sm,0.1358,0.9155805744436625
Ce Sn,0.0065,0.1418334050961968
Ce Sr,0.0312,0.2710596103166558
Ce Ta,0.0109,0.23551493210283572
Ce Tb,0.102,0.6534055706333768
Ce Tc,0.0043,0.2347772018912311
Ce Te,0.003,0.1959198878518606
Ce Th,0.2372,0.8058669955286281
Ce Ti,0.0116,0.2861376436828488
Ce Tl,0.0034,0.211971859271587
Ce Tm,0.083,0.49597224918037236
Ce U,0.0767,0.7235311768135173
C Eu,0.0002,0.18565776120931557
Ce V,0.0065,0.2339258950164185
Ce W,0.0039,0.23161344654635976
Ce Y,0.094,0.5834704358298197
Ce Yb,0.0596,0.6300170468984311
Ce Zn,0.0024,0.1287188488924874
Ce Zr,0.0523,0.33744095533436164
C F,0.0011,0.07196790132196058
C Fe,0.0027,0.1816368071161464
C Ga,0.0039,0.21940056926341828
C Gd,0.0008,0.122448091474834
C Ge,0.0096,0.3032430666878409
C H,0.0067,0.4404491403855542
C Hf,0.0002,0.2682257415511325
C Hg,0.002,0.26901795708146203
C Ho,0.0002,0.083475267754467
C I,0.0008,0.2923568689179714
C In,0.0006,0.21231008907200488
C Ir,0.0018,0.34789012212498627
C K,0.0003,0.10001333486137699
C La,0.0004,0.12503227924684085
Cl Co,0.0003,0.08467622873231928
Cl Cr,0.0013,0.11596417851232438
Cl Cs,0.0003,0.11333863606655499
Cl Cu,0.0028,0.09076424955915609
Cl Dy,0.0001,0.09395506702829433
Cl Er,0.0002,0.09418754941923546
Cl Eu,0.0005,0.1526273918748042
Cl F,0.0302,0.9710538535254908
Cl Fe,0.0008,0.1016031670222778
Cl Ga,0.0022,0.11057572259002477
Cl Gd,0.0006,0.11210582216567737
Cl Ge,0.0075,0.07185809585503275
Cl H,0.0152,0.7929966579546797
Cl Hf,0.0001,0.12700082639364813
Cl Hg,0.0074,0.2014392636268371
Cl Ho,0.0002,0.09662552712645917
Cl I,0.1221,0.9840618624730736
C Li,0.0003,0.06865352320653458
Cl In,0.0009,0.09302545426714341
Cl Ir,0.0022,0.1047103055699589
Cl K,0.0013,0.14308312867596018
Cl La,0.0004,0.07198113602528657
Cl Li,0.0002,0.05756304583226825
Cl Lu,0.0002,0.10851398199803415
Cl Mg,0.0003,0.10623298415039424
Cl Mn,0.0008,0.09553025902610797
Cl Mo,0.0007,0.1207933537191991
Cl N,0.0077,0.07601652764548647
Cl Na,0.0019,0.13959585282590667
Cl Nb,0.0004,0.14537571802419721
Cl Nd,0.0004,0.09064302141687504
Cl Ni,0.001,0.07021462592965458
Cl Np,0.0011,0.26623447644315584
Cl O,0.0035,0.07484767894162543
Cl Os,0.002,0.13375465258374497
Cl P,0.0098,0.13731090145786626
Cl Pa,0.0011,0.32704879567094713
Cl Pb,0.0013,0.14564198450056892
Cl Pd,0.0026,0.1333088792337142
Cl Pm,0.0006,0.19601662163122016
Cl Pr,0.0002,0.08366450695715787
Cl Pt,0.0021,0.1643866591451473
Cl Pu,0.0007,0.2632298998653505
Cl Rb,0.0009,0.15072340525488612
Cl Re,0.0008,0.22929487724667258
Cl Rh,0.0013,0.09749942634281628
Cl Ru,0.0019,0.08724358659210689
Cl S,0.0364,0.09230220467995771
Cl Sb,0.0023,0.1256860581288593
Cl Sc,0.0002,0.12444688892979366
Cl Se,0.0266,0.13717660028437165
Cl Si,0.0028,0.06706722582257514
Cl Sm,0.0003,0.10036839814079784
Cl Sn,0.0012,0.08902535759133137
Cl Sr,0.0001,0.09684232527332576
Cl Ta,0.0004,0.16748932937993133
Cl Tb,0.0003,0.11270794688105948
Cl Tc,0.0021,0.20392580237369973
Cl Te,0.008,0.24149777313837528
Cl Th,0.0004,0.2392526162886044
Cl Ti,0.0002,0.10632376886565002
Cl Tl,0.0028,0.15606635123039234
Cl Tm,0.0002,0.10640476864100018
Cl U,0.0006,0.1740543747038864
C Lu,0.0002,0.10001756051366185
Cl V,0.001,0.11546511272103602
Cl W,0.0005,0.12562609175918452
Cl Y,0.0002,0.10521729835326835
Cl Yb,0.0015,0.1475959303856859
Cl Zn,0.004,0.09179789072630364
Cl Zr,0.0001,0.13724050024977577
C Mg,0.0003,0.2041693807496542
C Mn,0.0026,0.2136872342595161
C Mo,0.0006,0.47710174548690143
C N,0.0695,0.29310979387864167
C Na,0.0002,0.1094936639222716
C Nb,0.0002,0.33940228548359636
C Nd,0.0003,0.10980148146675028
C Ni,0.0019,0.12450978338204588
C Np,0.0008,0.34676849340200067
C O,0.0044,0.08061611165102103
Co Cr,0.0331,0.5869092101207424
Co Cs,0.0005,0.12860796906363292
Co Cu,0.053,0.2594497218718184
Co Dy,0.0049,0.14027614972255129
Co Er,0.0048,0.1354981807211957
Co Eu,0.0017,0.217938319755412
Co F,0.0001,0.04938634367834002
Co Fe,0.193,0.8203074444963966
Co Ga,0.0174,0.21845530544021066
Co Gd,0.0017,0.1646553103072049
Co Ge,0.0103,0.1716112476789954
Co H,0.0006,0.24730771529318915
Co Hf,0.0094,0.13457911149823457
Co Hg,0.0084,0.19742749990418768
Co Ho,0.0058,0.13913746662735926
Co I,0.0009,0.1314943443798876
Co In,0.0051,0.16082151483893983
Co Ir,0.1271,0.5697131930502888
Co K,0.0012,0.1541736560228953
Co La,0.0019,0.12509132529369899
Co Li,0.0199,0.13067814522677512
Co Lu,0.0059,0.14920878769450924
Co Mg,0.0132,0.2792387952307502
Co Mn,0.0878,0.7079343869977897
Co Mo,0.0129,0.34130468544053166
Co N,0.0008,0.07116424273875363
Co Na,0.0033,0.14401021900551503
Co Nb,0.0117,0.14136298452519494
Co Nd,0.0029,0.13478061480275752
Co Ni,0.1958,0.7150257965259671
Co Np,0.0014,0.2703922081744485
Co O,0.0002,0.03251989970720417
Co Os,0.0803,0.5898179023185425
Co P,0.0062,0.1110276600268635
Co Pa,0.0032,0.2421969496776596
Co Pb,0.0042,0.2681226986099262
Co Pd,0.0458,0.4373036830421796
Co Pm,0.0001,0.2069760199567587
Co Pr,0.003,0.13679990126602923
Co Pt,0.0552,0.4809078073762777
Co Pu,0.0011,0.2711135792166228
Co Rb,0.0009,0.1569414849950871
Co Re,0.0186,0.507472147164256
Co Rh,0.1338,0.6028806984027529
Co Ru,0.1188,0.6470328409106755
Co S,0.0025,0.07472104380419715
C Os,0.002,0.42925243775289795
Co Sb,0.0048,0.17650795191641
Co Sc,0.0097,0.227385144604445
Co Se,0.0027,0.09838449646310472
Co Si,0.0127,0.154572239351962
Co Sm,0.0033,0.1499777248099748
Co Sn,0.004,0.19604950583366576
Co Sr,0.0022,0.20791522937286508
Co Ta,0.0096,0.13873569196642693
Co Tb,0.0042,0.15815412095400103
Co Tc,0.0513,0.5691808769775356
Co Te,0.0018,0.18145626572699672
Co Th,0.0015,0.19676050999449718
Co Ti,0.0127,0.3187683132902691
Co Tl,0.0028,0.11696930600880287
Co Tm,0.0055,0.147495207012025
Co U,0.0025,0.18534587671329222
Co V,0.0217,0.43430776083680656
Co W,0.0115,0.35896950681708023
Co Y,0.0052,0.16907828208069733
Co Yb,0.0038,0.19405489399648446
Co Zn,0.0317,0.3563056517861441
Co Zr,0.0079,0.1439476473067001
C P,0.0094,0.12254684982465673
C Pa,0.0003,0.40629098660929797
C Pb,0.0007,0.25498929815941973
C Pd,0.0006,0.22446090324918547
C Pm,0.0,0.19368139245184554
C Pr,0.0004,0.1099107630764569
C Pt,0.0009,0.29924819458702684
C Pu,0.0007,0.3543863975605122
C Rb,0.0004,0.10724988452913496
Cr Cs,0.0023,0.149654254062583
Cr Cu,0.0179,0.3115570287202355
Cr Dy,0.0071,0.21024448747349853
C Re,0.0008,0.5829954015139046
Cr Er,0.0077,0.21100818193552476
Cr Eu,0.0083,0.3080387653835658
Cr F,0.001,0.03681642371115819
Cr Fe,0.0951,0.740753000918333
Cr Ga,0.0172,0.31620267994284706
Cr Gd,0.0091,0.2669258608415703
Cr Ge,0.0144,0.20833454238427412
Cr H,0.0015,0.26692981474420535
C Rh,0.0008,0.2964905158379448
Cr Hf,0.0257,0.5888257858962817
Cr Hg,0.0035,0.20393100708509793
Cr Ho,0.006,0.2090274222866791
Cr I,0.0024,0.1838628103145791
Cr In,0.0112,0.31414475682217674
Cr Ir,0.0156,0.2722326236467516
Cr K,0.0037,0.16089588597346968
Cr La,0.0044,0.256513923428755
Cr Li,0.0248,0.11527948299405197
Cr Lu,0.0136,0.2541936941674433
Cr Mg,0.024,0.18899825967420295
Cr Mn,0.1908,0.8551378898899684
Cr Mo,0.1348,0.875797344377546
Cr N,0.0006,0.055540482623762
Cr Na,0.007,0.17389354461214349
Cr Nb,0.049,0.7320795990372385
Cr Nd,0.0043,0.2564598938173224
Cr Ni,0.0207,0.3335250533602629
Cr Np,0.0099,0.5558664815715698
Cr O,0.0,0.028018291271516105
Cr Os,0.0355,0.4758631670147215
Cr P,0.0036,0.15792088225709702
Cr Pa,0.0082,0.6336544119264774
Cr Pb,0.0062,0.406707058842358
Cr Pd,0.0102,0.1698543245523377
Cr Pm,0.0005,0.26007318157063664
Cr Pr,0.0046,0.26306833755012726
Cr Pt,0.008,0.22677630209204228
Cr Pu,0.0088,0.5282793163733083
Cr Rb,0.0022,0.1724934189940236
Cr Re,0.0855,0.7584670895036228
Cr Rh,0.0256,0.24933268766777214
Cr Ru,0.0338,0.4117876307728857
Cr S,0.0066,0.10118314574139353
Cr Sb,0.0098,0.4648298038686981
Cr Sc,0.0342,0.4832573554787685
Cr Se,0.0117,0.16306596571939566
Cr Si,0.0055,0.15184759885408827
Cr Sm,0.0075,0.2605693127004395
Cr Sn,0.0076,0.4154218415094463
Cr Sr,0.0033,0.22409932563074206
Cr Ta,0.0527,0.7142560952016388
Cr Tb,0.0056,0.2617137336225355
Cr Tc,0.0747,0.6369753056237534
Cr Te,0.0027,0.3129320076306576
Cr Th,0.0033,0.4927034019509231
Cr Ti,0.0621,0.8225559137196374
Cr Tl,0.0106,0.2214545952341883
Cr Tm,0.0087,0.2440368205187689
Cr U,0.0082,0.5875605389918024
C Ru,0.0017,0.35529233889840567
Cr V,0.1724,0.9562913757602794
Cr W,0.117,0.90069938925161
Cr Y,0.0056,0.27335313798825034
Cr Yb,0.0066,0.29677918245677837
Cr Zn,0.0112,0.2546826147167269
Cr Zr,0.0209,0.5935882051590395
C S,0.0168,0.16205134412907923
C Sb,0.0021,0.23243721365782732
C Sc,0.0002,0.19493208760552844
Cs Cu,0.0049,0.17551098816822258
Cs Dy,0.0011,0.101719574027585
C Se,0.0112,0.23573684449237253
Cs Er,0.0008,0.0878730818005555
Cs Eu,0.0082,0.20876520065738616
Cs F,0.0015,0.0014075874835870368
Cs Fe,0.0019,0.0919307363147937
Cs Ga,0.0016,0.08034498586177191
Cs Gd,0.0032,0.11098554772111932
Cs Ge,0.0008,0.056778316076304826
Cs H,0.0011,0.5047019644201399
Cs Hf,0.0005,0.10670681888115882
Cs Hg,0.0028,0.2878799393666567
Cs Ho,0.0009,0.0981281084042482
Cs I,0.003,0.15303925903658272
C Si,0.0057,0.38854360219116546
Cs In,0.0078,0.1898849665456489
Cs Ir,0.0002,0.07785704266531228
Cs K,0.2779,0.9949243436785905
Cs La,0.0042,0.08828165702099884
Cs Li,0.014,0.22677266456181489
Cs Lu,0.0009,0.09951008752439353
C Sm,0.0004,0.1113015470969282
Cs Mg,0.0015,0.08615015287222917
Cs Mn,0.0039,0.06860261722302073
Cs Mo,0.0007,0.1579556794599278
Cs N,0.0001,0.12288241869589293
C Sn,0.0013,0.2171092749763466
Cs Na,0.0705,0.8126624476468985
Cs Nb,0.001,0.16678344341993281
Cs Nd,0.0024,0.09254303294332362
Cs Ni,0.0014,0.09397976141125777
Cs Np,0.0022,0.3334952337883623
Cs O,0.0005,0.02434881887817838
Cs Os,0.0004,0.1333271535871224
Cs P,0.0003,0.09249344571235191
Cs Pa,0.0016,0.3405082127839099
Cs Pb,0.0047,0.18966480671751512
Cs Pd,0.0008,0.02824121640031822
Cs Pm,0.0002,0.1804506931176495
Cs Pr,0.0028,0.08870376219442423
Cs Pt,0.0002,0.05622728933698595
Cs Pu,0.0024,0.2922261031539812
C Sr,0.0004,0.1616967254862937
Cs Rb,0.6761,0.9968008147287095
Cs Re,0.0002,0.2028049106423496
Cs Rh,0.0004,0.06878896739422397
Cs Ru,0.0004,0.07409341536912567
Cs S,0.0008,0.0404359421692761
Cs Sb,0.0013,0.012354763067833337
Cs Sc,0.0011,0.09462505549746719
Cs Se,0.0013,0.060845937230069744
Cs Si,0.0002,0.08723936129780324
Cs Sm,0.0023,0.11017442092421537
Cs Sn,0.001,0.05335371477600267
Cs Sr,0.0147,0.14644808258745293
Cs Ta,0.0007,0.167534457812727
Cs Tb,0.0012,0.12113884778372426
Cs Tc,0.0004,0.1872209604790895
Cs Te,0.0012,0.118297470568279
Cs Th,0.0012,0.2468575683873283
Cs Ti,0.001,0.11864391653952046
Cs Tl,0.0414,0.6471272338363527
Cs Tm,0.0006,0.09914697362786509
Cs U,0.001,0.23696399968311835
Cs V,0.0021,0.16073808030055167
Cs W,0.0004,0.14454957848036715
Cs Y,0.0012,0.10161204939109891
Cs Yb,0.0059,0.15250729394729984
Cs Zn,0.0016,0.09146458302885269
Cs Zr,0.0006,0.13007097847545065
C Ta,0.0003,0.3631394586779526
C Tb,0.0003,0.10957437296183672
C Tc,0.0007,0.5337216259470874
C Te,0.0022,0.4024634560234722
C Th,0.0006,0.29494209137523886
C Ti,0.0005,0.31404015571179306
C Tl,0.0021,0.1832359078295394
C Tm,0.0002,0.09585736618454618
C U,0.0008,0.3125371376572034
Cu Dy,0.0031,0.11872099059787096
Cu Er,0.0026,0.11814927200084613
Cu Eu,0.0038,0.1896735376885198
Cu F,0.0002,0.018117551369526894
Cu Fe,0.0429,0.34251362219275827
Cu Ga,0.0506,0.22433262826364714
Cu Gd,0.0016,0.1400251070907622
Cu Ge,0.028,0.14084507785546474
Cu H,0.0037,0.29819588380487205
Cu Hf,0.0045,0.12585767734364478
Cu Hg,0.0479,0.44997947945208683
Cu Ho,0.0024,0.11639337991570019
Cu I,0.0014,0.12286507252679067
Cu In,0.0167,0.13547994227943516
Cu Ir,0.0419,0.18454226880174476
Cu K,0.0057,0.15894601807312964
Cu La,0.0023,0.11230653995497217
Cu Li,0.062,0.22224632644539805
Cu Lu,0.0036,0.13650060879844822
Cu Mg,0.0253,0.1653271958967845
Cu Mn,0.044,0.4713651529970066
Cu Mo,0.0067,0.14256687593984865
Cu N,0.0006,0.059986515425538386
Cu Na,0.0102,0.20106672920415933
Cu Nb,0.0045,0.117450019417813
Cu Nd,0.0028,0.1064781285695036
Cu Ni,0.139,0.35336325749815184
Cu Np,0.0019,0.2031181207878502
Cu O,0.0002,0.028980415766961014
Cu Os,0.0239,0.13879643650138193
Cu P,0.0062,0.08689722596472443
Cu Pa,0.0029,0.2713052175250741
Cu Pb,0.0091,0.19034249817383034
Cu Pd,0.1081,0.5589457302568746
Cu Pm,0.0004,0.20521729348000214
Cu Pr,0.0029,0.10299061777988525
Cu Pt,0.0895,0.44748788353670826
Cu Pu,0.0023,0.19692767061453248
Cu Rb,0.0048,0.17734200312497028
Cu Re,0.0091,0.14005690235806262
Cu Rh,0.0542,0.2702233040422921
Cu Ru,0.0307,0.1637826015401515
Cu S,0.0053,0.05231306334299753
Cu Sb,0.0087,0.09877767017726044
Cu Sc,0.0062,0.2415785315285524
Cu Se,0.0066,0.08510217852904249
Cu Si,0.0132,0.1352610088604925
Cu Sm,0.003,0.12699173489585724
Cu Sn,0.0138,0.10277963649347825
Cu Sr,0.007,0.15882512203977092
Cu Ta,0.0037,0.10116228002794951
Cu Tb,0.0026,0.11707901636976227
Cu Tc,0.0176,0.2631531062222595
Cu Te,0.0023,0.12934527674306356
Cu Th,0.0021,0.17262103322944664
Cu Ti,0.0086,0.23141234322015566
Cu Tl,0.0103,0.32452482340493505
Cu Tm,0.0027,0.14308809068208508
Cu U,0.0019,0.1487299834829978
Cu V,0.0124,0.2603306290614382
Cu W,0.0055,0.17712776579402315
Cu Y,0.0025,0.16569298451560652
Cu Yb,0.007,0.16559971221021066
Cu Zn,0.1657,0.4117267540777604
Cu Zr,0.0032,0.12557602216439231
C V,0.0015,0.36846183523382403
C W,0.0007,0.4659995817718851
C Y,0.0002,0.11816909362353094
C Yb,0.0004,0.1735046569759666
C Zn,0.0024,0.21869281704577437
C Zr,0.0003,0.27850238097163604
Dy Er,0.6081,0.9960107864040225
Dy Eu,0.0357,0.6147003125531711
Dy F,0.0001,0.0436831906543184
Dy Fe,0.0057,0.16692398157409336
Dy Ga,0.004,0.23043725765541434
Dy Gd,0.0777,0.9595940027645733
Dy Ge,0.002,0.11112504613259559
Dy H,0.0003,0.233201537507456
