pairs,sub,sub_a2v
I Nd,0.0008,0.13715445345234806
I Ni,0.0011,0.09981105106288168
In Ir,0.008,0.27815578756039483
In K,0.0104,0.22157689012256257
In La,0.0077,0.27193607526522545
In Li,0.0338,0.14823277070891958
In Lu,0.0207,0.31892532972315285
In Mg,0.0752,0.4815510659921335
In Mn,0.0122,0.2361129190923417
In Mo,0.0067,0.19215960291392034
In N,0.0004,0.06762929809576505
In Na,0.0126,0.2497757317132231
In Nb,0.0051,0.1532849807482688
In Nd,0.0096,0.28277135137828396
In Ni,0.0094,0.1264402495811538
In Np,0.0031,0.42833888990898467
In O,0.0001,0.05257311094215309
In Os,0.0039,0.28457514849114035
In P,0.0032,0.024208535726066138
I Np,0.0113,0.36641774147944867
In Pa,0.0044,0.42282309432085413
In Pb,0.0797,0.7349833791885891
In Pd,0.0127,0.3033475074205165
In Pm,0.0003,0.508113186534632
In Pr,0.008,0.27309631436396137
In Pt,0.0115,0.3196340691492429
In Pu,0.0029,0.43904744112795974
In Rb,0.0097,0.2314244575759525
In Re,0.0014,0.22845205050356687
In Rh,0.0123,0.2681431303292827
In Ru,0.0062,0.22614585499033452
In S,0.0014,0.08771997977556659
In Sb,0.0318,0.5331229717236432
In Sc,0.0272,0.41874313923401035
In Se,0.0018,0.12282216639423055
In Si,0.0109,0.12154098112583496
In Sm,0.0117,0.30911538893301027
In Sn,0.1097,0.7351482976111332
In Sr,0.0052,0.13997780425659265
In Ta,0.0051,0.15930826470859089
In Tb,0.0129,0.28544981614006437
In Tc,0.0027,0.3131544468477267
In Te,0.0039,0.2425628964161272
In Th,0.0038,0.3594430793129542
In Ti,0.0098,0.24434259537621913
In Tl,0.1507,0.8183448024822237
In Tm,0.0154,0.3061485954280336
In U,0.0037,0.19126547734128205
In V,0.0086,0.22155314100013182
In W,0.0031,0.18594467459316927
In Y,0.0136,0.3538488139527022
In Yb,0.0111,0.38183566865584967
In Zn,0.0665,0.5744226954212898
In Zr,0.0078,0.2330589538850826
I O,0.0011,0.09248939164905796
I Os,0.0045,0.23859980372196546
I P,0.002,0.25999166535140295
I Pa,0.0035,0.43962224247499515
I Pb,0.0021,0.2035374061867991
I Pd,0.0021,0.2181089397173205
I Pm,0.0006,0.2776346348133634
I Pr,0.0015,0.12987358373825073
I Pt,0.002,0.2630434677855806
I Pu,0.0091,0.3605916439593596
I Rb,0.0024,0.1917151486550899
I Re,0.0023,0.3408262135256227
I Rh,0.0015,0.1924234808032288
Ir K,0.0002,0.1024583523839358
Ir La,0.0013,0.12235863862692366
Ir Li,0.0128,0.15733921251437571
Ir Lu,0.0026,0.16236745296901012
Ir Mg,0.0036,0.18126060819349066
Ir Mn,0.032,0.26174936061110954
Ir Mo,0.0191,0.3760560142853036
Ir N,0.001,0.07873574959445236
Ir Na,0.001,0.11678588443881154
Ir Nb,0.0063,0.2447338997195636
Ir Nd,0.0013,0.15343423976663098
Ir Ni,0.091,0.2951724606185249
Ir Np,0.0056,0.40559938711583604
Ir O,0.0004,0.04481834923916518
Ir Os,0.1434,0.9329691205636407
Ir P,0.0078,0.12747438205292233
Ir Pa,0.0028,0.41002595641488154
Ir Pb,0.0057,0.2584822394987912
Ir Pd,0.1097,0.7995813307701956
Ir Pm,0.0003,0.37378106351656365
Ir Pr,0.0023,0.1524965220677485
Ir Pt,0.1886,0.9010423970134991
Ir Pu,0.0038,0.3845125482716746
Ir Rb,0.0003,0.10793757329118311
Ir Re,0.034,0.6925843777016035
Ir Rh,0.4306,0.9882650350601169
Ir Ru,0.2232,0.9628974915465426
Ir S,0.0034,0.07119838581461076
Ir Sb,0.0096,0.18070055229870557
Ir Sc,0.0037,0.25342250614382256
Ir Se,0.0044,0.13546876167311084
Ir Si,0.0115,0.18461333464357327
Ir Sm,0.0007,0.15897550655521947
Ir Sn,0.0094,0.20331383966236186
Ir Sr,0.0007,0.12279045048022844
Ir Ta,0.0082,0.258933744149275
Ir Tb,0.0012,0.17987568656850664
Ir Tc,0.0656,0.8579608552536008
Ir Te,0.0059,0.3162273526227699
Ir Th,0.0007,0.3346132390976129
Ir Ti,0.0055,0.2453453376391372
Ir Tl,0.003,0.3139261246966493
Ir Tm,0.0022,0.16366321684151272
Ir U,0.0032,0.28335856795222153
I Ru,0.0021,0.18245259305662773
Ir V,0.0102,0.23636377838095923
Ir W,0.0178,0.3181549306444869
Ir Y,0.0016,0.1650207860833648
Ir Yb,0.0009,0.18815259442115165
Ir Zn,0.0261,0.34700159090514004
Ir Zr,0.004,0.25776997222768433
I S,0.0074,0.13708418881812828
I Sb,0.0064,0.23207225716461152
I Sc,0.0006,0.19327309796175432
I Se,0.0084,0.1994152607211752
I Si,0.0014,0.11517577442634418
I Sm,0.0019,0.14939406931412436
I Sn,0.0011,0.13386472936132646
I Sr,0.0013,0.13882856499496504
I Ta,0.0028,0.26542434843782775
I Tb,0.001,0.1645126061110456
I Tc,0.0028,0.3127895541773242
I Te,0.0153,0.3408731028475144
I Th,0.0007,0.3301612391533175
I Ti,0.0005,0.16725721730854307
I Tl,0.0031,0.2331758484632485
I Tm,0.0008,0.1548750756972739
I U,0.004,0.26873036732777805
I V,0.002,0.1946265901958836
I W,0.0029,0.21401434273791645
I Y,0.001,0.15667208120453924
I Yb,0.001,0.2090494567120502
I Zn,0.0008,0.16622693750140818
I Zr,0.0008,0.20696530411478853
K La,0.0108,0.12431670984024215
K Li,0.0283,0.28299673709347106
K Lu,0.0024,0.1216982852552134
K Mg,0.0039,0.11767054567166464
K Mn,0.0037,0.07553104912298156
K Mo,0.0009,0.1630754760541774
K N,0.0,0.11110491074529977
K Na,0.1685,0.8502471841827551
K Nb,0.0012,0.16616620947738187
K Nd,0.0079,0.12451093537115467
K Ni,0.001,0.11303421335054006
K Np,0.0047,0.3682675729338076
K O,0.0006,0.03059167356711286
K Os,0.0004,0.1537301637496492
K P,0.0008,0.09878998169893786
K Pa,0.0016,0.37199502138991636
K Pb,0.0067,0.24291806503427746
K Pd,0.0016,0.05422730970021939
K Pm,0.0011,0.23466201285670002
K Pr,0.0081,0.11976508470583488
K Pt,0.0007,0.0819214835275721
K Pu,0.007,0.3311923676719612
K Rb,0.5724,0.9986646995516048
K Re,0.0004,0.21768703947114426
K Rh,0.0005,0.0958336932591262
K Ru,0.0004,0.09288937241443465
K S,0.0007,0.05591775343818233
K Sb,0.002,0.04427606906105712
K Sc,0.0024,0.12377188371209319
K Se,0.0018,0.08044504170483818
K Si,0.0003,0.09124262064246218
K Sm,0.0076,0.14338181914988182
K Sn,0.0016,0.08875118709873599
K Sr,0.0371,0.20740532425429467
K Ta,0.0008,0.16974727827230854
K Tb,0.0034,0.14145002305905185
K Tc,0.0005,0.2042124509184907
K Te,0.0013,0.1485876921936586
K Th,0.0047,0.2789908664927337
K Ti,0.0025,0.12647107188494647
K Tl,0.0624,0.663424618724302
K Tm,0.0025,0.11982000269746189
K U,0.0029,0.25196393820767654
K V,0.0028,0.16559922174213182
K W,0.0005,0.14939795843529083
K Y,0.0032,0.12959529821921026
K Yb,0.0163,0.2005437198772922
K Zn,0.0018,0.11423292005792532
K Zr,0.0015,0.1388833325767052
La Li,0.0091,0.17881967878099528
La Lu,0.0673,0.45608376623774294
La Mg,0.0109,0.1976141198485586
La Mn,0.004,0.15652060173729887
La Mo,0.0017,0.2067793336393828
La N,0.0001,0.06600567910879541
La Na,0.0214,0.20975623325102521
La Nb,0.0047,0.19177991480255016
La Nd,0.4669,0.9742483186828425
La Ni,0.0012,0.1251491592303458
La Np,0.0218,0.6909324956062172
La O,0.0003,0.028382872458968537
La Os,0.0003,0.14318828706736828
La P,0.0008,0.07633650488856585
La Pa,0.0339,0.47358682380148837
La Pb,0.0089,0.23320102931625017
La Pd,0.0026,0.19613266200116133
La Pm,0.0064,0.6624395839365144
La Pr,0.5003,0.9843667957883621
La Pt,0.0011,0.1915967771966605
La Pu,0.0224,0.7282700089182695
La Rb,0.0061,0.1303881991310785
La Re,0.0009,0.19043665879218952
La Rh,0.0018,0.14436095784163003
La Ru,0.0006,0.09698523169754053
La S,0.0002,0.06666131310152934
La Sb,0.0039,0.16907887765369808
La Sc,0.0335,0.44710333266116087
La Se,0.0006,0.09840133213433964
La Si,0.0012,0.09820464956067788
La Sm,0.2376,0.9026010571211546
La Sn,0.0037,0.13298665803888057
La Sr,0.0832,0.297417386534461
La Ta,0.0035,0.17596870009441615
La Tb,0.154,0.6166857977543918
La Tc,0.0011,0.1945383205578284
La Te,0.001,0.18845621726954084
La Th,0.1188,0.7623651247236684
La Ti,0.0051,0.22649327121493065
La Tl,0.0079,0.22783666997089574
La Tm,0.0825,0.46078749598455987
La U,0.0177,0.6638594764384192
La V,0.0039,0.19091159345652833
La W,0.0006,0.18374158299183313
La Y,0.141,0.5601822444989099
La Yb,0.0876,0.6195907294638631
La Zn,0.0023,0.13976655062957122
La Zr,0.0157,0.2660107761230631
Li Lu,0.0233,0.19404573612799564
Li Mg,0.1179,0.29130981688353613
Li Mn,0.0358,0.15058814812171883
Li Mo,0.016,0.08129202740655897
Li N,0.0005,0.05783755745217745
Li Na,0.0974,0.7372936573131115
Li Nb,0.0175,0.09694929333939568
Li Nd,0.0125,0.15388438110938496
Li Ni,0.0237,0.12541182915163204
Li Np,0.0055,0.22957913077753878
Li O,0.0002,0.031365567616624894
Li Os,0.0086,0.1279488032778788
Li P,0.0024,0.043927069937921934
Li Pa,0.0069,0.34069281875938573
Li Pb,0.0085,0.2111035547350894
Li Pd,0.0269,0.29206663592359267
Li Pm,0.0024,0.4547679116325383
Li Pr,0.0112,0.1433201890574298
Li Pt,0.0165,0.2241846031533366
Li Pu,0.0042,0.2478942859416903
Li Rb,0.0205,0.25766916638611914
Li Re,0.0097,0.13478874934870586
Li Rh,0.0211,0.2032298445215631
Li Ru,0.0167,0.14157846213919015
Li S,0.0007,0.048551179022335245
Li Sb,0.0035,0.12911741797810244
Li Sc,0.0451,0.3380069469831402
Li Se,0.0008,0.07742229515747262
Li Si,0.0043,0.058488629397915014
Li Sm,0.0141,0.1752167581317849
Li Sn,0.008,0.14086663694622747
Li Sr,0.0168,0.1605467432695632
Li Ta,0.0148,0.10803870808119208
Li Tb,0.0141,0.1293950506083683
Li Tc,0.016,0.21302532668791116
Li Te,0.0011,0.12195511857665456
Li Th,0.0067,0.1933683825802013
Li Ti,0.0191,0.18940102345765922
Li Tl,0.0192,0.2684711415810368
Li Tm,0.0201,0.1732355332705651
Li U,0.007,0.09796236239818326
Li V,0.0206,0.11621534742954363
Li W,0.0144,0.06499234947259457
Li Y,0.0164,0.24213399263073448
Li Yb,0.0291,0.2583514496455018
Li Zn,0.0654,0.28146150246684976
Li Zr,0.0216,0.18933488633935439
Lu Mg,0.0426,0.2690095566362039
Lu Mn,0.0107,0.2051812461130763
Lu Mo,0.0092,0.1657145820911652
Lu N,0.0001,0.06267567700354237
Lu Na,0.0168,0.1808818608041072
Lu Nb,0.0218,0.2541361728732761
Lu Nd,0.1208,0.628820154736086
Lu Ni,0.0034,0.12043852252277781
Lu Np,0.0243,0.7369821797458583
Lu O,0.0002,0.03603804452280657
Lu Os,0.0035,0.1629333774001348
Lu P,0.0018,0.09086497343777825
Lu Pa,0.0491,0.5644493110463804
Lu Pb,0.0064,0.24784949425509548
Lu Pd,0.0023,0.18919281400977359
Lu Pm,0.0028,0.8284024753262818
Lu Pr,0.0918,0.5809505410704867
Lu Pt,0.0016,0.18592760856387974
Lu Pu,0.0197,0.7688039236154894
Lu Rb,0.0013,0.12888561232353993
Lu Re,0.003,0.21355774926664792
Lu Rh,0.0047,0.182690447485188
Lu Ru,0.0036,0.1288936069482874
Lu S,0.0002,0.07370894974763012
Lu Sb,0.0074,0.22728464894311104
Lu Sc,0.2485,0.9091690733119996
Lu Se,0.0004,0.11288435373666106
Lu Si,0.0022,0.10566736296620731
Lu Sm,0.13,0.7861523483256609
Lu Sn,0.0073,0.19826213753114125
Lu Sr,0.022,0.22369715098413792
Lu Ta,0.0186,0.2751458140664159
Lu Tb,0.2817,0.9704944935950452
Lu Tc,0.0057,0.21442403116110406
Lu Te,0.0014,0.20237186996112685
Lu Th,0.0763,0.6800021139140993
Lu Ti,0.022,0.35647193949140527
Lu Tl,0.0078,0.2545181200847837
Lu Tm,0.6568,0.999148534538424
Lu U,0.0296,0.6298813050955009
Lu V,0.0133,0.21639124900506443
Lu W,0.0062,0.1492636837545112
Lu Y,0.2899,0.9889715214579431
Lu Yb,0.083,0.8992290387399242
Lu Zn,0.0061,0.2038910777654685
Lu Zr,0.0835,0.48070344925619507
Mg Mn,0.0499,0.3840427064679281
Mg Mo,0.0121,0.08971041838539072
Mg N,0.0001,0.06134896097825416
Mg Na,0.0286,0.2360710014312039
Mg Nb,0.0235,0.15063160265210704
Mg Nd,0.0156,0.20940895052563036
Mg Ni,0.0197,0.22804976195602836
Mg Np,0.0083,0.3609179654191743
Mg O,0.0001,0.051751402827632915
Mg Os,0.0046,0.18428201370538155
Mg P,0.0015,0.2037381445639819
Mg Pa,0.0106,0.4198061010031621
Mg Pb,0.0196,0.49093006790319194
Mg Pd,0.0109,0.2930048045583819
Mg Pm,0.0011,0.5219371468754689
Mg Pr,0.0128,0.2066015198197812
Mg Pt,0.0068,0.24695804408000965
Mg Pu,0.007,0.36758893660368536
Mg Rb,0.0032,0.1081770728651286
Mg Re,0.0072,0.1799067876137977
Mg Rh,0.0072,0.1838625689375471
Mg Ru,0.0081,0.17646002684458886
Mg S,0.0005,0.09740707363618709
Mg Sb,0.0062,0.05921323190722299
Mg Sc,0.0755,0.3899153017178292
Mg Se,0.0003,0.11127532578671655
Mg Si,0.0029,0.1623766423008854
Mg Sm,0.0211,0.23428799816346124
Mg Sn,0.0247,0.23767796110129716
Mg Sr,0.0203,0.35027375319511855
Mg Ta,0.0176,0.17041489973160528
Mg Tb,0.0194,0.20497885231509616
Mg Tc,0.0099,0.2572211941434887
Mg Te,0.0015,0.195277297890823
Mg Th,0.0126,0.3495159181332847
Mg Ti,0.0261,0.22466886164823416
Mg Tl,0.0203,0.42077439686853796
Mg Tm,0.0307,0.25651651082114996
Mg U,0.0107,0.2633655326148257
Mg V,0.0258,0.16625135809774969
Mg W,0.0105,0.08948711241216185
Mg Y,0.0224,0.29889023575749535
Mg Yb,0.0421,0.3999035794871112
Mg Zn,0.1159,0.9374978882227964
Mg Zr,0.0342,0.32585529423550486
Mn Mo,0.0803,0.5876923327738647
Mn N,0.0005,0.06796596111423173
Mn Na,0.0083,0.12306308571161109
Mn Nb,0.0392,0.40439015702740144
Mn Nd,0.005,0.16336266246876227
Mn Ni,0.06,0.3163582977428644
Mn Np,0.0094,0.3574261315571864
Mn O,0.0001,0.02713921472583866
Mn Os,0.0662,0.4544386031694071
Mn P,0.007,0.06215682799673548
Mn Pa,0.0095,0.39568972703263944
Mn Pb,0.0133,0.37887293441701364
Mn Pd,0.0279,0.19511632109344892
Mn Pm,0.0003,0.19787302598243603
Mn Pr,0.0047,0.16354465969132362
Mn Pt,0.023,0.21287287148634434
Mn Pu,0.0064,0.34134774288635195
Mn Rb,0.0036,0.0873002572562403
Mn Re,0.1003,0.5922771297827404
Mn Rh,0.0394,0.26514230518046644
Mn Ru,0.0658,0.4364633533313829
Mn S,0.0026,0.0847945950408825
Mn Sb,0.0094,0.21462303185516657
Mn Sc,0.028,0.37255180741413085
Mn Se,0.0068,0.10797103857053292
Mn Si,0.0123,0.17411395963734114
Mn Sm,0.0065,0.17996393790434775
Mn Sn,0.0123,0.28845586087958025
Mn Sr,0.0107,0.2506619133239195
Mn Ta,0.038,0.38528047945232247
Mn Tb,0.0055,0.18654106185803743
Mn Tc,0.1141,0.5679042385380724
Mn Te,0.0048,0.17280998256432248
Mn Th,0.004,0.28660453837012106
Mn Ti,0.0561,0.5929428725314677
Mn Tl,0.0088,0.17051714945892296
Mn Tm,0.0075,0.19955566192141297
Mn U,0.01,0.3488394979308684
Mn V,0.1034,0.7309152354048604
Mn W,0.0718,0.6196633434299794
Mn Y,0.0063,0.22795154887522623
Mn Yb,0.015,0.2616844113513767
Mn Zn,0.0481,0.4798546814416688
Mn Zr,0.0222,0.3514543702685345
Mo N,0.0004,0.07152315972518253
Mo Na,0.0021,0.15403004116543373
Mo Nb,0.1155,0.9116189478196657
Mo Nd,0.0022,0.20053423510431242
Mo Ni,0.0096,0.15846572266703848
Mo Np,0.0202,0.5934926678378458
Mo O,0.0,0.029732115779439336
Mo Os,0.0561,0.5624807333588343
Mo P,0.002,0.20029152033267753
Mo Pa,0.0132,0.7303517131912511
Mo Pb,0.0049,0.2628223825305223
Mo Pd,0.0093,0.2174480418910971
Mo Pm,0.0002,0.22829780701499275
Mo Pr,0.002,0.21472261368431247
Mo Pt,0.0122,0.3104814065849928
Mo Pu,0.0128,0.5451330157148488
Mo Rb,0.001,0.17081677915981447
Mo Re,0.1697,0.8801631681579506
Mo Rh,0.0229,0.3182433137257759
Mo Ru,0.0498,0.47526956691639327
Mo S,0.0025,0.1520272312573535
Mo Sb,0.0139,0.40090460500920355
Mo Sc,0.0259,0.43265635669727975
Mo Se,0.0064,0.23285743517858354
Mo Si,0.0026,0.11776807141923669
Mo Sm,0.0042,0.18125611169135494
Mo Sn,0.0058,0.2848506365353591
Mo Sr,0.0011,0.15819164315872491
Mo Ta,0.1242,0.9009007092377164
Mo Tb,0.0038,0.18536369501211636
Mo Tc,0.142,0.7324424345276249
Mo Te,0.0082,0.42493076019290965
Mo Th,0.0023,0.5537016261956144
Mo Ti,0.0903,0.8619742334698121
Mo Tl,0.0028,0.1688399373947177
Mo Tm,0.0069,0.1550225706002996
Mo U,0.0185,0.692634855084618
Mo V,0.1399,0.9434219985106611
Mo W,0.5076,0.9930924853994971
Mo Y,0.0035,0.16918530567095152
Mo Yb,0.0041,0.19294568826527267
Mo Zn,0.0052,0.12975723798951924
Mo Zr,0.0265,0.7315399611390271
Na Nb,0.0055,0.15598835511034445
Na Nd,0.0228,0.1899039354883056
Na Ni,0.0038,0.10687547862299998
Na Np,0.0078,0.38503524473707024
Na O,0.0003,0.031708870123040314
Na Os,0.0006,0.14702674919283815
Na P,0.0006,0.09489917381426267
Na Pa,0.007,0.43973655418112495
Na Pb,0.0115,0.3218981601391086
Na Pd,0.005,0.15522454854406384
Na Pm,0.0012,0.4130030379496425
Na Pr,0.0218,0.18109140493565923
Na Pt,0.0019,0.1380617982663671
Na Pu,0.0067,0.3717381336075987
Na Rb,0.1174,0.8347453918425258
Na Re,0.0006,0.20822280652379413
Na Rh,0.0024,0.13356730763849126
Na Ru,0.0009,0.10368133574278073
Na S,0.0005,0.06153087633196652
Na Sb,0.0045,0.13175974469678192
Na Sc,0.0158,0.25092919075781495
Na Se,0.0008,0.09620142087833804
Na Si,0.0003,0.08908638652444242
Na Sm,0.0256,0.2107963838831428
Na Sn,0.0042,0.16624986412138415
Na Sr,0.0744,0.26514454568450674
Na Ta,0.0029,0.1647128016242178
Na Tb,0.0159,0.16643153711846875
Na Tc,0.0017,0.22772177854974393
Na Te,0.0012,0.17072966773945844
Na Th,0.012,0.304004518360923
Na Ti,0.0051,0.17241449554871735
Na Tl,0.0368,0.6155969465306722
Na Tm,0.0141,0.16872435070146846
Na U,0.0073,0.22990014952092536
Na V,0.0089,0.17490682194659438
Na W,0.001,0.1374481140900997
Na Y,0.0178,0.2158270626005549
Na Yb,0.0535,0.2960998696831893
Na Zn,0.0055,0.21832137117939626
Na Zr,0.0099,0.17615916611959961
Nb Nd,0.006,0.20734536140019455
Nb Ni,0.0074,0.14757039955196163
Nb Np,0.0151,0.6354468448621841
Nb O,0.0,0.0295064555073146
Nb Os,0.0178,0.37685887589369194
Nb P,0.004,0.2761116850299011
Nb Pa,0.0278,0.8117274841123987
Nb Pb,0.0028,0.17986870205894673
Nb Pd,0.0063,0.18589028087406131
Nb Pm,0.0003,0.3027107185918271
Nb Pr,0.0051,0.22088602571779406
Nb Pt,0.0054,0.2522958066602413
Nb Pu,0.0094,0.5807603801493483
Nb Rb,0.001,0.17135937470735602
Nb Re,0.0364,0.73769221980229
Nb Rh,0.008,0.18911908110573722
Nb Ru,0.0183,0.2919263142881037
Nb S,0.0005,0.030268049945746344
Nb Sb,0.0224,0.3372202222975247
Nb Sc,0.0532,0.5432166060522144
Nb Se,0.0009,0.11161317901836976
Nb Si,0.0036,0.15453585013833368
Nb Sm,0.0083,0.20489361869676748
Nb Sn,0.0108,0.2319523907366521
Nb Sr,0.0031,0.12206175969091364
Nb Ta,0.7002,0.9952513149685196
Nb Tb,0.0089,0.24831605225715395
Nb Tc,0.0387,0.5830143368901983
Nb Te,0.0029,0.31929044588999356
Nb Th,0.0088,0.6306089805660324
Nb Ti,0.1826,0.9126824304820705
Nb Tl,0.0022,0.13861381561876893
Nb Tm,0.0177,0.23967819683314356
Nb U,0.0267,0.7605467886076047
Nb V,0.1422,0.8846419337748137
Nb W,0.114,0.9025485989948822
Nb Y,0.0105,0.24463922307926786
Nb Yb,0.0071,0.22999834914172373
Nb Zn,0.0057,0.13872589341254557
Nb Zr,0.0904,0.8883767971434349
Nd Ni,0.0011,0.11374205355311207
Nd Np,0.023,0.7627232350792083
Nd O,0.0002,0.028745706717724126
Nd Os,0.001,0.1708427180243997
Nd P,0.001,0.09319423845154358
Nd Pa,0.043,0.5206106803965989
Nd Pb,0.0101,0.2212307792748442
Nd Pd,0.0023,0.20346411175921938
Nd Pm,0.007,0.7512495062826547
Nd Pr,0.7693,0.9976248104549889
Nd Pt,0.0011,0.20665074379616616
Nd Pu,0.0245,0.8009904916967153
Nd Rb,0.0044,0.13361103023119253
Nd Re,0.0014,0.20989363771874553
Nd Rh,0.0014,0.17362501101173008
Nd Ru,0.002,0.12582007978712056
Nd S,0.0003,0.06636389310358912
Nd Sb,0.0048,0.17984862937965831
Nd Sc,0.0583,0.5767746603736796
Nd Se,0.0007,0.10113763900402134
Nd Si,0.0012,0.1070644944729294
Nd Sm,0.416,0.9724645423186355
Nd Sn,0.0037,0.1338440188558987
Nd Sr,0.0648,0.2637295501560082
Nd Ta,0.0048,0.19786700160407658
Nd Tb,0.3061,0.7719221003071818
Nd Tc,0.0023,0.21530419807711212
Nd Te,0.0009,0.19581960047980337
Nd Th,0.143,0.8149647022579548
Nd Ti,0.0061,0.24997840043035316
Nd Tl,0.0072,0.23857215458762984
Nd Tm,0.1546,0.6349292233203815
Nd U,0.0235,0.7242325537760127
Nd V,0.0037,0.19013444347362976
Nd W,0.0011,0.17276020442468137
Nd Y,0.2646,0.7119457617839419
Nd Yb,0.0906,0.7312802041391683
Nd Zn,0.0022,0.14355237406996282
Nd Zr,0.0316,0.32313896807924364
Ni Np,0.0021,0.21737487630857377
Ni O,0.0003,0.03196749860771708
Ni Os,0.0476,0.1299638898333108
Ni P,0.0062,0.08557566187055936
Ni Pa,0.0027,0.2515718972217139
Ni Pb,0.0056,0.20354370511048334
Ni Pd,0.1198,0.5289085309844517
Ni Pm,0.0009,0.22157163623406784
Ni Pr,0.0013,0.12594416786952092
Ni Pt,0.1354,0.4682137757711318
Ni Pu,0.0013,0.22770159968771336
Ni Rb,0.0015,0.11353625823231359
Ni Re,0.0113,0.12482812181125676
Ni Rh,0.1012,0.38263057257040684
Ni Ru,0.0698,0.22045920712135023
Ni S,0.0037,0.0725135468743409
Ni Sb,0.0049,0.16196189396183805
Ni Sc,0.0069,0.22979035999558606
Ni Se,0.0042,0.09663230829421139
Ni Si,0.0123,0.08208293604381364
Ni Sm,0.0013,0.12486074335737062
Ni Sn,0.0091,0.21619108831279588
Ni Sr,0.0032,0.1402381349325002
Ni Ta,0.0059,0.13578279045123348
Ni Tb,0.0019,0.1217182875492182
Ni Tc,0.0341,0.1865458600573742
Ni Te,0.0025,0.18133404669405936
Ni Th,0.0016,0.22553875492276557
Ni Ti,0.0059,0.30665028025059343
Ni Tl,0.004,0.09269703668074178
Ni Tm,0.0026,0.11992267582782896
Ni U,0.002,0.17236974806956964
Ni V,0.0154,0.2786902344895006
Ni W,0.0075,0.20469989303144398
Ni Y,0.0023,0.1357430720028677
Ni Yb,0.0049,0.133415357442859
Ni Zn,0.0544,0.2765219949134702
Ni Zr,0.0036,0.24483825142691037
N Na,0.0001,0.09261495047603992
N Nb,0.0005,0.0791260027821742
N Nd,0.0,0.061809823598482576
N Ni,0.0009,0.055518908139767446
N Np,0.001,0.1273882692748414
N O,0.0116,0.04592796091411835
N Os,0.0009,0.07797370350550112
N P,0.0097,0.1355950311959353
N Pa,0.0011,0.13904838120413632
N Pb,0.0005,0.08284656855573971
N Pd,0.0008,0.085709151031114
N Pm,0.0,0.1168183728053406
Np O,0.0001,0.05421878445612109
Np Os,0.0091,0.4536648800003491
Np P,0.0014,0.23424933969676265
Np Pa,0.1026,0.9178872408990536
Np Pb,0.0052,0.4872400150019137
Np Pd,0.0026,0.4059684671650435
Np Pm,0.0082,0.8614497632827464
Np Pr,0.0192,0.7509475956232724
Np Pt,0.0032,0.45488108990138343
Np Pu,0.2245,0.9944368537379077
N Pr,0.0,0.0648260404963803
Np Rb,0.0032,0.37566099224164595
Np Re,0.012,0.6132345607318865
Np Rh,0.0031,0.39367331200043365
Np Ru,0.0051,0.3750855375695016
Np S,0.0018,0.1453705149184025
Np Sb,0.0099,0.37198792902755834
Np Sc,0.0188,0.816150054679063
Np Se,0.0033,0.2294917948099455
Np Si,0.0008,0.26465562053461145
Np Sm,0.0334,0.8090026641656303
Np Sn,0.0031,0.3821820392219842
Np Sr,0.016,0.42445171083596517
N Pt,0.0011,0.09804381371619551
Np Ta,0.0173,0.6433195570687286
Np Tb,0.0205,0.7925074789576627
Np Tc,0.0131,0.5740852348700946
Np Te,0.0155,0.4484517354365378
Np Th,0.0425,0.9756047434692482
Np Ti,0.0073,0.6558388615854995
Np Tl,0.0041,0.4675226127407561
Np Tm,0.0212,0.7354726993977339
Np U,0.1781,0.9350248710380012
N Pu,0.0007,0.14232324492113774
Np V,0.0092,0.5731818435542007
Np W,0.027,0.5696005695395535
Np Y,0.0197,0.7635043680821489
Np Yb,0.0205,0.8186819561765503
Np Zn,0.0023,0.33302241259839216
Np Zr,0.0232,0.7344744379670115
N Rb,0.0001,0.1169277858176393
N Re,0.0003,0.14035450282557316
N Rh,0.0007,0.08521401263967977
N Ru,0.0009,0.0937027325168821
N S,0.0136,0.06782924601740822
N Sb,0.0026,0.12504131583935826
N Sc,0.0002,0.09792970702486328
N Se,0.0081,0.08261827214602405
N Si,0.0022,0.05540087017433578
N Sm,0.0001,0.06849349940618288
N Sn,0.0007,0.0746068366294751
N Sr,0.0001,0.04683289637468624
N Ta,0.0005,0.09756564216533864
N Tb,0.0,0.06814569086727842
N Tc,0.0008,0.16583304060211415
N Te,0.002,0.12396174108508783
N Th,0.0,0.11808881152713646
N Ti,0.0003,0.09010886024829125
N Tl,0.0003,0.142934542444213
N Tm,0.0001,0.06309241714807423
N U,0.0008,0.11254767390202407
N V,0.0005,0.07984347671128109
N W,0.0003,0.08590972269183446
N Y,0.0,0.07316150410417394
N Yb,0.0002,0.07323298965482546
N Zn,0.0014,0.0716150226955174
N Zr,0.0002,0.0939819056514814
O Os,0.0003,0.04446435431640952
O P,0.0018,0.03809940207941852
O Pa,0.0001,0.06111123704971949
O Pb,0.0001,0.04592212707812422
O Pd,0.0001,0.07648465701093544
O Pm,0.0,0.07447194941431559
O Pr,0.0001,0.028734095520029167
O Pt,0.0003,0.06734785625462042
O Pu,0.0001,0.06878359105817079
O Rb,0.0005,0.028262610137004977
O Re,0.0,0.055899751712273585
O Rh,0.0002,0.05467150115183147
O Ru,0.0007,0.03915980098864228
O S,0.0091,0.170950794509043
O Sb,0.0005,0.055644136931482846
O Sc,0.0002,0.061653578758985174
O Se,0.0077,0.15256170848771702
