element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,Number,MendeleevNumber,AtomicWeight,MeltingT,Column,Row,CovalentRadius,Electronegativity,NsValence,NpValence,NdValence,NfValence,NValence,NsUnfilled,NpUnfilled,NdUnfilled,NfUnfilled,NUnfilled,GSvolume_pa,GSbandgap,GSmagmom,SpaceGroupNumber
Na,0.0760730368317096,0.0554532258867663,0.0587077406343886,0.0509647990771326,0.0526071132172556,0.0710719994356568,0.0763911481069602,0.08965396617259,0.0878977666937778,0.1315408070111378,0.1043815625674309,0.1404996597340946,0.1483687279034648,0.1270642729098544,0.0639470637542121,0.0897778644579816,0.096146737596893,0.1412882757647689,0.2143523743920864,0.1706606636015076,0.0790332174216146,0.0912161559911697,0.0439527984795924,0.146676378076917,0.0294220542101681,0.0548852764453004,0.0589230210632895,0.0357131143459425,0.0628657070061582,0.0563723753879863,0.020221396916029,0.0323726077647019,0.0325620611814696,0.1285836141218655,0.0278956379570767,0.0542766444802232,0.0584693055255864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,22.98976928,370.87,1.0,3.0,166.0,0.93,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,29.2433333333,0.0,0.0,229.0
Mg,0.0215933779490175,0.0294474837484477,0.0343779307574317,0.023634540939303,0.0215341556496967,0.0442679040975824,0.0334464383536628,0.0491154179753126,0.0564968729457311,0.1189167107954138,0.1519002675115046,0.1336010472208025,0.1476837886202617,0.1215035607333291,0.0236817343510334,0.0544247772259151,0.0525424183770364,0.1500044646117889,0.4634049192900463,0.2589479767730633,0.0656534082609019,0.1015318411730341,0.0624107442845668,0.1483345902417654,0.0201153677598421,0.0352057373457014,0.0337439467533415,0.0356656882258416,0.0614164551530206,0.0542384458768537,0.0137128725074865,0.0233071771601781,0.0248366216857788,0.2270413775472955,0.041302954495654,0.0673627337301881,0.0951039551530204,0.0740557533543904,0.0253030175231453,0.0522328110408525,0.1076171570000444,0.095864540354175,0.0548560299081534,0.094604303962521,0.0941191278080245,0.0859911837175145,0.1256875673535901,0.2195268595727232,0.158227053197372,0.1867135249561746,0.1746243792909005,0.0309921563302579,0.0496986224165851,0.0563998125604149,0.0999454941104538,0.17902012828983,0.1150551259746039,0.0730216139341539,0.0767998618159928,0.0305985121264867,0.0792766025459541,0.0279420796579356,0.0298234854366131,0.0455357728304051,0.0315495957759673,0.0365727400824152,0.0525406309500715,0.0198961439617493,0.0221112018191678,0.0357045537193207,0.1752386540427535,0.0312514984178387,0.0406115629373589,0.0860671777220565,12.0,68.0,24.305,923.0,2.0,3.0,141.0,1.31,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.89,0.0,0.0,194.0
Al,0.0278812924754812,0.0247816241403166,0.0427081003540471,0.0387028445855207,0.0195568225287917,0.0344426158792171,0.0443366886420055,0.0603325458836936,0.0296731656696373,0.1015634130956743,0.3534443148984656,0.0753406136816834,0.1585115858869494,0.1458825865787653,0.0276598380336141,0.045063980791926,0.0504692324909454,0.1343001627802871,0.2424108879664673,0.1394321674195254,0.0567019899890124,0.0607955499938959,0.0449895210190046,0.092232478736825,0.0238296260122898,0.0419466711431246,0.0577549525902414,0.0323015708297726,0.0523363874984739,0.0825047389411143,0.0176438387661253,0.0306157571318114,0.0437576628820251,0.2727171895983395,0.0349121413746795,0.059579017620966,0.1475398872746512,0.0613924533490373,0.027567701263754,0.0549323353759726,0.1155256915018805,0.1311846431663786,0.0732408599616249,0.0900727293087526,0.0855428894188912,0.0686065692494099,0.0950358660076946,0.1898278095399483,0.1004017254088523,0.1353939484398296,0.1206712555170857,0.0344663512870222,0.0395945299112812,0.0505032939490836,0.102985795480413,0.1117369532368736,0.0707513236843625,0.0533733292941753,0.0563846748758874,0.0274829761929964,0.0767584423403738,0.0362224277536328,0.0347714698222827,0.0574683852467142,0.0398755755235034,0.0421973847607969,0.078442100352041,0.0235002903034038,0.0268865170402821,0.0437655765361544,0.2232064875475931,0.031563264959166,0.0428879331546441,0.1232038014303952,13.0,73.0,26.9815386,933.47,13.0,3.0,121.0,1.61,2.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,16.48,0.0,0.0,225.0
Si,0.0245838716975878,0.0232239548887883,0.0576342406627451,0.068767774722406,0.0132575811897385,0.0066608009328552,0.0783327352152876,0.0895030909533921,0.0285070538480281,0.1172317135994988,0.6370644244491614,0.0490487730168123,0.2312773260468516,0.2350612116676522,0.0496882488078248,0.0553817466671311,0.0695723920080756,0.086998879181315,0.0700263479411049,0.0672391520762992,0.0807447840161511,0.0669808782066903,0.0488977270353998,0.0836442949632777,0.025791912353371,0.0509648978384211,0.0823678304152598,0.0255041369348045,0.0430590431271539,0.0741189442723381,0.0160944846670611,0.0247503498207386,0.0438468098437119,0.1120791221413902,0.0176872202304291,0.0289243551811758,0.0660507588151345,0.0715603115477481,0.0315758238180892,0.0629205001698737,0.1389013571759301,0.1586398624050042,0.0675515083223115,0.1056554689387838,0.0993546565403905,0.0800281520622473,0.1023095348581452,0.260822364714549,0.0949990192630658,0.1543776784968742,0.1424055335941376,0.0500834937475691,0.0540484900083329,0.0701467518765546,0.0801838908966805,0.094026386513339,0.0729935346046037,0.0633150815070325,0.0726885381523899,0.0302218466857077,0.1051006340333453,0.0434503060338419,0.0442101402335266,0.0678940620648731,0.0408492688242121,0.0436567558601766,0.0685876274441978,0.0276609481217279,0.0289214546675927,0.0437860718484768,0.1320361953641017,0.0280527501183804,0.0358309536833419,0.0675409671287879,14.0,78.0,28.0855,1687.0,14.0,3.0,111.0,1.9,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,20.44,0.773,0.0,227.0
P,0.0272828978826182,0.0496440420288611,0.1375874967816297,0.1724191882348622,0.0194096312053259,0.0055579337444674,0.1203725003984653,0.1948050801221153,0.0618826520603705,0.1385382373134878,0.6696316957443937,0.0692642068094604,0.2660521835881476,0.272469404018979,0.0588681387393794,0.0834488248347905,0.0988995193899197,0.1004705810232582,0.0988328684575115,0.0965634754729474,0.0848929753687336,0.0826557722251512,0.0310136397631279,0.0930536793644177,0.0349845272979169,0.0549715373392349,0.076588971102093,0.0340128091168788,0.0475185163615856,0.0624353597832352,0.0241943650920146,0.0342860426909261,0.0426630120275126,0.0934212847737332,0.0269924598163383,0.0370852285962999,0.0448229160281009,0.1482232036551903,0.0600750732589311,0.1136319138395319,0.1756456973902063,0.1371712278429633,0.0564071321841449,0.0902143226758662,0.1073196527449507,0.0733864230088364,0.0956892751896206,0.2077895213387849,0.0870889481536213,0.1356817750471397,0.121863231107499,0.0619976144648248,0.0638558694366941,0.0929583936621592,0.1025559245896387,0.1177169174204472,0.0913424359818355,0.0737226458787269,0.0926989353627589,0.0168672582626565,0.1066805910791737,0.0493025596290494,0.0511853861673201,0.0690023455350613,0.0440522081830835,0.0467176583111095,0.0592351006361656,0.0332810059052752,0.036247898021513,0.0491521794477201,0.1213685369844948,0.0317308800407254,0.0423542137956038,0.0577944754923316,15.0,83.0,30.973762,317.3,15.0,3.0,107.0,2.19,2.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,22.5702380952,1.625,0.0,2.0
S,0.087272280423844,0.1594477965842232,0.2107142531482123,0.1317209389393256,0.0149154641782699,0.0107085590772343,0.0760499653896329,0.1393989310721229,0.1226584888581242,0.1415100037272703,0.2686878810468308,0.1520099571363919,0.2088707519102266,0.2021442736481986,0.0709829810175448,0.1239604443438669,0.1313628347887435,0.0740177877319562,0.1080563483400336,0.0918097261787496,0.066064708074865,0.0712486488645138,0.0106237903011101,0.0634486585154814,0.0263164735363807,0.0438716005298048,0.0451552624397647,0.0247728212108303,0.0403268300231625,0.0439636507947074,0.0214851874284497,0.0328910755171587,0.0399421241447245,0.0852410412395837,0.0206083520806155,0.0316341068528527,0.0399814718058625,0.1006267909821365,0.1083017650149307,0.1421436954328696,0.1017310984674399,0.0328173822270118,0.0317915325750021,0.0671946942391513,0.1048784496697133,0.1036534890516259,0.1227891850353324,0.2146968214214404,0.1289669003911714,0.1706607028315003,0.1588982755663124,0.0637260370218318,0.1049536583643643,0.1125236228113225,0.0856217347637228,0.1546870810583697,0.1113823400446392,0.0681980527006834,0.0843722915249782,0.0149744366869871,0.0889818554593622,0.0299275575981225,0.0501109796693916,0.0547188593911063,0.0294647690950498,0.0459909245870659,0.0518353284719479,0.0254134384075108,0.0369349044272411,0.0455056822657026,0.1214872049868761,0.0281526815645058,0.0421180887472762,0.0497569188208722,16.0,88.0,32.065,388.36,16.0,3.0,105.0,2.58,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,25.786875,2.202,0.0,70.0
Cl,0.159920621627358,0.1350311344206646,0.1279447038137399,0.0887551953859218,0.0479894311222945,0.0533287493178926,0.0502975997392835,0.0715310662099077,0.0912169708361128,0.0759645758806771,0.0714955435639366,0.0801907362214276,0.0896144045958896,0.0771104370035779,0.0475575395622387,0.0620706966591892,0.0714263892257325,0.0592748741890501,0.0665966887467413,0.0545619884193295,0.0396861092584734,0.0474205988904385,0.0112506517916691,0.0601601171709213,0.0287900889771416,0.0355962264293942,0.0484742769659858,0.0288862471957799,0.0355192809070515,0.0501603293821622,0.0245483538470865,0.0297757495604194,0.0479722306433033,0.1185576684047784,0.0280087423452372,0.0355687716000728,0.0595398350815501,0.1536838261920365,0.103977868858535,0.1184395375585243,0.101691128371073,0.0553206641019577,0.058584979945724,0.0640981127207576,0.0836154918934274,0.0850078883017049,0.0948322077638266,0.1066522364027603,0.096798448736012,0.1116792584477651,0.0944620703136976,0.0576595702634582,0.0821133163685137,0.0908305959835259,0.0849186741038646,0.1304994020951768,0.0910366149275924,0.0623595187358838,0.0795964855883738,0.0172532515553357,0.0877223692859002,0.0347991276901176,0.051047307206975,0.0645244214361361,0.0343622540807336,0.0480444326683314,0.0632003220447977,0.0277760359970151,0.0354505133622698,0.0533536030777244,0.1304751780478508,0.0288632943965337,0.0399347902644732,0.0642791513533067,17.0,94.0,35.453,171.6,17.0,3.0,102.0,3.16,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,24.4975,2.493,0.0,64.0
Ar,0.1305599999999999,0.17562,0.1284999999999999,0.07826,0.01362,0.0809,0.0204599999999999,0.0254599999999999,0.0600199999999999,0.0402999999999999,0.03178,0.0585399999999999,0.0422199999999999,0.0334599999999999,0.02622,0.0412999999999999,0.0505799999999999,0.07314,0.12342,0.0911,0.00654,0.0069,0.01304,0.0402599999999999,0.0252599999999999,0.0297799999999999,0.0250999999999999,0.0552599999999999,0.0448199999999999,0.0401799999999999,0.00382,0.00398,0.00382,0.22774,0.00896,0.0648199999999999,0.1156999999999999,0.0899917642350987,0.0182801006622088,0.058757118724602,0.1916345604205181,0.1938668137908062,0.1471204122534232,0.0955592668674226,0.0565807517907734,0.0619248707114929,0.1324807848243067,0.1335550033731721,0.141143306242207,0.1579732777547051,0.0834339357071235,0.0407572758132384,0.049871500135071,0.076185247410817,0.0920632406414,0.0802188415803605,0.0695570479588883,0.0788623541184184,0.1128157258580859,0.0176507869526676,0.1244993864455923,0.0762018391250469,0.058339608435646,0.0621748668660527,0.0390828930977232,0.0418156897614192,0.0436060322267117,0.0416016826883328,0.0399909205623379,0.0519065975665093,0.2819992876466194,0.0430774246750362,0.06435179522454,0.1459932078782495,18.0,100.0,39.948,83.8,18.0,3.0,106.0,1.63,2.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,28.54,9.26,0.0,225.0
K,0.0782524796353354,0.0594090026590136,0.054575660532647,0.0456952211623686,0.0433949214958002,0.0520323407757566,0.0515827776136412,0.0572806472375809,0.0696365804245983,0.0878932754400037,0.0635014244713632,0.0932962900434732,0.0972007977039638,0.083893533955177,0.055523276917233,0.0584421137044698,0.0638295962942645,0.0876059384628373,0.1046802114548604,0.094053776431858,0.0666136306081967,0.0749468302874271,0.0312090860169668,0.1101668214240499,0.0327959787701009,0.0620452348795004,0.0739289347064539,0.0297051449795297,0.0540380808677671,0.0629835710969487,0.0194212320094541,0.0310358808508841,0.0364077311864262,0.1382844194487833,0.0268178945258092,0.0545283786350399,0.0688029428523195,0.1439600350374171,0.0629354193783226,0.095992225257126,0.1367934772026919,0.1304440753566237,0.0902017611891648,0.0772095731567493,0.0841074897611401,0.0718187127783314,0.0903384176403055,0.1449778765778961,0.0905002085648883,0.1169307289485436,0.0998638284581151,0.0584328579644095,0.0658897093877642,0.0835795196994158,0.0920592389294243,0.1174044474986214,0.0861855848364233,0.0648105804590631,0.0796761925834256,0.0187977572761472,0.0953255578290249,0.0411855877635738,0.0510496018814593,0.0642280945660426,0.0404494279753823,0.0492611675215389,0.0649951620469057,0.0319378655494899,0.0367955530519794,0.0524873882970105,0.1278084031993771,0.0316598739887112,0.041634434031938,0.0631448016183118,19.0,3.0,39.0983,336.53,1.0,4.0,203.0,0.82,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,73.1066666667,0.0,0.0,229.0
Ca,0.0552193707578306,0.0514195116445609,0.0459509893206303,0.0314076180023661,0.0321942796874025,0.0493429385391371,0.0559330087489882,0.0741186990161283,0.0919484868298154,0.099916748396538,0.0702722499844327,0.1121303786038983,0.1089645409116389,0.0914529313780436,0.0529547955974845,0.0707754841521891,0.0727128051248524,0.1029386052992096,0.1618458847063961,0.1439921772837668,0.0977639796998572,0.1223437363783555,0.0858631725200825,0.1830350971417905,0.0314265287377794,0.0765650530854974,0.0808660836602531,0.0442032505137306,0.0839639259916561,0.0688132433526375,0.0213565835357119,0.0371490324740021,0.0299210061336321,0.1370456480789594,0.0249306307989289,0.0635758064013951,0.0616848651846318,0.119197073786033,0.0451261784456362,0.0778451790461127,0.1416560562073475,0.1757142918842752,0.1200495720257117,0.1117110023872776,0.1213685357237721,0.1232333416181427,0.1200516678803816,0.1767193761831929,0.1247361166464454,0.1547843819872616,0.1406789196636541,0.0464678279219184,0.073007079647999,0.083746757094412,0.0873886177820068,0.1277222514867764,0.0937023337601015,0.0658526649402447,0.0755962816005126,0.0254956665031393,0.0959775075569381,0.0358627780422641,0.0447577061086185,0.0610509120174328,0.0362045059796643,0.04662422508701,0.0592929839389104,0.0269127403507409,0.0300748295314263,0.0439769850660562,0.1290308438811961,0.0284135756050199,0.038652494024749,0.0626158465289187,20.0,7.0,40.078,1115.0,2.0,4.0,176.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,37.77,0.0,0.0,225.0
Sc,0.0208874957713125,0.0491180226657639,0.0426869502706355,0.0218149526387008,0.0277568081867385,0.0571100093031115,0.0191412170162381,0.0371579414749657,0.063678154600811,0.0886246194181317,0.0472274822395124,0.1030545289242213,0.0929486003044646,0.0777905319688759,0.0292233169824084,0.0683821676251683,0.0661689572056825,0.1091241331190795,0.3453728856562943,0.2090512939783502,0.0535380793301752,0.0773227334235442,0.049587850981055,0.1053705598782129,0.015424348782138,0.0360902824763189,0.0298881723612987,0.0206614301420838,0.048349416441136,0.0426924898511498,0.0136436696549391,0.0319447099120429,0.0252949720906628,0.1849697648849799,0.0324718369418129,0.0681019536535851,0.0770218834573739,0.0519143089953582,0.0538991382182346,0.062266705182535,0.0918682318117511,0.1002779738972386,0.082861580721614,0.0887127403075164,0.0855084205756889,0.0871539449388167,0.1104462926982816,0.1347912173971531,0.1175939673477566,0.1414568721750816,0.1280481106969594,0.0421865422790495,0.06143137218161,0.0690714851481741,0.083523644298775,0.1300889145183334,0.0928101732898076,0.0521212444965402,0.0638106716723733,0.0329692138020816,0.0815476930135075,0.0286424005268818,0.0427641447077872,0.0690197475516195,0.0244422398799446,0.0368299576339575,0.0615969394041623,0.019489967896861,0.0255394155645227,0.045223111080745,0.1931854367214331,0.0255640474241664,0.0404283209863822,0.1024147716871328,21.0,11.0,44.955912,1814.0,3.0,4.0,170.0,1.36,2.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,0.0,9.0,22.235,0.0,6.35e-06,194.0
Ti,0.0392122217376858,0.0492119465902485,0.0572841027078664,0.0317160789932719,0.0262428150178586,0.0548633088296373,0.0220790815267048,0.0611848679292304,0.0616385964365814,0.0812325203505279,0.0646149233740346,0.0889678077498134,0.0930959745410753,0.0780420664091706,0.0315278002741091,0.1003941928316311,0.094627720325609,0.1490662741922087,0.527438335825234,0.2956435854306842,0.0573869144031898,0.0884627045435672,0.0538587663011879,0.1233262054572642,0.019675507724894,0.0425510476368469,0.0338433165129995,0.0256942644737934,0.061692867970762,0.0528815671982726,0.0122485308165128,0.0254868656034554,0.0236392765179831,0.1928494891602307,0.0340121895506271,0.063325219079658,0.0741545705623392,0.0644950623708866,0.0422802788425339,0.0584392043832597,0.0947075756001744,0.1395943584042507,0.1172573686951781,0.0832749612514383,0.0975996761668407,0.1019099285124522,0.1095362882308323,0.1355284026206451,0.1261761775547157,0.14302270854616,0.1286408489561594,0.0380238085020336,0.0632277379257414,0.0685938397695163,0.095857961287141,0.1864174444475378,0.1169277416316143,0.0497622410567978,0.0585176401275421,0.0327150571203415,0.0797165423867532,0.0244791276891994,0.0320283127245883,0.0449528816285901,0.0273511102299466,0.037195148787082,0.0539359410890759,0.0180355303513363,0.0199256416816552,0.0326700599917739,0.1863054270729004,0.030519347822505,0.0403505481481362,0.0906150588594656,22.0,43.0,47.867,1941.0,4.0,4.0,160.0,1.54,2.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,0.0,8.0,16.69,0.0,2.25333333333e-05,194.0
V,0.0505872366616802,0.0698171123161306,0.1353578752181511,0.0900212930067316,0.0270983233607575,0.0780253209922712,0.0439406320119667,0.0966005671902272,0.0530298398155071,0.0994256341934681,0.2516197566068338,0.0805755266766391,0.1426946054599859,0.1347791775741718,0.0667165607080529,0.1290738827599109,0.1383298117676401,0.1648840999750694,0.3234025258663687,0.2089910948017963,0.0564968056594362,0.0760634037646471,0.0392029185365243,0.1147387496883574,0.024765387372226,0.047867099850411,0.045558916105709,0.0282750327225128,0.0549993533408124,0.0505981753303412,0.0151408548366989,0.0291624516953374,0.029718041012216,0.1764423460483684,0.0277576352530539,0.0479971718399398,0.0820079858514088,0.095414273196953,0.041070360873925,0.0748471417802963,0.1138125275160329,0.1232694424639779,0.1063698753869307,0.0960290527316046,0.1007375910048761,0.0949043184117172,0.1013189002894603,0.1330720126296306,0.1101114376469826,0.1309503307347124,0.1158505380771752,0.0502213822954115,0.0687625493087649,0.0801472441270093,0.1208891120701735,0.1571779325645008,0.1115885023265739,0.0495227149044226,0.0635751451688403,0.0254745044739253,0.085577760287449,0.0314236444718814,0.0354673046186158,0.0481537379522727,0.0336920250276574,0.0414969147777851,0.055393957432035,0.0239966967797602,0.026730544477813,0.0411677102046382,0.1738052026817547,0.0281252732757452,0.0384295700639309,0.0891307429153398,23.0,46.0,50.9415,2183.0,5.0,4.0,153.0,1.63,2.0,0.0,3.0,0.0,5.0,0.0,0.0,7.0,0.0,7.0,13.01,0.0,0.0,229.0
Cr,0.0173783628044583,0.0264733727810646,0.0348824136507494,0.0273450099766061,0.0237981887298744,0.0596931247419839,0.0311252752167327,0.0591446779964216,0.0385248469106917,0.0860629644282371,0.1170618893628736,0.0845286139397273,0.0958872041420119,0.0778468504885092,0.019997437044172,0.0513777349662855,0.0517748469106917,0.1937061975368096,0.4880221463464994,0.2628723424384224,0.0467183414751612,0.0643704331223333,0.0399456188936283,0.0988271036879041,0.0133355322003576,0.0259591389156456,0.0255617087518917,0.0254241003853031,0.0469559051190307,0.0542228051465524,0.0116413839961468,0.0213192686115313,0.0249478378285396,0.3580899098665246,0.057474430645383,0.0868770469244534,0.1537084852759058,0.0544640939907897,0.0332908294002396,0.0452012260785547,0.0639885980879499,0.0933969338655873,0.0873614499093285,0.0662971511513196,0.0772015974979551,0.0759384120336931,0.1079128760838156,0.1543157474135105,0.1328484498643689,0.1508146827843705,0.1392657287022575,0.0360832440663368,0.0501144302217911,0.0563684736298876,0.1190143249134374,0.1710265215471015,0.111920203135737,0.0616676523813501,0.0622356614601293,0.0230181518378048,0.0685682443655771,0.0192039860523049,0.0248608308585116,0.0388615609351278,0.0233917048581989,0.0320974005359886,0.0489711780042296,0.014355453547919,0.0179007473796487,0.0293336216106768,0.2212921225961221,0.030901778814102,0.0443709896748524,0.108891311350339,24.0,49.0,51.9961,2180.0,6.0,4.0,139.0,1.66,1.0,0.0,5.0,0.0,6.0,1.0,0.0,5.0,0.0,6.0,11.19,0.0,0.0,229.0
Mn,0.0250387076754708,0.030763022675404,0.0349569147303375,0.0239002295567685,0.0211032438239886,0.0658736269969439,0.0352106250083414,0.0457750110107171,0.0396958406182017,0.1443329407289767,0.1181740794373194,0.1453075560211944,0.1376073411453822,0.1037479079637514,0.0240633416525418,0.0630079010236633,0.065648311022729,0.1641198433141595,0.4104916885768819,0.2286822540606191,0.0470661043415593,0.0617097574972975,0.0630252145421544,0.1338771804556439,0.013353547452854,0.0220572323728429,0.0330670586037076,0.0355210304696571,0.0601747901290591,0.0801876192827688,0.0104675817795987,0.0193539244865001,0.0289079770977084,0.3094508588359342,0.0378713314292578,0.0648575413402378,0.1615289114738354,0.0579748338911997,0.0397154003845825,0.0583930719070757,0.0806970404318691,0.1150978952926621,0.1065992212528836,0.0982146870338573,0.1025313154194202,0.097311952024139,0.1165704959132616,0.1513099605865494,0.1290358153447684,0.1455126818937256,0.1283991373652363,0.0313308356846788,0.0486698656108607,0.0544858321627934,0.1078343103770057,0.155599096123353,0.100825883485209,0.0504791421646151,0.0526597628933086,0.0331595174239049,0.0840379308678001,0.0222507032588792,0.0269921658813123,0.048711751401369,0.0288489530218346,0.0369415853027131,0.0644297618554754,0.0154680013002844,0.0188499246291995,0.0359460301782027,0.2281150393177806,0.029812341707114,0.0414210320767769,0.1247446198708531,25.0,52.0,54.938045,1519.0,7.0,4.0,139.0,1.55,2.0,0.0,5.0,0.0,7.0,0.0,0.0,5.0,0.0,5.0,10.4875862069,0.0,0.000310120689655,217.0
Fe,0.0424090003477768,0.0365224905540263,0.0467280930037904,0.0338659894841702,0.01661619726612,0.0318486861107346,0.0550132862557398,0.0628677548939281,0.041724274826259,0.0754472160165987,0.1226872660611024,0.0779463863624306,0.0926888958968221,0.0728534989890888,0.0180455838230699,0.0430873155750993,0.0438253688498016,0.139044441759162,0.2900075037282857,0.1624187381004306,0.0427127760847397,0.0551087701666381,0.0358891402248171,0.113514594839934,0.0258850376365318,0.0315272415398853,0.0655909186025264,0.0493493698754489,0.0595786535729652,0.138655322165176,0.0187530430477043,0.0234087483569016,0.0579988815141853,0.3140165238227168,0.0354351602426186,0.0564203178327016,0.1842008470430126,0.0653588560997745,0.0313428589296834,0.0512598873617047,0.0795918143875955,0.0683202752968588,0.055188222176044,0.0839555300706632,0.0763542000859737,0.0601089335236844,0.0881133573680716,0.1325588951556754,0.1050083703011634,0.1180765055317355,0.1020545279560418,0.0249707202541435,0.0372679938716961,0.0414705486685199,0.1025065968912052,0.1270689987221318,0.0836320448239231,0.0464815937002094,0.0472519648095382,0.0243131992670168,0.0844646949627408,0.0290418224067482,0.0288616014147441,0.0658762056326845,0.0440721462681577,0.0441179728707572,0.1179168391516322,0.0190319687487347,0.0200212693962715,0.0523181555790617,0.2533402303038169,0.0322103391336446,0.0394984504649623,0.1522780632231095,26.0,55.0,55.845,1811.0,8.0,4.0,132.0,1.83,2.0,0.0,6.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,10.73,0.0,2.1106628,229.0
Co,0.027453075464221,0.0427443635360057,0.0502588881340582,0.0425842037477358,0.0239877540477807,0.034964019333107,0.0534551524286688,0.0615562761831976,0.0422521371150364,0.0897869183084243,0.1323586744225551,0.0871600925611416,0.1039342341768571,0.0838567672950637,0.0192417346014492,0.0349809534929802,0.0384660573765854,0.1412908740942034,0.2452367668704717,0.1402700619904895,0.0376786790930709,0.0443799146569297,0.0457078875113226,0.107556230185689,0.0291692212975543,0.0348862976958788,0.0824087904778086,0.0353017330446106,0.0427482839390854,0.1090347458106888,0.016504925271739,0.0194146746206974,0.0552272984601452,0.3815278638756788,0.0333127406023551,0.0568329158174821,0.2270209430197023,0.049454079674836,0.0416321660397291,0.0570263193588269,0.0694533846630164,0.0651915113479053,0.0656689396942026,0.0721092828641745,0.072618508793863,0.0588948420792167,0.080465309338446,0.1177314171206109,0.0886183666768769,0.1039930477385287,0.08852966217852,0.0251605432876725,0.0314636933851824,0.0362892192234849,0.1140276029495651,0.1090838580168725,0.0710959683365868,0.0403492171483648,0.041302182434976,0.0298297778930618,0.0845798530507799,0.0296381916410686,0.0332379286917967,0.0758052536361915,0.0325254619157373,0.0345231121822244,0.0958749353668625,0.0156370257309521,0.0174169812458895,0.0440426139887018,0.2980612750775602,0.027400945210904,0.040893186934632,0.1785341045386542,27.0,58.0,58.933195,1768.0,9.0,4.0,126.0,1.88,2.0,0.0,7.0,0.0,9.0,0.0,0.0,3.0,0.0,3.0,10.245,0.0,1.5484712,194.0
Ni,0.0290175766169745,0.0383837938765813,0.0592673427570234,0.0538593462315141,0.0316581784165825,0.0359117976777336,0.0735313372334742,0.0729024841123719,0.0366211765753994,0.0738802005998694,0.1060078324523377,0.0700540216487499,0.0860037603195347,0.0721484045554437,0.0243608570410405,0.0307569712537863,0.0352622535190354,0.1469737779889537,0.2201170005048414,0.1258053320068901,0.0442273527053512,0.0505789481499079,0.0469345934548911,0.0959595422284258,0.027146069667993,0.0351254788560908,0.0819956383263054,0.0258143820157985,0.0360040461483637,0.0771755768545469,0.0154705670547009,0.0207922172893032,0.0534448795806856,0.3874180896240424,0.0348990764387955,0.0581199404585142,0.2190390731721817,0.0443224363057179,0.0403651745815965,0.0608097699558003,0.0659461806114675,0.0565561522020208,0.0505062561913474,0.0771198922725989,0.0756451831979282,0.0532563120738438,0.0733067330408609,0.1113190318761567,0.0798551262966585,0.0970180657074235,0.0865912685709844,0.0288085251204738,0.0325724868626942,0.0369148317096037,0.1266502281896652,0.1152302917386049,0.074418208878243,0.045484151620177,0.0465158491740725,0.0341871845701169,0.0719859854126604,0.0262141611958814,0.0347134112876214,0.0731640625072263,0.0229284874285387,0.0300366873314693,0.0672866656881915,0.0143639846608873,0.0198467952471741,0.044434003148001,0.3047550610411306,0.027864804811613,0.0454041065676394,0.1733210034149196,28.0,61.0,58.6934,1728.0,10.0,4.0,124.0,1.91,2.0,0.0,8.0,0.0,10.0,0.0,0.0,2.0,0.0,2.0,10.32,0.0,0.5953947,225.0
