element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
Ba,24.295527,19.892675,24.522459,2.2183592,0.0,0.0,0.0,0.0,23.278221,14.006789,15.50081,0.0,15.619076,0.0,31.42486,0.0,0.0,10.416637,0.0,21.704357,20.915352,30.181707,2.0927536,16.490376,7.4390397,2.1166942,0.9034133,8.921803,0.0,7.237698,0.0,0.47807476,0.0,0.0,0.0,26.917654,21.408548,0.84214383,1.9923652,0.0,0.0,7.7714195,17.801554,0.0,32.109715,21.433636,0.0,16.410788,20.230791,27.444628,0.0,20.693686,9.303855,23.187952,0.0,17.453512,22.61612,24.917679,24.197424,2.082121,27.611752,22.413944,5.6880345,0.0,0.44230384,0.17059778,6.340558,19.961239,4.27793,0.0,8.705367,24.353567,3.4682257,10.962535,6.0085783,22.406145,0.0,1.209758,0.0,0.0,0.0,0.0,18.965061,29.55424,0.0,0.0,20.869242,23.839739,17.37722,22.069893,4.17099,6.477066,0.0,2.9126499,7.8382406,22.69155,15.808304,23.960255,23.088076,21.245869,5.352465,0.0,25.39347,0.0,19.519148,24.542131,0.0,29.397749,9.625075,0.0,0.0,16.658653,17.656082,10.894805,3.7509282,25.03956,16.992338,0.0,19.622042,26.95632,0.0,21.495813,0.0,22.087006,0.0,0.0,21.836922,20.709518,19.883709,0.0,10.276031,2.4576073,18.535734,0.0,0.0,12.750708,2.202259,0.0,0.0,4.9087005,1.4169257,8.92197,24.480988,0.0,0.0,27.1208,2.257299,0.0,0.0,14.159445,21.780901,20.324915,0.0,0.0,31.766973,24.879429,20.605198,0.0,0.0,8.536775,6.8914485,20.07145,0.0,9.830126,18.624166,0.0,28.298967,19.331724,19.505415,16.95519,3.71988,0.0,4.6713467,23.848574,0.0,0.0,0.0,0.0,0.0,0.0,23.472591,0.0,8.760342,15.034743,0.0,19.735237,28.338652,3.497627,0.0,25.23574,0.0,0.0,0.0,24.883759,0.0,17.33921,5.0806932,0.0,0.028328761,0.0
Te,21.400686,18.88927,21.527622,1.8536984,10.84284,0.0,0.0,0.0,17.717289,18.131523,15.729995,0.0,17.899734,0.0,27.229267,0.0,0.0,6.9049377,0.0,19.967752,21.274721,27.971777,0.9899003,19.175928,11.926388,4.923584,12.671958,9.056878,0.0,4.22582,0.0,10.708216,0.0,0.0,0.0,21.916597,21.954535,1.803448,1.6709813,0.0,0.0,5.319412,15.766897,0.0,24.344658,16.203297,0.0,6.9214144,19.44722,23.671932,0.0,20.808767,1.4949294,21.498837,0.0,16.87221,19.722507,17.003508,19.36082,4.6281047,22.405487,20.737926,1.174011,0.0,0.3620664,13.663366,7.9970946,16.89411,5.90025,0.0,4.4973087,19.350742,11.17716,14.324555,8.220847,19.891544,0.0,8.536737,0.0,0.0,0.0,0.0,16.873951,24.359894,0.0,0.0,21.12664,20.535233,20.592314,23.633291,6.830422,3.9294987,0.0,9.143039,10.926435,25.033121,17.523792,23.85497,19.737652,20.199118,6.2730303,0.0,19.768442,0.0,16.677965,19.4069,0.0,24.740149,8.833206,0.0,0.0,17.777842,20.362902,13.292028,8.893829,17.017178,16.76269,0.0,17.910505,23.983343,0.0,20.88782,0.0,23.762169,0.0,0.0,14.752603,18.757206,15.71502,0.0,10.72053,0.014425855,14.910027,0.0,0.0,13.503162,1.5971537,0.0,0.0,4.184008,2.4661756,9.20579,17.387012,0.0,0.0,22.97743,9.26759,0.0,0.0,16.606989,20.895233,13.919674,0.0,0.0,25.719812,26.149462,22.6526,0.0,0.0,5.6102977,4.6187553,17.965515,0.44300655,13.911465,21.860828,0.0,29.164343,21.421694,18.502,8.31324,9.239775,0.0,13.684759,25.627293,0.0,0.0,0.0,0.0,0.0,0.0,18.382675,0.0,7.377573,20.32521,0.0,18.95387,25.5735,2.6813047,0.0,23.708057,0.0,0.0,0.0,25.82662,0.0,17.690367,4.36495,0.0,3.5504065,0.0
Mo,20.232565,17.805443,22.095787,1.0770088,7.2417,0.0,0.0,0.0,19.726562,15.88113,14.153186,0.0,17.320692,0.0,27.995995,0.0,0.0,7.881908,0.0,20.358326,22.422691,27.759363,2.943196,16.618895,8.386716,7.9849963,9.984696,7.3050528,0.0,7.032351,0.0,9.39006,0.0,0.0,0.0,23.874535,22.52682,2.2007575,5.987938,0.0,0.0,7.462009,17.269653,0.0,26.590782,15.591077,0.0,9.724069,19.949816,24.556032,0.0,21.91735,2.9641497,21.397406,0.0,14.614647,21.865877,21.824625,21.82137,7.56136,22.73309,20.749693,5.412734,0.0,1.3086383,11.020579,6.1486683,17.449636,5.135406,0.0,6.347093,19.617867,9.132755,9.241647,6.460933,19.58752,0.0,8.46446,0.0,0.0,0.0,0.0,16.141592,24.245756,0.0,0.0,21.872013,20.749706,18.663414,24.968634,8.574215,5.575847,0.0,6.5179124,8.2502985,23.334703,14.8386,20.613722,22.058664,19.298267,5.64152,0.0,22.273409,0.0,17.120714,19.931868,0.0,25.804539,5.8730884,0.0,0.0,18.466665,21.180096,13.494941,6.6610036,19.384706,17.640354,0.0,17.96598,25.174828,0.0,18.901882,0.0,23.39306,0.0,0.0,18.037804,17.853683,14.347402,0.0,9.8136835,4.5274677,15.352733,0.0,0.0,12.655917,2.5521312,0.0,0.0,5.8288965,5.350293,10.593358,18.00594,0.0,0.0,25.169764,8.972291,0.0,0.0,16.469995,19.96349,17.801966,0.0,0.0,24.627806,24.76223,22.394827,0.0,0.0,6.306307,3.9718983,23.243404,0.6269042,17.044867,18.041489,0.0,26.490929,19.914919,21.980526,9.877638,9.131666,0.0,10.538436,24.505796,0.0,0.0,0.0,0.0,0.0,0.0,19.87589,0.0,9.410934,15.810969,0.0,19.39744,27.038902,3.7097793,0.0,25.32935,0.0,0.0,0.0,23.348139,0.0,18.610765,5.866582,0.0,6.276257,0.0
Gd,18.177368,17.167425,20.977272,2.090871,7.1419387,0.0,0.0,0.0,19.548237,14.731214,13.039109,0.0,15.461865,0.0,23.91507,0.0,0.0,11.052944,0.0,18.80326,18.914404,27.101841,1.1565917,16.079674,13.149114,9.585363,6.9233317,8.204985,0.0,6.6660123,0.0,4.09797,0.0,0.0,0.0,22.5946,20.94656,3.2037804,8.570168,0.0,0.0,3.372831,14.16961,0.0,25.254736,15.629175,0.0,10.532645,19.297237,21.635351,0.0,20.74324,11.500231,17.701591,0.0,13.723723,19.95418,20.47068,19.977055,10.018196,21.721916,19.829252,5.0303044,0.0,0.77652484,5.944665,11.008518,16.003712,8.335212,0.0,7.954604,18.973522,4.861446,15.422111,10.784984,18.235674,0.0,8.840885,0.0,0.0,0.0,0.0,16.083313,22.978373,0.0,0.0,18.839325,18.409082,15.121356,21.610077,7.583545,9.291132,0.0,11.581581,4.912493,22.05837,13.820702,18.60183,20.972614,18.629946,10.394154,0.0,21.14672,0.0,16.337036,19.66833,0.0,22.092518,14.692891,0.0,0.0,15.124257,17.24368,10.813739,8.688513,19.215626,16.48565,0.0,14.903846,20.168928,0.0,18.320917,0.0,19.366175,0.0,0.0,16.138884,15.55222,13.850741,0.0,10.788809,7.780591,13.426287,0.0,0.0,11.850253,2.7097545,0.0,0.0,10.259928,7.882002,8.532666,16.849537,0.0,0.0,25.276043,4.5747986,0.0,0.0,16.17632,15.982317,17.19232,0.0,0.0,21.932796,22.235382,18.69742,0.0,0.0,11.118008,4.8761334,19.338608,0.32450438,12.033968,19.464766,0.0,25.321154,18.407532,19.318018,11.670888,4.87924,0.0,7.061089,21.397392,0.0,0.0,0.0,0.0,0.0,0.0,19.116056,0.0,8.542492,13.279885,0.0,16.97662,25.17918,3.4661899,0.0,23.285423,0.0,0.0,0.0,21.210585,0.0,16.877306,9.285449,0.0,8.344154,0.0
Pr,17.031702,17.201502,20.851166,1.7423797,6.9143248,0.0,0.0,0.0,19.646921,14.034834,12.013945,0.0,14.987794,0.0,23.660025,0.0,0.0,10.251674,0.0,18.870268,19.038887,26.537369,1.8715222,15.229245,11.460191,9.577251,6.2736063,9.473942,0.0,8.53031,0.0,3.1910307,0.0,0.0,0.0,22.717396,21.265327,3.0311859,8.652385,0.0,0.0,3.632284,15.362708,0.0,25.588964,16.514956,0.0,10.624175,18.358576,21.753122,0.0,21.08555,10.378497,17.429342,0.0,13.74838,20.27935,20.868938,20.566673,9.599238,21.824842,19.526108,5.3265233,0.0,0.7227882,6.275964,10.048428,17.115326,8.689706,0.0,8.005462,19.774092,4.06058,14.895753,9.708563,18.622484,0.0,6.7652025,0.0,0.0,0.0,0.0,16.75497,23.167265,0.0,0.0,19.686514,17.714586,15.110631,20.987022,8.558298,11.048795,0.0,11.937762,4.7092547,21.371649,12.950902,18.30945,21.844978,19.635906,8.8970585,0.0,21.975107,0.0,15.954437,19.290771,0.0,23.077496,12.994677,0.0,0.0,15.244594,17.818577,10.314117,6.496512,19.213953,17.440546,0.0,15.268312,21.865646,0.0,17.764067,0.0,20.0203,0.0,0.0,17.074572,16.675274,13.035301,0.0,9.963744,7.458645,14.413124,0.0,0.0,12.633851,1.8951819,0.0,0.0,9.437271,8.639519,9.612859,16.24159,0.0,0.0,24.070154,4.344045,0.0,0.0,15.3590355,16.758104,16.818811,0.0,0.0,24.015814,21.712824,18.452837,0.0,0.0,10.844537,5.035661,19.787577,0.0,12.993667,19.241938,0.0,25.618624,18.242695,19.735544,11.71505,5.298974,0.0,9.122159,21.552605,0.0,0.0,0.0,0.0,0.0,0.0,18.15801,0.0,8.928134,12.699483,0.0,16.698671,25.326777,3.3224058,0.0,23.681446,0.0,0.0,0.0,21.995003,0.0,16.712694,9.651734,0.0,8.085246,0.0
Bi,20.656221,18.422987,21.843477,1.886823,6.3199725,0.0,0.0,0.0,20.590685,15.839,13.996597,0.0,15.957822,0.0,28.215757,0.0,0.0,7.563156,0.0,20.710382,21.431242,29.153006,1.5687435,16.231987,8.64924,6.313715,6.4786777,11.115569,0.0,10.056324,0.0,6.9672146,0.0,0.0,0.0,24.218815,21.682573,3.5401876,4.668591,0.0,0.0,7.009389,17.17375,0.0,27.755924,18.717003,0.0,12.226071,19.088781,23.749105,0.0,22.498241,6.3954287,20.299072,0.0,15.354151,21.58328,21.720451,22.159023,6.4002523,24.274326,20.677635,5.535786,0.0,0.45460892,7.689934,8.067555,17.796457,6.0834703,0.0,7.058443,21.244982,6.7090073,12.791305,7.259727,20.198078,0.0,5.398959,0.0,0.0,0.0,0.0,17.760363,25.620827,0.0,0.0,21.862226,20.278866,17.781977,23.45721,7.184804,8.187814,0.0,7.802533,6.7485423,23.281775,15.083624,21.320648,21.599733,21.017328,7.707745,0.0,23.147106,0.0,16.968538,21.034067,0.0,25.021078,10.438349,0.0,0.0,17.83129,19.226599,11.266388,5.5844393,20.417477,17.261879,0.0,17.079664,24.09622,0.0,19.079243,0.0,23.066156,0.0,0.0,19.18336,17.498487,14.492319,0.0,9.059904,5.913684,17.014835,0.0,0.0,12.83519,2.1405063,0.0,0.0,6.073615,4.5003424,9.738535,19.248568,0.0,0.0,25.759335,7.125563,0.0,0.0,15.387641,19.691257,18.140532,0.0,0.0,26.076952,24.644188,21.209522,0.0,0.0,6.0726027,6.0786014,21.507174,0.20191467,13.880601,19.258837,0.0,26.545763,19.769953,20.189283,11.733634,8.587453,0.0,8.491779,23.569904,0.0,0.0,0.0,0.0,0.0,0.0,20.056553,0.0,9.943013,17.0333,0.0,18.764643,28.980717,3.5338213,0.0,24.498163,0.0,0.0,0.0,23.953535,0.0,18.734983,6.815138,0.0,5.553539,0.0
Sc,16.447681,15.4264145,18.56464,2.1827385,9.111157,0.0,0.0,0.0,18.741549,14.007646,12.57686,0.0,15.663075,0.0,24.192259,0.0,0.0,10.945677,0.0,16.48027,19.550907,24.47103,1.9832048,15.209253,10.6834545,8.893011,8.233282,3.591424,0.0,6.602632,0.0,8.284668,0.0,0.0,0.0,19.248333,21.124577,2.4565752,9.674429,0.0,0.0,3.6775887,13.991373,0.0,23.385881,13.459396,0.0,8.866798,17.288313,21.250902,0.0,19.657112,9.203446,17.572866,0.0,13.028641,19.964996,19.24295,20.337652,12.195268,20.561068,18.321033,4.7523103,0.0,0.9920371,8.199067,9.050273,14.4895935,8.609005,0.0,7.1011863,16.955738,9.640015,12.272923,9.857514,17.28081,0.0,12.7126255,0.0,0.0,0.0,0.0,15.114776,21.666565,0.0,0.0,18.068485,18.15945,14.395208,20.929619,4.165682,8.313484,0.0,10.666685,5.6415176,20.154999,13.402181,16.964218,19.02445,16.319181,9.848121,0.0,19.352303,0.0,15.752039,16.864897,0.0,20.708227,11.676355,0.0,0.0,15.978707,18.486197,11.934946,10.165246,16.506056,17.563204,0.0,14.753688,20.979342,0.0,16.572954,0.0,20.01852,0.0,0.0,14.602423,15.298222,11.53385,0.0,7.240454,9.734295,10.36287,0.0,0.0,10.996072,3.1580217,0.0,0.0,10.740637,8.219462,8.072471,15.699323,0.0,0.0,23.864128,7.0062575,0.0,0.0,15.321529,17.395855,15.469707,0.0,0.0,22.043179,20.525047,18.981735,0.0,0.0,10.467396,5.052876,19.534979,0.38027513,14.318242,17.56549,0.0,23.61573,16.708351,20.120455,10.105903,4.3046627,0.0,8.162414,20.619678,0.0,0.0,0.0,0.0,0.0,0.0,17.407034,0.0,4.9041033,11.651686,0.0,15.390488,24.460554,2.7910671,0.0,21.427464,0.0,0.0,0.0,20.73855,0.0,14.146462,7.0936556,0.0,10.9665785,0.0
Ag,21.132772,18.575361,22.31052,1.2343215,5.838706,0.0,0.0,0.0,20.985842,15.399803,15.055169,0.0,16.808681,0.0,29.287329,0.0,0.0,8.569262,0.0,20.407717,23.531996,30.186546,1.9756274,17.047194,7.324615,9.834134,5.7169123,9.611008,0.0,8.503638,0.0,6.5370326,0.0,0.0,0.0,23.799969,22.652872,2.5033526,4.431829,0.0,0.0,8.979193,17.712666,0.0,27.993904,19.096039,0.0,11.700967,19.373535,25.556358,0.0,23.416769,3.2281957,23.027966,0.0,14.330634,22.192726,23.025589,23.720232,4.934906,23.265472,20.985638,5.461306,0.0,0.99427503,8.0623665,5.300741,18.339552,3.5709856,0.0,5.088456,21.288017,7.3626103,8.133995,5.0549088,21.014784,0.0,4.1505713,0.0,0.0,0.0,0.0,17.963993,26.485355,0.0,0.0,22.806011,22.340189,18.445642,24.8115,10.332609,6.18838,0.0,3.2695532,7.9476366,23.195982,15.688583,21.952776,22.52369,22.498713,3.522993,0.0,24.158688,0.0,16.839972,19.46174,0.0,26.407206,4.8769383,0.0,0.0,19.683783,21.790562,13.735395,3.3699353,21.084332,17.073229,0.0,18.935703,25.67785,0.0,20.881615,0.0,22.929337,0.0,0.0,19.37154,18.86899,13.793392,0.0,10.496334,2.2119653,17.370262,0.0,0.0,12.106211,2.2549841,0.0,0.0,3.9561152,4.994388,8.116891,20.298521,0.0,0.0,25.494028,7.977382,0.0,0.0,16.53581,20.03487,19.276144,0.0,0.0,26.128555,24.722519,20.641037,0.0,0.0,5.1018167,5.5690017,23.334341,0.12586784,16.186834,17.511396,0.0,27.992292,20.168608,22.038605,12.5606165,8.966834,0.0,9.871947,25.27647,0.0,0.0,0.0,0.0,0.0,0.0,21.328026,0.0,11.563102,19.313372,0.0,19.149345,30.259796,4.865689,0.0,24.55396,0.0,0.0,0.0,23.851965,0.0,18.6445,5.7117877,0.0,3.9046404,0.0
Rb,21.011896,18.355692,21.863283,1.3161403,5.1754856,0.0,0.0,0.0,20.573124,15.344287,14.557524,0.0,16.881838,0.0,27.035152,0.0,0.0,9.642342,0.0,20.58723,22.42901,30.36564,2.288658,17.171164,9.116272,9.728175,5.0812173,10.491005,0.0,6.8727107,0.0,4.156563,0.0,0.0,0.0,24.582527,22.850714,2.7943888,4.7008176,0.0,0.0,7.2598495,17.368008,0.0,29.163149,18.593214,0.0,11.846429,19.998447,24.907957,0.0,23.505692,5.3654966,22.253218,0.0,15.051071,22.118666,22.490625,23.334661,5.1544228,24.470793,21.02688,6.016831,0.0,1.0585136,7.2175603,6.306575,18.242075,5.656135,0.0,6.660327,21.118288,4.8667474,10.232343,5.178912,20.289297,0.0,3.4854305,0.0,0.0,0.0,0.0,17.609425,26.740034,0.0,0.0,21.292757,20.63101,18.779377,24.72698,10.522305,7.0668254,0.0,5.055117,7.301123,23.306337,14.746632,20.712942,21.969187,21.622568,4.812381,0.0,23.905258,0.0,15.877558,21.440472,0.0,25.7292,7.4837766,0.0,0.0,18.185331,20.00772,12.105334,4.5125623,20.141224,17.658302,0.0,17.62967,25.071377,0.0,20.452923,0.0,23.664753,0.0,0.0,20.290674,18.903519,15.353257,0.0,11.230102,3.3960133,16.858816,0.0,0.0,12.251872,2.9588022,0.0,0.0,5.073199,5.6424522,8.89547,20.251991,0.0,0.0,25.093515,5.325157,0.0,0.0,15.975996,19.140375,18.654655,0.0,0.0,26.089025,25.19828,19.804413,0.0,0.0,6.131735,6.363092,21.692284,0.2905255,14.693244,18.604567,0.0,28.020624,21.314384,22.045332,13.189524,7.493329,0.0,11.069595,25.074385,0.0,0.0,0.0,0.0,0.0,0.0,19.919767,0.0,12.64569,18.057646,0.0,18.533386,28.246693,4.6499887,0.0,25.411322,0.0,0.0,0.0,23.641539,0.0,19.072426,5.7685432,0.0,4.3057547,0.0
Dy,17.18156,15.850619,18.327225,1.4481845,8.4006195,0.0,0.0,0.0,18.34368,14.045967,12.173104,0.0,13.854894,0.0,21.135761,0.0,0.0,11.418911,0.0,16.634869,17.679,25.47999,0.60633534,15.175918,12.998058,11.209881,4.6627417,8.04956,0.0,5.641203,0.0,3.2311382,0.0,0.0,0.0,21.114407,19.815498,2.767162,10.4739685,0.0,0.0,4.372519,13.043568,0.0,22.172642,15.219786,0.0,9.034281,16.95186,18.719007,0.0,19.158487,12.647794,15.580594,0.0,13.012805,18.41173,19.418158,16.852983,10.060839,20.591045,17.439379,4.0952106,0.0,0.0,4.461421,13.155992,14.230003,10.666364,0.0,7.511471,18.128532,3.2464375,17.581055,9.14767,16.020683,0.0,9.958747,0.0,0.0,0.0,0.0,15.769557,21.008915,0.0,0.0,17.27288,16.898932,12.071851,18.72226,8.2007,10.182546,0.0,12.586929,3.1639018,21.069382,12.150341,16.284805,19.46297,17.124563,11.789497,0.0,20.048332,0.0,15.274128,17.964949,0.0,20.813107,16.778786,0.0,0.0,14.78514,15.523003,10.121968,10.376972,15.812931,15.012077,0.0,13.365935,16.981966,0.0,17.322826,0.0,17.721922,0.0,0.0,15.975632,14.991752,13.06676,0.0,11.106611,9.296629,11.625091,0.0,0.0,12.139588,3.2777104,0.0,0.0,11.207834,8.953245,7.470442,14.580292,0.0,0.0,23.119394,3.8470116,0.0,0.0,14.143622,14.825209,15.0003395,0.0,0.0,20.682236,19.526123,17.237764,0.0,0.0,10.636469,4.983825,18.286797,0.0,10.212001,18.191639,0.0,23.016565,17.715658,19.075397,12.25058,4.0482464,0.0,6.645363,19.5434,0.0,0.0,0.0,0.0,0.0,0.0,17.201418,0.0,8.126417,12.360047,0.0,14.977846,22.939264,3.9375613,0.0,20.275417,0.0,0.0,0.0,20.348883,0.0,14.157043,10.545849,0.0,9.9224205,0.0
Yb,17.484756,16.51848,17.481773,0.22835854,10.962037,0.0,0.0,0.0,18.126928,14.223407,12.16665,0.0,13.993021,0.0,20.44492,0.0,0.0,12.329652,0.0,16.386427,17.37538,23.999086,0.056940436,15.268675,15.189221,9.776113,7.4540796,5.4946895,0.0,5.357104,0.0,3.8637993,0.0,0.0,0.0,21.258604,20.06753,3.2004628,11.555765,0.0,0.0,2.5961022,12.866511,0.0,21.440273,12.2751465,0.0,8.468883,17.13364,19.15552,0.0,19.405565,13.573969,14.731448,0.0,12.531895,18.5751,16.744123,17.910406,11.94325,20.072937,17.769575,5.1023936,0.0,0.8666442,4.5224557,11.152243,14.065534,10.956437,0.0,9.176932,17.033108,4.582395,14.997554,9.355002,16.205048,0.0,11.46191,0.0,0.0,0.0,0.0,14.596601,20.25336,0.0,0.0,17.344984,17.07471,13.21795,19.431606,7.5861416,10.974012,0.0,10.968401,3.2758868,19.751278,11.530963,16.129744,18.252228,17.151545,9.794834,0.0,18.604387,0.0,14.849987,18.312487,0.0,20.64148,16.40739,0.7311401,0.0,14.683176,15.872186,10.026477,12.205847,16.778227,16.273176,0.0,13.760814,17.670181,0.0,16.8752,0.0,17.866148,0.0,0.0,16.555643,13.624562,12.188423,0.0,11.105878,10.052461,11.185943,0.0,0.0,12.461711,2.9205704,0.0,0.0,12.136343,9.578541,7.610513,14.3660345,0.0,0.0,22.885988,5.1378703,0.0,0.0,14.31633,14.384921,15.310273,0.0,0.0,20.104973,20.849628,17.184616,0.0,0.0,13.259013,5.6178055,16.358173,0.14024746,10.717808,17.39103,0.0,22.784529,17.405828,18.807014,10.459819,6.324998,0.0,6.924843,19.152853,0.0,0.0,0.0,0.0,0.0,0.0,16.154734,0.0,4.5970216,11.552283,0.0,14.647576,21.593224,3.2536323,0.0,20.464718,0.0,0.0,0.0,19.736273,0.0,14.937051,10.753238,0.0,10.453454,0.0
Nd,20.211887,18.822527,21.149527,2.2265282,5.4942265,0.0,0.0,0.0,19.934591,15.726811,13.904751,0.0,16.59709,0.0,25.51938,0.0,0.0,10.895757,0.0,19.656725,21.02378,29.092533,1.5524018,16.954676,9.700972,8.278079,5.052995,7.095304,0.0,7.541347,0.0,3.6907089,0.0,0.0,0.0,23.9619,23.105242,2.7487874,7.9539223,0.0,0.0,2.9657693,15.5811405,0.0,26.610525,17.68763,0.0,10.13081,19.409018,23.410011,0.0,22.116482,8.778779,19.002087,0.0,14.523898,21.484875,20.307915,21.776814,8.276013,23.475576,19.797813,5.1681976,0.0,0.5075186,4.7621946,8.982166,17.19525,7.4212337,0.0,6.4637437,20.74122,5.171444,12.802836,7.8799577,19.895914,0.0,6.7316775,0.0,0.0,0.0,0.0,17.96225,24.500761,0.0,0.0,19.85179,19.348322,17.345228,22.714928,7.7158837,9.60964,0.0,9.534957,4.601519,21.588768,14.182073,19.697159,22.5472,21.029673,7.09019,0.0,23.35366,0.0,16.767908,20.356834,0.0,23.960232,11.590617,0.0,0.0,16.98532,19.317345,11.004057,5.744909,19.860363,17.829945,0.0,15.153817,24.320383,0.0,19.430286,0.0,22.559135,0.0,0.0,18.61712,17.483982,13.79802,0.0,10.304037,6.3528657,14.173396,0.0,0.0,12.033959,3.5402775,0.0,0.0,8.052386,7.7841787,8.108051,17.79561,0.0,0.0,25.353561,5.102511,0.0,0.0,15.9382715,17.081623,18.107306,0.0,0.0,24.532482,23.228117,17.998384,0.0,0.0,9.193796,6.0883904,20.479416,0.0,13.8393135,20.774755,0.0,27.343119,18.391996,20.72658,12.256254,5.112241,0.0,6.980071,23.935558,0.0,0.0,0.0,0.0,0.0,0.0,19.512907,0.0,7.6974745,14.895152,0.0,17.535069,26.611792,3.5541203,0.0,23.921171,0.0,0.0,0.0,22.932451,0.0,17.600004,8.355289,0.0,7.518879,0.0
Au,19.21047,16.024763,21.11509,1.0324168,6.6340194,0.0,0.0,0.0,19.135206,14.609687,13.320279,0.0,15.317599,0.0,25.518875,0.0,0.0,5.7738576,0.0,18.920357,21.706736,27.65074,2.7939947,14.686529,7.5999694,12.440212,5.021042,12.509221,0.0,11.567528,0.0,6.606359,0.0,0.0,0.0,22.295189,19.995117,1.9555959,8.375857,0.0,0.0,11.198362,15.9120865,0.0,25.709366,18.261362,0.0,11.623768,18.369976,22.267893,0.0,21.766651,5.1070237,20.980553,0.0,13.466829,20.714634,21.35002,21.474503,6.145218,22.566017,19.207796,6.8453345,0.0,0.7157982,8.584699,6.0138803,16.938082,6.727875,0.0,9.6219845,19.61967,9.686091,9.65839,4.792441,18.482424,0.0,5.83577,0.0,0.0,0.0,0.0,16.288288,23.542723,0.0,0.0,21.005396,19.092941,15.161638,21.504148,9.711585,9.5707035,0.0,4.0683913,10.633159,22.345007,13.6491785,18.582897,20.518652,20.482243,7.6491075,0.0,22.14969,0.0,17.10645,18.213736,0.0,24.475601,5.9224296,0.0,0.0,16.530758,19.038242,12.017601,3.274379,19.075432,16.437763,0.0,16.78866,23.61335,0.0,17.645351,0.0,20.173306,0.0,0.0,19.224752,17.39539,11.862619,0.0,10.836426,7.1808553,16.210995,0.0,0.0,13.610826,2.04377,0.0,0.0,6.2917447,8.2128725,10.765628,18.263248,0.0,0.0,24.648994,9.453596,0.0,0.0,14.396388,18.252493,17.529701,0.0,0.0,24.29733,21.789686,19.900307,0.0,0.0,6.665824,5.801938,20.970589,0.9190094,15.657381,17.625795,0.0,24.74056,18.6831,20.35576,12.474433,9.307634,0.0,9.360952,23.776562,0.0,0.0,0.0,0.0,0.0,0.0,19.735258,0.0,12.60385,14.63535,0.0,17.591532,28.365984,4.6556973,0.0,21.53597,0.0,0.0,0.0,21.998081,0.0,17.083424,8.369358,0.0,6.235093,0.0
Os,14.724353,13.136013,14.883872,1.7727011,13.310754,0.0,0.0,0.0,15.011726,13.172537,10.402518,0.0,13.229172,0.0,19.388622,0.0,0.0,7.804566,0.0,16.149143,16.206871,17.816395,2.0891016,14.524266,12.992213,9.691113,8.314744,5.792442,0.0,8.967092,0.0,11.355513,0.0,0.0,0.0,16.64032,17.865997,1.918941,10.41222,0.0,0.0,7.0012846,10.760714,0.0,19.099344,10.301468,0.0,7.129494,13.568113,18.07271,0.0,14.55037,8.019888,15.31953,0.0,11.026818,16.235466,14.498688,17.25942,14.029079,18.882101,15.988237,4.5013256,0.0,1.5466768,8.561113,10.493369,12.033042,8.594058,0.0,11.442194,14.193038,13.679737,11.7864895,10.728966,13.61857,0.0,16.510181,0.0,0.0,0.0,0.0,11.199226,17.64823,0.0,0.0,14.550715,13.677102,11.149944,16.341473,4.8055344,9.747594,0.0,13.064569,10.024967,16.8027,11.637453,14.028317,15.978413,14.3965225,12.455858,0.0,16.028088,0.0,13.924492,14.064843,0.0,17.759596,10.941868,0.0,0.0,13.024408,15.350467,10.591606,10.126389,12.643199,13.810489,0.0,12.340401,16.526667,0.0,12.770832,0.0,18.01263,0.0,0.0,11.914582,11.30029,8.4820795,0.0,6.2877603,11.107413,7.7426467,0.0,0.0,11.578252,2.3845627,0.0,0.0,12.135636,10.762391,9.447529,11.144279,0.0,0.0,18.971432,9.316598,0.0,0.20251839,11.623072,14.525409,12.42662,0.0,0.0,17.289152,15.908333,18.104677,0.0,0.0,10.499515,3.7612305,16.649784,0.029801898,13.195208,18.180058,0.0,18.897442,13.943435,16.816078,6.9716725,6.7202525,0.0,7.3774705,16.51934,0.0,0.0,0.0,0.0,0.0,0.0,13.645776,0.0,3.3643508,10.653638,0.0,12.083909,22.677298,2.7385676,0.0,18.261635,0.0,0.0,0.0,17.216066,0.0,13.125444,8.168754,0.0,12.067099,0.0
