elements,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
Sc,0.020887495771312554,0.049118022665763955,0.04268695027063555,0.021814952638700893,0.027756808186738584,0.05711000930311159,0.019141217016238134,0.03715794147496578,0.06367815460081103,0.0886246194181317,0.04722748223951242,0.10305452892422133,0.09294860030446467,0.07779053196887595,0.029223316982408435,0.06838216762516837,0.06616895720568251,0.10912413311907959,0.34537288565629437,0.20905129397835026,0.053538079330175244,0.07732273342354425,0.049587850981055025,0.10537055987821299,0.015424348782138022,0.03609028247631895,0.029888172361298766,0.02066143014208383,0.04834941644113607,0.0426924898511498,0.01364366965493911,0.031944709912042936,0.02529497209066284,0.18496976488497996,0.03247183694181299,0.06810195365358515,0.07702188345737392,0.0519143089953582,0.05389913821823465,0.06226670518253509,0.09186823181175113,0.10027797389723862,0.08286158072161401,0.08871274030751641,0.08550842057568894,0.08715394493881672,0.11044629269828167,0.1347912173971531,0.11759396734775661,0.14145687217508168,0.12804811069695946,0.04218654227904951,0.06143137218161008,0.06907148514817411,0.08352364429877503,0.1300889145183334,0.09281017328980767,0.05212124449654023,0.06381067167237338,0.03296921380208166,0.08154769301350757,0.02864240052688187,0.04276414470778725,0.0690197475516195,0.024442239879944688,0.03682995763395757,0.06159693940416238,0.019489967896861013,0.02553941556452273,0.04522311108074508,0.19318543672143318,0.025564047424166406,0.04042832098638229,0.10241477168713288
Ti,0.03921222173768589,0.04921194659024852,0.05728410270786643,0.03171607899327192,0.026242815017858617,0.054863308829637324,0.022079081526704854,0.06118486792923044,0.061638596436581435,0.08123252035052791,0.06461492337403461,0.08896780774981343,0.09309597454107535,0.0780420664091706,0.03152780027410919,0.10039419283163119,0.09462772032560901,0.14906627419220875,0.527438335825234,0.29564358543068425,0.05738691440318985,0.08846270454356724,0.05385876630118793,0.12332620545726423,0.01967550772489403,0.042551047636846945,0.03384331651299955,0.02569426447379349,0.06169286797076205,0.05288156719827263,0.01224853081651288,0.025486865603455464,0.023639276517983185,0.19284948916023073,0.03401218955062716,0.06332521907965806,0.07415457056233926,0.0644950623708866,0.04228027884253391,0.05843920438325976,0.0947075756001744,0.13959435840425075,0.11725736869517817,0.08327496125143832,0.09759967616684079,0.10190992851245222,0.10953628823083239,0.13552840262064514,0.1261761775547157,0.14302270854616006,0.1286408489561594,0.03802380850203364,0.06322773792574149,0.06859383976951632,0.09585796128714108,0.18641744444753786,0.11692774163161435,0.049762241056797885,0.05851764012754212,0.03271505712034158,0.07971654238675321,0.024479127689199433,0.03202831272458834,0.04495288162859012,0.027351110229946695,0.03719514878708209,0.05393594108907591,0.01803553035133637,0.019925641681655292,0.03267005999177391,0.18630542707290046,0.030519347822505004,0.040350548148136274,0.09061505885946564
V,0.050587236661680225,0.06981711231613061,0.13535787521815118,0.09002129300673169,0.027098323360757574,0.07802532099227127,0.04394063201196678,0.09660056719022725,0.05302983981550712,0.09942563419346817,0.2516197566068338,0.08057552667663911,0.14269460545998594,0.1347791775741718,0.06671656070805293,0.12907388275991094,0.13832981176764012,0.16488409997506948,0.3234025258663687,0.20899109480179637,0.05649680565943625,0.0760634037646471,0.0392029185365243,0.11473874968835748,0.02476538737222609,0.04786709985041101,0.045558916105709,0.028275032722512878,0.05499935334081247,0.050598175330341215,0.015140854836698964,0.029162451695337464,0.029718041012216093,0.17644234604836848,0.027757635253053945,0.04799717183993981,0.08200798585140885,0.09541427319695303,0.041070360873925064,0.07484714178029632,0.1138125275160329,0.12326944246397796,0.10636987538693075,0.09602905273160466,0.10073759100487617,0.0949043184117172,0.10131890028946038,0.13307201262963064,0.11011143764698263,0.13095033073471243,0.11585053807717524,0.05022138229541152,0.06876254930876496,0.08014724412700935,0.12088911207017353,0.1571779325645008,0.11158850232657393,0.04952271490442268,0.06357514516884034,0.025474504473925335,0.08557776028744905,0.0314236444718814,0.035467304618615865,0.04815373795227276,0.03369202502765747,0.04149691477778518,0.05539395743203501,0.023996696779760233,0.02673054447781305,0.041167710204638275,0.1738052026817547,0.02812527327574527,0.03842957006393095,0.08913074291533982
Cr,0.017378362804458355,0.026473372781064698,0.03488241365074947,0.027345009976606154,0.023798188729874444,0.05969312474198394,0.031125275216732758,0.05914467799642166,0.03852484691069173,0.08606296442823715,0.11706188936287368,0.08452861393972734,0.09588720414201195,0.07784685048850924,0.019997437044172017,0.05137773496628552,0.0517748469106917,0.19370619753680965,0.48802214634649943,0.2628723424384224,0.04671834147516121,0.06437043312233331,0.039945618893628305,0.09882710368790416,0.013335532200357672,0.02595913891564569,0.025561708751891777,0.025424100385303135,0.046955905119030784,0.05422280514655248,0.011641383996146856,0.021319268611531345,0.024947837828539623,0.3580899098665246,0.05747443064538307,0.08687704692445343,0.15370848527590583,0.0544640939907897,0.03329082940023965,0.045201226078554764,0.06398859808794993,0.09339693386558731,0.08736144990932851,0.06629715115131966,0.07720159749795515,0.07593841203369313,0.10791287608381564,0.15431574741351053,0.13284844986436894,0.15081468278437057,0.1392657287022575,0.036083244066336895,0.05011443022179116,0.05636847362988763,0.11901432491343741,0.17102652154710157,0.11192020313573704,0.06166765238135017,0.0622356614601293,0.02301815183780481,0.06856824436557711,0.019203986052304913,0.024860830858511637,0.03886156093512787,0.023391704858198997,0.032097400535988606,0.0489711780042296,0.01435545354791909,0.017900747379648765,0.02933362161067686,0.22129212259612213,0.03090177881410208,0.04437098967485245,0.108891311350339
Mn,0.025038707675470808,0.030763022675404095,0.03495691473033759,0.023900229556768574,0.021103243823988697,0.06587362699694396,0.03521062500834145,0.04577501101071715,0.03969584061820175,0.14433294072897673,0.11817407943731945,0.14530755602119447,0.1376073411453822,0.10374790796375148,0.024063341652541818,0.06300790102366337,0.06564831102272903,0.1641198433141595,0.4104916885768819,0.2286822540606191,0.0470661043415593,0.06170975749729753,0.06302521454215448,0.13387718045564395,0.013353547452854048,0.0220572323728429,0.03306705860370762,0.03552103046965714,0.0601747901290591,0.08018761928276882,0.010467581779598766,0.019353924486500158,0.028907977097708433,0.30945085883593426,0.037871331429257825,0.06485754134023786,0.16152891147383544,0.05797483389119977,0.03971540038458257,0.0583930719070757,0.08069704043186914,0.11509789529266219,0.1065992212528836,0.09821468703385734,0.10253131541942027,0.09731195202413902,0.11657049591326162,0.1513099605865494,0.12903581534476846,0.14551268189372568,0.12839913736523634,0.03133083568467881,0.04866986561086076,0.054485832162793436,0.10783431037700572,0.15559909612335307,0.100825883485209,0.05047914216461513,0.05265976289330868,0.033159517423904966,0.0840379308678001,0.022250703258879245,0.026992165881312317,0.04871175140136905,0.02884895302183462,0.03694158530271317,0.06442976185547547,0.015468001300284417,0.018849924629199547,0.03594603017820276,0.22811503931778068,0.029812341707114026,0.04142103207677694,0.12474461987085311
Fe,0.042409000347776865,0.03652249055402632,0.0467280930037904,0.03386598948417029,0.016616197266120014,0.03184868611073461,0.05501328625573986,0.06286775489392817,0.04172427482625905,0.07544721601659878,0.12268726606110245,0.0779463863624306,0.09268889589682214,0.07285349898908887,0.018045583823069995,0.043087315575099365,0.04382536884980168,0.13904444175916203,0.2900075037282857,0.16241873810043067,0.04271277608473975,0.05510877016663819,0.035889140224817186,0.11351459483993401,0.025885037636531875,0.031527241539885384,0.06559091860252644,0.049349369875448905,0.05957865357296525,0.13865532216517604,0.018753043047704362,0.0234087483569016,0.057998881514185384,0.31401652382271683,0.03543516024261861,0.05642031783270161,0.18420084704301265,0.06535885609977458,0.03134285892968345,0.051259887361704747,0.07959181438759559,0.0683202752968588,0.05518822217604409,0.08395553007066327,0.07635420008597374,0.06010893352368444,0.08811335736807167,0.13255889515567548,0.10500837030116346,0.11807650553173557,0.10205452795604185,0.02497072025414355,0.03726799387169612,0.04147054866851999,0.1025065968912052,0.12706899872213182,0.08363204482392318,0.04648159370020947,0.047251964809538236,0.024313199267016857,0.08446469496274087,0.029041822406748286,0.028861601414744198,0.06587620563268451,0.044072146268157794,0.044117972870757236,0.11791683915163224,0.019031968748734744,0.02002126939627153,0.05231815557906171,0.25334023030381697,0.03221033913364466,0.03949845046496233,0.1522780632231095
Co,0.02745307546422109,0.04274436353600573,0.05025888813405825,0.04258420374773582,0.02398775404778073,0.03496401933310707,0.053455152428668835,0.06155627618319765,0.04225213711503645,0.08978691830842439,0.1323586744225551,0.0871600925611416,0.10393423417685713,0.08385676729506374,0.019241734601449255,0.03498095349298027,0.038466057376585455,0.1412908740942034,0.24523676687047175,0.14027006199048958,0.03767867909307099,0.0443799146569297,0.045707887511322626,0.10755623018568905,0.029169221297554362,0.0348862976958788,0.08240879047780864,0.035301733044610616,0.04274828393908545,0.10903474581068885,0.016504925271739076,0.019414674620697413,0.05522729846014522,0.38152786387567883,0.03331274060235517,0.05683291581748211,0.2270209430197023,0.04945407967483601,0.0416321660397291,0.05702631935882696,0.06945338466301645,0.0651915113479053,0.06566893969420265,0.07210928286417459,0.07261850879386302,0.05889484207921673,0.08046530933844602,0.11773141712061097,0.08861836667687699,0.10399304773852877,0.08852966217852,0.025160543287672504,0.03146369338518249,0.03628921922348492,0.11402760294956513,0.10908385801687252,0.07109596833658684,0.04034921714836483,0.04130218243497606,0.02982977789306181,0.08457985305077993,0.02963819164106869,0.033237928691796724,0.0758052536361915,0.03252546191573738,0.03452311218222446,0.09587493536686253,0.015637025730952138,0.017416981245889532,0.044042613988701865,0.2980612750775602,0.027400945210904044,0.04089318693463208,0.1785341045386542
Ni,0.02901757661697452,0.03838379387658137,0.05926734275702344,0.0538593462315141,0.031658178416582576,0.0359117976777336,0.07353133723347426,0.07290248411237195,0.036621176575399456,0.07388020059986948,0.10600783245233777,0.07005402164874996,0.08600376031953473,0.0721484045554437,0.02436085704104059,0.030756971253786347,0.035262253519035475,0.14697377798895378,0.22011700050484143,0.12580533200689012,0.044227352705351254,0.050578948149907994,0.04693459345489113,0.0959595422284258,0.027146069667993086,0.03512547885609083,0.08199563832630548,0.025814382015798526,0.03600404614836376,0.07717557685454694,0.015470567054700922,0.020792217289303274,0.05344487958068564,0.3874180896240424,0.03489907643879556,0.058119940458514215,0.21903907317218174,0.044322436305717944,0.04036517458159651,0.060809769955800334,0.06594618061146758,0.05655615220202087,0.05050625619134745,0.07711989227259891,0.07564518319792829,0.053256312073843806,0.07330673304086097,0.11131903187615672,0.0798551262966585,0.09701806570742352,0.08659126857098444,0.028808525120473837,0.032572486862694205,0.0369148317096037,0.12665022818966526,0.11523029173860495,0.07441820887824306,0.04548415162017701,0.04651584917407255,0.034187184570116914,0.0719859854126604,0.026214161195881488,0.034713411287621475,0.0731640625072263,0.022928487428538796,0.030036687331469306,0.06728666568819153,0.014363984660887385,0.01984679524717412,0.04443400314800103,0.30475506104113065,0.02786480481161308,0.04540410656763941,0.17332100341491966
Cu,0.052022907378253054,0.03442834085226313,0.05058440935610655,0.057814875573842385,0.036438210274253584,0.08561487425086366,0.08054010279545483,0.06587271290036681,0.051850589387064085,0.2793073709764911,0.20154270244883413,0.267899357693783,0.24436557212219046,0.1805924993715852,0.04964788918729411,0.13659962691997346,0.13602728974559167,0.10588045232645858,0.16627138926005883,0.09925613862172092,0.04724492637622892,0.0584023211663383,0.0386905618691046,0.1044758060248457,0.030641416513421685,0.04193973831478963,0.07271035363223852,0.03161885310966168,0.049370920264066594,0.07984347837591169,0.01580961673303609,0.02513278076917995,0.045211296254647135,0.2173359076296193,0.02702431965814237,0.04574736727214998,0.11828869051556522,0.07376741852700644,0.04909453421180309,0.0694571308681842,0.0802384388311321,0.06694334118502139,0.11147431290506295,0.08643442867292689,0.08701202605103522,0.06819401188333264,0.13627868693652836,0.1779758381337113,0.1371939808348933,0.16125605743469063,0.13492155059157915,0.0476541949436539,0.07221993253174253,0.08105767339031174,0.09220498649859062,0.10689053087311924,0.07471533602420981,0.05034171258899145,0.0565798207625664,0.03100657381858568,0.07726645220892685,0.031103334862743765,0.03982974629077383,0.06404088507483766,0.033999676022964005,0.04577199557054977,0.07693815943361502,0.01837533785704013,0.02775324651643846,0.044238138124804795,0.18418776886046156,0.024323347823193203,0.03993333289246482,0.10011677871083369
Zn,0.031394603150428524,0.022790141856315834,0.041450986684652386,0.044585831774074124,0.02115500848527016,0.03788004764805692,0.0745197064966719,0.076465466037162,0.03559000913798335,0.10299462055611228,0.3748487500543951,0.07959124929289445,0.17016800291545234,0.1611706028893448,0.04423343740481259,0.05637775227361788,0.07053752012532162,0.10381227970932577,0.15473343740481396,0.09635428723728369,0.04306014207388701,0.045417192463339286,0.03304870327661954,0.08406114290065789,0.024073571646142208,0.034377143074713644,0.0606300476480578,0.028857599756320285,0.04109411579130578,0.08308202428092858,0.01399163983290525,0.024958188285975104,0.047984960402071335,0.252858997650237,0.02795720921630891,0.04642751620904211,0.1408422338018376,0.05767722221522884,0.029489489473058985,0.058517736757107155,0.08117607454919308,0.04736752366271437,0.043382140369138456,0.09410212195900694,0.08484885436884475,0.049804604971521234,0.09121771487472476,0.279218972828833,0.08950163459004436,0.14941435538908598,0.13988206412139478,0.039809090459280536,0.04165055142751156,0.05302474372647521,0.08629407653931832,0.0959258188835157,0.06515810363482048,0.05018146403369093,0.04998749288356619,0.022069417217169523,0.06742382951700575,0.026765903432126932,0.03268401678370634,0.058789668014705684,0.02904825312283734,0.03521323916712606,0.07347097206211932,0.015984128729907416,0.0225561740519687,0.04303736567330613,0.21707355375651458,0.026948403407220725,0.03981280627389936,0.1210724028165719
Ga,0.035452354048964296,0.02361542209121417,0.03890700892491623,0.04391671170064705,0.02345389339228681,0.029821178252681466,0.0803453737820362,0.0755627487103912,0.033783116351428735,0.10167894866126316,0.39130051993777265,0.0682810652583314,0.17622989846884585,0.17160271432080743,0.05717840006550425,0.04579411283059055,0.06462388029149309,0.08986863587980089,0.12289413330058206,0.07997544419880513,0.062402268075002355,0.06120761074265165,0.05157617293048417,0.08830257921886585,0.026388643248996806,0.04698533529845249,0.08071192991075161,0.02571981904527952,0.04019768279701965,0.08224087857201426,0.016925910914599093,0.03086448047162851,0.05881438221567209,0.20885229673299077,0.02266826741996228,0.042765086383362204,0.11792767133382549,0.04506417700951907,0.05755378922674332,0.07904152684116646,0.08983157604964102,0.053240007567438276,0.04777342493942717,0.0861891238969285,0.09046079492691317,0.06510586981976944,0.09464813040243314,0.25922311267257797,0.08187627435344,0.14757882311832407,0.1397720624759192,0.05368489858579425,0.04687496117624301,0.06390253162524573,0.07464357040794282,0.07422681389371577,0.057559770020129686,0.06053354043463032,0.05914846419349166,0.044747824501307605,0.08133614182299931,0.025722076383653546,0.03954410167398379,0.0666105074452548,0.026396025390969805,0.03708548463088766,0.07499538511904486,0.01755230958775514,0.02800296927742079,0.05035492295299786,0.18651386444258675,0.02241329903280486,0.038813655806645427,0.10384415573859597
Ge,0.04167983999763421,0.03524150819235774,0.06759689607240073,0.09385702561220971,0.0402631425233646,0.018229947947474116,0.12390380264403254,0.1173308514728506,0.04909582766473462,0.10439806503608208,0.4044493966639075,0.064724402578966,0.18919274222169752,0.1897564437182082,0.0768852034780554,0.05110119927836283,0.06913881536141042,0.06990183218975538,0.07555520968886827,0.06535522521590015,0.07896940435348454,0.07979630382704425,0.03538582086241578,0.07817545915651311,0.02672713459718443,0.057023711995741404,0.10652991541464628,0.01642665325919781,0.028367295634685805,0.057697648024370135,0.01569596223234344,0.023526750857683507,0.049424760440080664,0.1332835309949139,0.018920087542884052,0.0289616001715366,0.07221171477581978,0.050790528730590714,0.05648016172505931,0.08147268471705398,0.10383498973180749,0.05563349347512895,0.03353597392463107,0.10782222840919056,0.10720774580180191,0.07254847893939777,0.09782294118510469,0.2756133221300717,0.07942534094008846,0.15629555356040725,0.15105113319965272,0.06835689181503239,0.05905564640963147,0.07648635891699988,0.06489277280759834,0.0864100377143541,0.07502736341798294,0.06854216257559823,0.07523462020212351,0.035949371352516565,0.08614611663435587,0.026397040681065118,0.04524928933018471,0.07446647053436639,0.02099913258270967,0.03301834722440526,0.057766591263101,0.018438003187823584,0.027388898569390387,0.04441153179765907,0.14855969987838316,0.02110313383158284,0.035008878803527474,0.07771169865242383
As,0.03809491956930627,0.09765185347343817,0.11810069241746148,0.07664634818706624,0.01056832554971779,0.007462711617046097,0.08473607057144683,0.1555383424142199,0.11135699228124832,0.12560523285983016,0.3529900515664548,0.09670009567360704,0.19548782999286568,0.19040371829798391,0.07143762567295824,0.08727079684763575,0.0945930060971658,0.09325374586495433,0.13293241227216784,0.1065379613413768,0.06929042615294759,0.079934293312577,0.031081646883310384,0.10652910747875732,0.025171004410715313,0.05273182201465872,0.07092207465784492,0.025653507491729607,0.04414607251735057,0.05816052085360284,0.019119397418433985,0.029725214049425634,0.04073030583122482,0.10393569598495173,0.025119494713627583,0.03752328598300541,0.04818167445028189,0.0832621279573528,0.09305120162266618,0.14196305040373952,0.14531639156099369,0.06189563271687712,0.0341333564445086,0.09136177547144747,0.11824454102245707,0.09230902576146033,0.11208299146923491,0.21623301831754266,0.10100896648623497,0.15267841115542513,0.14241905505188812,0.057641750040621574,0.08243599684213082,0.09006148029914715,0.08437051291233057,0.1344322246694597,0.1019676611266257,0.06076853940361514,0.07409022388435138,0.025420525519161685,0.10969257326832098,0.032876035619576985,0.049211236018679966,0.06499754205259119,0.03091600492467546,0.04629919331402442,0.05707842831760788,0.024916639717424374,0.03275484058204059,0.047770711890467485,0.1555675925553093,0.02894680435777701,0.04673441469296902,0.07003215489633577
Se,0.0700805589157093,0.17277808324627647,0.20096533581679413,0.10140184609886266,0.010698929867487678,0.008631941771595007,0.06062709284104045,0.15215781877165074,0.15270017388794285,0.13527365013471224,0.1876856442788816,0.15429059218122934,0.18785804420740185,0.1763420643866513,0.07414156746577291,0.12896463133007172,0.13182187482817487,0.07582238686974223,0.11896401619288567,0.09774585555616704,0.06618306688843714,0.07121023945675543,0.009924180046186752,0.060245491284984014,0.022873377962280655,0.043407842827294284,0.04549363556386451,0.02277755402210364,0.039371790289767415,0.04345541458184423,0.019659918485731495,0.03097499243965465,0.04024827486666297,0.0879396684444938,0.019844885770055477,0.03133477208995434,0.04065982226315505,0.07865504038212998,0.1050251264376906,0.13492671487387256,0.09721023774348911,0.029147265517896644,0.02477194013566744,0.06197679431819287,0.1056006652977641,0.10942087710695848,0.12112199258031385,0.193190050225007,0.1263429523553365,0.1634619804378351,0.15060936585881604,0.06148189509133178,0.10669396218172177,0.11052492212754507,0.08404303304378866,0.16155886402633166,0.11390717817256091,0.06573578446488507,0.07868036155906234,0.015746174071291724,0.09263152693441697,0.027739608264544465,0.05217573244556519,0.060513003030060734,0.030516924483888055,0.050302530210731576,0.05997758208709416,0.024824484396792183,0.03823052568200877,0.04951279838919295,0.13664749573074458,0.029243219481086102,0.04356092583572433,0.05614365728073593
Br,0.13858959160319081,0.15237133891213495,0.12143393949147145,0.0810952329864462,0.044415307728068884,0.05087578228373172,0.0587195043450272,0.08671576726388446,0.12114231305653964,0.09341358223366616,0.07831661481243057,0.10153203340128059,0.10673272717519629,0.08979225226191773,0.0459999016557591,0.06370202589135615,0.06797730036119136,0.048029771483746125,0.060626095197224526,0.050055233701676964,0.038201686156706785,0.04849053213174517,0.009879948503379397,0.052614436934520226,0.024766834745914058,0.03289929549762165,0.043726504666881,0.021617753817544414,0.029086981010620943,0.03977368308121415,0.022177940492793858,0.028658110717733914,0.04499955298072424,0.1124842291599619,0.02459003862246521,0.03298760862568372,0.056258788398955414,0.13199139602268234,0.1076332300459527,0.1032073682350261,0.08216868727825978,0.04921835966038697,0.057625463330063374,0.06708738755832593,0.09336724160932934,0.10403292425722434,0.10224931416217539,0.11564045743667163,0.10523065677573677,0.12157374420728223,0.10503527878847993,0.0513220533731529,0.07309870744279821,0.07835515096863555,0.07476405520621444,0.12039590147976802,0.08637234776970483,0.059717912266095644,0.07508356563726482,0.017037747049641075,0.08015488444823772,0.029885205882674785,0.05140541004858514,0.06660551486514392,0.029117790431895097,0.0462288779562622,0.05994397681530386,0.025547640250814935,0.03572776784863993,0.05224175379955213,0.1306801617068477,0.026960980774528066,0.03864905470788555,0.06363108736897435
Kr,0.07326351351351351,0.0005,0.0005,0.0005,0.11451351351351352,0.7771891891891892,0.03682432432432433,0.05758108108108107,0.0635810810810811,0.02968918918918919,0.019986486486486477,0.03255405405405405,0.026986486486486477,0.01079729729729729,0.0492027027027027,0.0646081081081081,0.07704054054054053,0.0797027027027027,0.09936486486486486,0.08595945945945947,0.03606756756756757,0.032472972972972976,0.025202702702702695,0.07028378378378379,0.02944594594594595,0.06731081081081079,0.0859054054054054,0.029966216216216212,0.06741891891891891,0.09884459459459456,0.01731756756756757,0.035006756756756754,0.05710810810810808,0.20486486486486485,0.03280405405405405,0.04372297297297297,0.09278378378378377,0.19173443786043398,0.009558547350269259,0.02341854721533908,0.09171530101941372,0.09696856079113336,0.15555946481940222,0.05107038931763361,0.03663558605058749,0.04542690729863552,0.027829885814153722,0.01905817361619864,0.033064864400002086,0.029806958926992092,0.020081430385827742,0.05756809547946411,0.10576602913140733,0.10498978017191407,0.089508655132609,0.13745232652860104,0.0970861304762129,0.06937094427546898,0.08735203621401315,0.01348616615843239,0.10107721159284594,0.03544316197329309,0.04827513332383621,0.07396067075265095,0.03344514523773225,0.049458937063461814,0.07060077211447376,0.03795729512482454,0.04315077504468439,0.07055442622415951,0.17437157083131605,0.02973402314594777,0.04110596154423821,0.0969737052800542
Rb,0.06290576269357327,0.04775122754006309,0.04643240435979018,0.04280134085145364,0.03819237306426328,0.035616130685803334,0.04993716613608116,0.05602465871688285,0.06112171531862036,0.07568896023309712,0.0573978443856899,0.0816607807694377,0.0847826040036685,0.0741476555333723,0.045168672098418475,0.04815100091728206,0.05277329628230664,0.07572575945610463,0.0835480359358974,0.07655608913829325,0.062603450601629,0.07019705390384656,0.02802332326120957,0.09587129714563136,0.03146785463767302,0.058340460260076187,0.07035772675767488,0.031048130362056635,0.05495533642691368,0.0681828360222301,0.01931186262342836,0.031629849457723756,0.04083324340365788,0.13558604920951786,0.02451800841741753,0.049052527923163634,0.06998862839259651,0.13677097844565914,0.07553264436491064,0.10246864126986986,0.12662233740107753,0.09892877477186897,0.06991666064871302,0.07129386787044716,0.08065340991106469,0.06950376019692271,0.08746241521008243,0.13374075464458351,0.08632661008409148,0.11060704457983762,0.09324319313812902,0.05811132525027577,0.06306566555538094,0.08106500743920654,0.09139272453689082,0.11302204168379976,0.0825429377104997,0.06345905847078728,0.07959247367172195,0.019619906899194694,0.09277191006241771,0.03947510597164749,0.0517842961698823,0.06642314905332337,0.04166277328324659,0.051810945763224196,0.07077379724193045,0.03114953353929962,0.03805546651333032,0.055966568304529306,0.13157473307177445,0.03071802188364075,0.04209282972003191,0.06613716832611297
Sr,0.04282143342468219,0.06196368310194121,0.04842069055330332,0.032575091160283454,0.023192359522569067,0.027792471632731453,0.0704650137023534,0.0628961225737778,0.07465017099630862,0.06726195275519231,0.04465234525400306,0.07102217856091336,0.07119023622403929,0.06403268747310505,0.04645627703666788,0.05256929313976417,0.05462769800466584,0.06952358276900808,0.07752787466310361,0.07894006636015719,0.062490283785926415,0.07269431861934683,0.03338607795619775,0.12006411229135151,0.026887142436527373,0.07282357370960091,0.1103703485606873,0.021982362466876407,0.04342065658052682,0.05563186533191427,0.014750084931941122,0.026809010712748736,0.03057712386474293,0.24535786922746014,0.02204452132357922,0.07001157339252141,0.1316605779901714,0.09465591130362457,0.06085969285554696,0.06650824035044017,0.07320648154195795,0.14559869946736614,0.21869453328441257,0.07543828294254241,0.08140642313089178,0.10589318469167223,0.1112984559168072,0.11375141494658772,0.11700316453705031,0.12951351740342323,0.11061950845116332,0.0433444201403398,0.0624919406282598,0.0701452152119465,0.0748646083046632,0.13387486088594983,0.08995997490662082,0.048637556558144654,0.057956406574310275,0.021662162284561023,0.07988694601459384,0.026975302648016408,0.04396399567546419,0.0644832183994215,0.028982442629364655,0.04367308596295099,0.0606794754544681,0.020158630519866425,0.02631650825078434,0.04013185156989201,0.15550670338719008,0.02435720194796221,0.03889414047707761,0.07974932697018987
Y,0.018744467266200122,0.047704405832500504,0.03958333333333287,0.019712529143998913,0.029515108619221634,0.05426779171755311,0.02269295177824619,0.03230615077162158,0.049300025905776985,0.07826296214055765,0.062419932644980046,0.09380785315125341,0.0883346008659937,0.076267107064876,0.025508928240997385,0.040879926723658915,0.040977933829243446,0.09326263831834587,0.17320127863513743,0.12964926353576967,0.05905574368084108,0.0735081603197518,0.15489615484253033,0.1582477424965777,0.017638059287220825,0.04005915769216486,0.036548453055030745,0.02965479626956771,0.06276984567558587,0.05022815587876098,0.014990007771732889,0.030737676251803694,0.024698336479034484,0.13090228896043965,0.029205479071832595,0.05418408830169137,0.05393171052144633,0.0632226532145651,0.051232820394182685,0.07441482840108096,0.1126861868890745,0.10736724177296204,0.087020529143311,0.08835180919203463,0.0846762623692415,0.0806330020549005,0.13437763886680346,0.1715290442772803,0.13682348091431737,0.17516105953525357,0.15674477458541314,0.03752483972087394,0.05881662960103904,0.06559736681788057,0.09544330675797605,0.11649234512578843,0.08958952766536578,0.05042519332111185,0.05838431884763188,0.03836277767522514,0.09299206094695256,0.03244476916747386,0.044567922802649505,0.06963988716900242,0.026189835209366654,0.04051625983015777,0.0660516229365903,0.022351481589623873,0.032431027950435405,0.05092573854642471,0.171664523068318,0.02388445161897636,0.03686780921875072,0.09252024146957377
Zr,0.024359398496240213,0.04306824919441398,0.03603936627282435,0.027255220193339983,0.04294880773361911,0.06681804511278171,0.018316723952738777,0.031974307196562295,0.0499738238453272,0.07833933404940942,0.05611085929108464,0.08264627282491967,0.08511667024704636,0.07294958109559634,0.031351235230933944,0.06837778732545617,0.06647469387755076,0.09012084854994622,0.2691540816326562,0.15682227712137603,0.06583738990332957,0.08935129967776602,0.08889990332975269,0.12437392051557557,0.014598109559613126,0.034011664876476354,0.03164896885069767,0.018071460794844004,0.0412469280343711,0.03739324382384477,0.012833351235230777,0.02795661654135294,0.0282941353383454,0.15554729323308433,0.024511149301825602,0.05358203007518778,0.0635592266380235,0.04858592665085936,0.04982976468136305,0.065365536503519,0.09765145429411728,0.10676164892435297,0.08581105711198993,0.065912615032362,0.07564280530867191,0.06338493282701461,0.08572988534560058,0.1316794052195712,0.08750075418693293,0.11194402169482369,0.09954135647827293,0.039522994324535356,0.048875362934044035,0.05948865211881597,0.10773620807518218,0.12468347208561154,0.08447561096575928,0.0533109706731218,0.06256472417753477,0.044038440038196576,0.0878377964111722,0.027016545154135,0.03700998007905623,0.06359842681161275,0.023095480865760132,0.03586554243883335,0.05939950365334611,0.018274460969534435,0.02480808562245776,0.04305285441372226,0.2055397978571032,0.023985822452046748,0.03642242023911668,0.11358627633502258
