element,Number,MendeleevNumber,AtomicWeight,MeltingT,Column,Row,CovalentRadius,Electronegativity,NsValence,NpValence,NdValence,NfValence,NValence,NsUnfilled,NpUnfilled,NdUnfilled,NfUnfilled,NUnfilled,GSvolume_pa,GSbandgap,GSmagmom,SpaceGroupNumber,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
Na,11.0,2.0,22.98976928,370.87,1.0,3.0,166.0,0.93,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,29.2433333333,0.0,0.0,229.0,0.0,10.636033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.425732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1930075,0.0,0.0,0.0,0.0,0.0,0.110953026,0.0,0.0,0.0,0.0,0.0,0.0,0.63018465,0.0,0.0,2.5493813,0.0,0.0,26.571775,0.0,5.317553,0.0,0.0,0.61884856,0.0,26.90584,17.27977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.869093,6.874477,0.0,0.0,0.0,0.0,0.0,14.370305,0.0,0.0,0.0,3.5979943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.701585,0.0,4.50199,0.0,13.375601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9523625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9637999,0.0,0.0,0.0,0.0,38.6803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11111,0.0,0.0,0.0,36.86083,0.0,0.0,0.0,0.0,0.0,16.295567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.708856,0.0,0.0,34.07,0.0,0.0,0.0,0.0,0.0,0.0,15.455346,0.0,10.831674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mg,12.0,68.0,24.305,923.0,2.0,3.0,141.0,1.31,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.89,0.0,0.0,194.0,0.0,3.0739355,0.0,0.0,0.0,0.0,0.85449415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.648464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.809659,0.0,0.0,0.0,0.0,0.0,0.690705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.078906,0.0,0.0,0.0,0.0,0.0,0.0,9.685139,12.844362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.658712,0.0,0.0,0.0,0.0,0.0,8.182882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1337466,0.0,0.0,0.0,7.5229697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024552196,0.0,0.68809265,0.89283204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.520326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.085167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.720758,0.0,0.0,22.183838,0.0,0.0,0.0,0.0,0.0,0.0,24.651905,0.0,9.486225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al,13.0,73.0,26.9815386,933.47,13.0,3.0,121.0,1.61,2.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,16.48,0.0,0.0,225.0,0.0,1.6090641,0.0,0.0,0.0,0.0,13.027417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8761525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.090769,0.0,10.157943,0.0,0.0,0.0,0.0,14.398303,18.421625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.459768,13.402365,0.0,0.0,0.0,0.0,0.0,9.237833,0.0,0.0,0.0,0.53709763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193715,0.0,0.0,0.0,3.5572398,0.0,0.0,0.0,0.0,1.9947997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.281687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.318886,0.0,0.0,0.0,12.549118,0.0,0.0,0.0,0.0,0.0,1.092621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.902986,0.0,0.0,40.914135,0.0,0.0,0.0,0.0,0.0,0.0,17.174168,0.0,3.1872902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Si,14.0,78.0,28.0855,1687.0,14.0,3.0,111.0,1.9,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,20.44,0.773,0.0,227.0,0.0,2.2764513,0.0,0.0,0.0,0.0,35.013115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1723573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.036453,0.0,0.0,0.0,0.0,0.0,11.164131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3528388,12.197659,0.0,0.0,0.0,0.0,0.0,8.817938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19315,0.0,0.0,0.0,0.0,0.0,0.0,27.800665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3409252,0.0,0.0,0.0,0.0,0.0,14.423529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.39359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84364635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6564646,0.0,0.0,31.586555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,15.0,83.0,30.973762,317.3,15.0,3.0,107.0,2.19,2.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,22.5702380952,1.625,0.0,2.0,0.0,0.24050759,0.0,0.0,0.0,0.0,38.832165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3335657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8580623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.358653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.478329,0.0,0.2717622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.14585,0.0,0.0,0.0,0.0,0.0,14.431905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.606593,0.0,0.0,0.0,0.0,0.0,11.480335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1282606,0.0,3.6919093,0.0,0.0,0.0,0.0,29.72928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5823107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0829887,0.0,0.0,0.0,0.0,0.0,4.155177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7686796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1065102,0.0,0.0,1.0437874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7677,0.0,0.0,0.0,0.0,1.0379982,0.0,0.0,0.0,0.030518914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,16.0,88.0,32.065,388.36,16.0,3.0,105.0,2.58,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,25.786875,2.202,0.0,70.0,0.0,8.116145,0.0,0.0,0.0,0.0,14.3858795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7760468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.827281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6766018,0.0,0.0,0.29452875,0.0,0.0,3.7363155,0.0,40.613842,0.0,0.0,0.0,0.0,3.5603623,23.903547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.907317,13.551903,0.0,0.0,0.0,0.0,0.0,17.33935,0.0,0.0,0.0,0.62329274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4543405,0.0,0.8190298,0.0,18.718323,0.0,0.0,0.0,0.0,4.899014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7050776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.464958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.458096,0.0,0.0,0.0,10.440049,0.0,0.0,0.0,0.0,0.0,15.053814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0007813,0.0,0.0,20.972805,0.0,0.0,0.0,0.0,0.0,0.0,10.347181,0.0,12.399679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cl,17.0,94.0,35.453,171.6,17.0,3.0,102.0,3.16,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,24.4975,2.493,0.0,64.0,0.0,11.216352,0.0,0.0,0.0,0.0,7.9039497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.910232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.231966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1748476,0.0,6.110407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.737446,0.0,0.0,0.0,0.0,0.11584153,10.829202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.174686,7.166598,0.0,0.0,0.0,0.0,0.0,15.588123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.871176,0.0,4.404521,0.0,12.379272,0.0,0.0,0.0,0.0,14.927817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.138091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.784332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.403438,0.0,0.0,0.0,12.759741,0.0,0.0,0.0,0.0,0.0,20.86473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.071318,0.0,0.0,0.0,0.0,3.4173021,0.0,0.0,0.0,8.821534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ar,18.0,100.0,39.948,83.8,18.0,3.0,106.0,1.63,2.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,28.54,9.26,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5272571,0.0,0.06164715,0.0,1.3793359,0.0,2.0540504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0887623,1.0643014,0.0,1.3884965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1854212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03857582,0.0,1.506416,0.0,1.2853451,0.0,0.0,0.0,0.0,0.0,0.0,1.5731274,0.0,0.0,0.0,9.154341,0.0,0.0,0.3677851,1.1353723,0.0,0.0,0.0,0.17871593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5855584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456839,0.0,0.0,9.817944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1583874,0.0,0.42715353,0.0,0.0,0.0,0.0,0.0,0.10803006,1.535679,0.0,0.2225123,0.0,0.0,0.0,0.0,0.0,0.0,1.0574664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6631265,0.0,1.3438569,0.0,0.0,0.0,0.079371125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0827124,0.0,1.236633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5227022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2010045,0.0,1.4257523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9525912,0.0
K,19.0,3.0,39.0983,336.53,1.0,4.0,203.0,0.82,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,73.1066666667,0.0,0.0,229.0,0.0,14.4186735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.876478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0599278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.902084,0.0,3.430953,0.0,0.0,0.0,0.0,0.0,8.341835,0.0,13.723138,0.0,0.0,0.0,0.0,10.509229,5.1014023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.857265,9.663853,0.0,0.0,0.0,0.0,0.0,14.446079,0.0,0.0,0.0,1.0552287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.316789,0.0,4.2701926,0.0,8.220956,0.0,0.0,0.0,0.0,9.95529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.351516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029315056,0.0,0.0,0.0,0.0,38.735226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.779633,0.0,0.0,0.0,20.156538,0.0,0.0,0.0,0.0,0.0,20.056494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1330192,0.0,0.0,25.679537,0.0,0.0,0.0,0.0,0.8528377,0.0,0.0,0.0,9.243533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca,20.0,7.0,40.078,1115.0,2.0,4.0,176.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,37.77,0.0,0.0,225.0,0.0,16.363007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.693924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1619729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.400472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.701969,0.0,0.0,0.0,0.0,0.0,0.0,13.296203,7.1730113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.814409,21.090698,0.0,0.0,0.0,0.0,0.0,15.906429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.689088,0.0,0.0,0.0,11.377509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.143736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.089764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.268492,0.0,0.0,0.0,13.439674,0.0,0.0,0.0,0.0,0.0,17.276571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25121,0.0,0.0,23.473074,0.0,0.0,0.0,0.0,0.0,0.0,5.4131274,0.0,15.91394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sc,21.0,11.0,44.955912,1814.0,3.0,4.0,170.0,1.36,2.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,0.0,9.0,22.235,0.0,6.35e-06,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3702319,0.0,0.0,0.0,7.672279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036126092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6386487,0.0,0.0,0.0,0.0,0.0,0.0,3.0047207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7630146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2849406,0.0,0.0,0.0,0.0,12.774214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.536301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5494791,0.0,4.5914097,2.2690039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0912318,7.411847,0.0,0.0,0.0,0.0,0.0,19.75647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.732254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4969106,0.0,0.0,0.0,0.0,11.163065,0.0,0.0,0.0
Ti,22.0,43.0,47.867,1941.0,4.0,4.0,160.0,1.54,2.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,0.0,8.0,16.69,0.0,2.25333333333e-05,194.0,0.0,4.136885,0.0,0.0,0.0,0.0,0.31422845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.727107,0.0,0.0,0.17168799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.878674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.583724,0.0,1.0659759,0.0,0.0,0.0,0.0,4.2890334,18.795382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.279902,0.0,0.0,0.0,0.0,0.0,12.587287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.597435,0.0,0.0,0.0,16.02165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.900665,0.0,1.3978331,0.7159142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2428908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6401064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0998602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.700869,0.0,0.0,11.666546,0.0,0.0,0.0,0.0,0.0,0.0,27.673672,0.0,13.440992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V,23.0,46.0,50.9415,2183.0,5.0,4.0,153.0,1.63,2.0,0.0,3.0,0.0,5.0,0.0,0.0,7.0,0.0,7.0,13.01,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,21.950985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0730878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063017026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.93251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.105288,0.0,0.0,0.0,0.0,0.0,16.852108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.411158,0.0,0.0,0.0,0.0,0.0,8.685782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.347189,0.0,0.0,0.0,0.0,3.1619859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04300865,1.0030444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4454262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.740066,0.0,0.0,12.304953,0.0,0.0,0.0,0.0,0.0,0.0,15.317048,0.0,5.729933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cr,24.0,49.0,51.9961,2180.0,6.0,4.0,139.0,1.66,1.0,0.0,5.0,0.0,6.0,1.0,0.0,5.0,0.0,6.0,11.19,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,16.977116,0.0,0.0,0.0,0.0,0.0,5.675227,0.0,0.0,0.0,0.0,0.55326444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7606954,0.87181896,0.0,0.0,0.0,0.0,0.0,0.0,5.374341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15276894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.312733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.449871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8308662,0.0,0.9777762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8530109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.323363,6.5462484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105888,0.0,0.0,0.0,0.0,0.0,26.643055,0.0,0.0,4.551553,0.0,0.0,0.0,0.0,0.0,0.0,19.56422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
