element,Number,MendeleevNumber,AtomicWeight,MeltingT,Column,Row,CovalentRadius,Electronegativity,NsValence,NpValence,NdValence,NfValence,NValence,NsUnfilled,NpUnfilled,NdUnfilled,NfUnfilled,NUnfilled,GSvolume_pa,GSbandgap,GSmagmom,SpaceGroupNumber,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
Y,39.0,12.0,88.90585,1799.0,3.0,5.0,190.0,1.22,2.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,0.0,9.0,32.365,0.0,0.0,194.0,0.0,5.830102,0.0,0.0,0.0,0.0,0.8685243,0.0,5.152714,0.0,0.0,0.0,0.013114328,0.0,18.063496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6301842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.427007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.67696,0.0,0.0,0.0,0.0,0.0,4.1339536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0337214,0.0,0.0,0.0,2.139947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.702176,0.0,4.322672,2.056352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2139143,1.9847087,0.0,0.0,0.0,0.0,0.0,17.64488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8110435,0.0,5.8184247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.682593,0.0,0.0,0.0
Zr,40.0,44.0,91.224,2128.0,4.0,5.0,175.0,1.33,2.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,0.0,8.0,23.195,0.0,0.0,194.0,0.0,1.2355989,0.0,0.0,0.0,0.0,0.8738457,0.0,1.730906,0.0,0.0,0.0,2.0133548,0.0,8.133429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.138526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2872586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.966967,0.0,0.0,0.0,0.0,0.0,0.44462243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8243027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4010453,0.0,5.2072964,3.5742524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3517957,0.0,0.0,0.0,0.0,0.0,22.478893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.561681,0.0,2.6153073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.80884,0.0,0.0,0.0
Nb,41.0,47.0,92.90638,2750.0,5.0,5.0,164.0,1.6,1.0,0.0,4.0,0.0,5.0,1.0,0.0,6.0,0.0,7.0,18.18,0.0,0.0,229.0,0.0,3.1212327,0.0,0.0,0.0,0.0,4.2104383,0.0,0.0,0.0,0.0,0.0,0.97398347,0.0,10.387513,0.0,0.0,0.39750886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.124087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09458,0.0,0.0,0.0,0.0,0.0,15.436362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.390535,0.0,0.0,0.0,0.0,0.0,9.982256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9749527,0.0,0.0,0.0,16.433107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4711804,0.0,2.8244886,0.8015376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.082004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.13105,0.0,0.0,0.29456854,0.0,0.0,0.0,0.0,0.0,0.0,23.030201,0.0,12.749588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo,42.0,50.0,95.96,2896.0,6.0,5.0,154.0,2.16,1.0,0.0,5.0,0.0,6.0,1.0,0.0,5.0,0.0,6.0,15.69,0.0,0.0,229.0,0.0,5.0208817,0.0,0.0,0.0,0.0,12.50968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4285502,0.0,0.0,0.41738975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.430228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9109426,0.0,26.6405,0.0,0.0,0.0,0.0,0.0,21.037348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4991612,20.441504,0.0,0.0,0.0,0.0,0.0,14.205772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2645793,0.0,0.0,0.0,16.404484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9062753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.48735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.286796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.028553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.550422,0.0,0.0,12.6586075,0.0,0.0,0.0,0.0,0.0,0.0,16.637518,0.0,12.66254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tc,43.0,53.0,98.0,2430.0,7.0,5.0,147.0,1.9,2.0,0.0,5.0,0.0,7.0,0.0,0.0,5.0,0.0,5.0,14.285,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,9.452106,0.0,0.0,0.0,0.0,0.0,7.967751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8637173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03535254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.430098,0.0,0.0,4.6127415,0.0,0.0,0.0,0.0,8.152768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.600061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9169886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30972567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8104692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3010862,0.3662481,4.162281,0.0,0.0,0.0,0.0,0.0,5.527769,0.0,0.0,0.0,1.3751945,0.0,0.0,0.0,0.0,0.0,1.4392253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0472553,0.0,0.0,0.0,0.0,4.4784913,0.0,0.0,0.0
Ru,44.0,56.0,101.07,2607.0,8.0,5.0,146.0,2.2,1.0,0.0,7.0,0.0,8.0,1.0,0.0,3.0,0.0,4.0,13.51,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,15.896827,0.0,0.47740692,0.0,0.0,0.0,9.58705,0.0,0.0,0.0,0.0,0.11187918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92776173,0.4538961,0.0,0.0,0.0,0.0,0.0,0.0,3.6464481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2562156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5682247,0.0,0.0,0.0,0.0,20.506283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1971901,0.0,4.2461457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0053253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4732575,4.679939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6184797,0.0,0.0,0.0,0.0,0.0,24.244293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.313336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41146812,0.0,0.0,0.0,0.0,1.4359668,0.0,0.0,0.0
Rh,45.0,59.0,102.9055,2237.0,9.0,5.0,142.0,2.28,1.0,0.0,8.0,0.0,9.0,1.0,0.0,2.0,0.0,3.0,13.64,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,28.906036,0.0,2.1092768,0.0,0.0,0.0,11.297708,0.0,0.0,0.0,0.0,0.2913003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1425881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.416934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6677656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2054398,0.0,0.0,0.0,0.0,14.51882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.305432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.815422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51984155,0.0,5.739172,3.380756,0.0,0.0,0.0,0.0,1.7183725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1030657,9.410071,0.0,0.0,0.0,0.0,0.0,15.394444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8760314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7043202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pd,46.0,62.0,106.42,1828.05,10.0,5.0,139.0,2.2,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,14.41,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,31.590586,0.0,0.2648051,0.0,0.0,0.0,0.2364789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44999444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9245558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.563606,0.0,0.0,0.0,0.0,0.0,0.45541957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012178573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.730074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46201,3.974244,0.0,0.0,0.0,0.0,2.7866848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4789423,0.0,0.0,0.0,0.0,0.0,16.037704,0.0,0.0,7.151892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0835052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ag,47.0,65.0,107.8682,1234.93,11.0,5.0,145.0,1.93,1.0,0.0,10.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,16.33,0.0,0.0,225.0,0.0,6.778363,0.0,0.0,0.0,0.0,16.887243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3910995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3122543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.359704,0.0,1.7594705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.19792,0.0,0.0,0.0,0.0,0.0,6.368577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.59089,8.991511,0.0,0.0,0.0,0.0,0.0,9.740443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1310377,0.0,2.9216204,0.0,0.7068262,0.0,0.0,0.0,0.0,19.415512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60995513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15926862,0.0,0.0,0.0,0.0,0.0,22.88374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.461216,0.0,0.0,0.0,4.793182,0.0,0.0,0.0,0.0,0.0,10.114405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.423186,0.0,0.0,24.216967,0.0,0.0,0.0,0.0,0.75290227,0.0,0.0,0.0,2.1456861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cd,48.0,70.0,112.411,594.22,12.0,5.0,144.0,1.69,2.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,19.495,0.0,0.0,194.0,0.0,0.10726249,0.0,0.0,0.0,0.0,22.51432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19145378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.115458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5620494,0.0,0.0,0.0,0.0,0.0,3.3370535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.267622,0.0,0.0,0.0,0.0,0.0,4.179054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.833141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.112801,3.4485006,0.0,0.0,0.0,0.0,0.43880767,0.0,0.0,0.0,0.0,0.0,2.4648464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.460778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.03878,0.0,0.0,17.220396,0.0,0.0,0.0,0.0,0.0,0.0,3.7486885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
In,49.0,75.0,114.818,429.75,13.0,5.0,142.0,1.78,2.0,1.0,10.0,0.0,13.0,0.0,5.0,0.0,0.0,5.0,24.26,0.0,0.0,139.0,0.0,0.032467034,0.0,0.0,0.0,0.0,26.244038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7274168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17387126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6589253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2324862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.015581,0.0,0.0,0.0,0.0,0.0,8.334192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.931082,0.0,0.0,0.0,0.0,0.0,7.543806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.279458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.032046,2.8198612,0.0,0.0,0.0,0.0,0.08050727,0.0,0.0,0.0,0.0,0.0,0.89810157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5687523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.097958,0.0,0.0,19.178034,0.0,0.0,0.0,0.0,0.0,0.0,7.9801555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sn,50.0,80.0,118.71,505.08,14.0,5.0,139.0,1.96,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,33.285,0.0,0.0,141.0,0.0,4.7617383,0.0,0.0,0.0,0.0,22.421925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4275038,0.0,0.0,0.017848946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4794862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.404789,0.0,0.0,0.0,0.0,0.0,8.736575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85232,0.0,0.0,0.0,0.0,0.0,9.34836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63665825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.644136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8987789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.373136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.764964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90277976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.361403,0.0,0.0,23.798964,0.0,0.0,0.0,0.0,0.0,0.0,1.5411087,0.0,1.6516349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sb,51.0,85.0,121.76,903.78,15.0,5.0,139.0,2.05,2.0,3.0,10.0,0.0,15.0,0.0,3.0,0.0,0.0,3.0,31.56,0.0,0.0,166.0,0.0,6.360688,0.0,0.0,0.0,0.0,19.568058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.89328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.529934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.171752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.948708,0.0,0.0,0.0,0.0,0.0,14.589624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.15193,0.0,0.0,0.0,0.0,0.0,14.887196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4222448,0.0,0.0,0.0,8.899501,0.0,0.0,0.0,0.0,4.2187304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7019906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.534004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8742747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.501442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.352709,0.0,0.0,15.897228,0.0,0.0,0.0,0.0,0.0,0.0,9.121519,0.0,10.446856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Te,52.0,90.0,127.6,722.66,16.0,5.0,138.0,2.1,2.0,4.0,10.0,0.0,16.0,0.0,2.0,0.0,0.0,2.0,34.7633333333,0.464,0.0,152.0,0.0,3.9050539,0.0,0.0,0.0,0.0,21.626019,0.0,0.0,0.0,0.0,0.0,0.6197,0.0,10.172576,0.0,0.0,0.21387711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76323915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.090558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.257968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.480124,0.0,0.0,0.0,0.0,0.0,15.590072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.677963,0.0,0.0,0.0,0.0,0.0,13.661141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9645237,0.0,0.0,0.0,12.920288,0.0,0.0,0.0,0.0,6.82052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.568114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.510358,0.0,0.0,1.2282623,0.0,0.0,0.0,0.0,0.0,7.1184998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.070054,0.0,9.88626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
