X,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,Rf,Db,Sg,Bh,Hs,Mt,Ds,Rg,Cn,Nh,Fl,Mc,Lv,Ts,Og
0,180474,42,45044,9204,66572,91072,101476,1487108,110599,111,60247,54764,122865,143645,81563,150244,65972,25,47386,64236,11824,48156,32088,29068,74927,169649,70656,67348,75587,45962,61065,67624,30834,72748,27963,74,18533,44153,27021,23275,29446,31862,1612,14451,14271,17826,28976,22051,29527,41723,38477,33033,30690,715,25023,49369,44709,22958,16625,22652,20,12716,13103,20795,12806,12142,12192,13659,6805,12531,8069,9183,16057,14499,10550,5136,9785,13313,14812,11562,13570,25320,32568,49,0,0,0,8,19,5105,133,14829,1418,2019,299,180,69,110,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
