element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Te,-1.0224323272705078,0.48589012026786804,-0.5543919205665588,-0.06692863255739212,-0.6354657411575317,-0.041015733033418655,-1.3847508430480957,-0.9681353569030762,-1.4845454692840576,0.19895948469638824,-0.3015028238296509,2.1116318702697754,-3.478201150894165,-7.374637126922607,-13.669713020324707,1.10114586353302,-6.9298882484436035,3.003368616104126,2.670691967010498,10.750412940979004
I,0.4772120714187622,-0.1484578251838684,-1.1038684844970703,0.04819461703300476,0.36422640085220337,-0.3115871250629425,1.1678638458251953,3.6484153270721436,2.3049962520599365,15.015300750732422,2.0700037479400635,0.6222421526908875,1.3242632150650024,1.835227608680725,-4.293379783630371,1.8356590270996094,-2.4130282402038574,1.5708714723587036,0.880017101764679,6.451473236083984
Xe,-0.06132166087627411,0.0010832734405994415,-0.04801737517118454,0.01408842857927084,-0.0073608458042144775,0.05156538635492325,-0.08189208060503006,0.004176895599812269,-0.04434684291481972,0.049571286886930466,-0.0007770394440740347,0.02860368974506855,-0.06947294622659683,0.04650551825761795,-0.07730749994516373,-0.015286942943930626,-0.01796102151274681,0.0419941209256649,-0.01614147424697876,0.1774606555700302
Cs,3.5524048805236816,-6.601116180419922,-8.36811351776123,-1.8967609405517578,-2.3315072059631348,1.766883373260498,-3.5391652584075928,-1.7855725288391113,5.634014129638672,-3.2278451919555664,-2.314509868621826,9.852163314819336,0.7420564889907837,12.785664558410645,-5.826533794403076,9.744550704956055,3.933887243270874,1.7505369186401367,-0.8634679913520813,7.125454425811768
Ba,2.9125401973724365,9.937697410583496,-3.3411972522735596,3.897207736968994,-3.0185954570770264,-5.76986837387085,-13.141366958618164,-2.5318820476531982,1.3618773221969604,3.4351277351379395,-4.154295921325684,-9.87513542175293,-20.505456924438477,2.5206730365753174,-0.31660833954811096,7.609462261199951,8.139205932617188,-0.9169487953186035,-2.226874351501465,14.193979263305664
La,-1.9611151218414307,-10.098618507385254,13.065091133117676,6.967885494232178,6.583423137664795,3.526676654815674,-8.716769218444824,-3.189316987991333,3.7632174491882324,0.9664610028266907,-3.8517911434173584,-1.0288127660751343,1.1796005964279175,-0.7390970587730408,-0.9843807220458984,-1.8267239332199097,1.5450974702835083,-18.416471481323242,-4.907006740570068,19.92125129699707
Ce,-0.9649384617805481,-9.495926856994629,10.422717094421387,5.222336292266846,5.324954509735107,3.7771971225738525,-7.738321781158447,-1.5844734907150269,1.5577497482299805,0.7840401530265808,-4.179434776306152,-0.4087938368320465,1.1520459651947021,-0.5172213315963745,-0.813510000705719,-3.337399482727051,0.5754891633987427,-16.824451446533203,-4.525018215179443,17.891082763671875
Pr,-0.500836193561554,-8.673596382141113,8.869292259216309,4.224950313568115,5.0274577140808105,3.4228599071502686,-5.6824870109558105,-2.0576682090759277,2.4080305099487305,0.9672496914863586,-3.6631155014038086,-0.6746302247047424,2.372560977935791,-1.179258108139038,-0.7185712456703186,-3.2274129390716553,0.7962817549705505,-18.64940643310547,-4.79703950881958,18.94521713256836
Nd,-0.5094101428985596,-7.5899338722229,7.917845249176025,3.7471184730529785,5.193546772003174,3.2304141521453857,-4.985973834991455,-2.2147984504699707,2.757418155670166,0.9623568058013916,-3.396432638168335,-0.5703840851783752,2.616896629333496,-1.3996167182922363,-0.6628720760345459,-2.996137857437134,0.8607386946678162,-19.768327713012695,-5.020206928253174,19.69317626953125
Pm,-0.26625922322273254,0.49845731258392334,0.6867062449455261,-1.2534756660461426,-0.5344555377960205,-0.361928790807724,0.29443806409835815,-0.11051946133375168,-1.2766550779342651,0.501250684261322,-0.3394423723220825,-0.23530453443527222,0.9450429081916809,-0.9897958040237427,-0.09082075208425522,1.886152982711792,0.8483806252479553,-4.176086902618408,-1.46410071849823,8.643744468688965
Sm,-0.23901478946208954,-3.3553824424743652,3.513678789138794,1.7937461137771606,2.954638719558716,2.358048915863037,-1.994301676750183,-1.794908046722412,2.604567527770996,0.43371254205703735,-2.808358907699585,-0.7408603429794312,2.4554293155670166,-1.3594783544540405,-0.10917487740516663,-2.5674479007720947,1.0812568664550781,-20.18621826171875,-5.215888977050781,20.22601890563965
Eu,0.7009004354476929,2.581423044204712,0.18949754536151886,1.9976540803909302,0.2537935972213745,-0.5290819406509399,-6.170522212982178,-2.389063835144043,1.452088475227356,2.0644218921661377,-2.327760696411133,-3.7136118412017822,-6.685146808624268,0.37748244404792786,-0.3773705065250397,3.0642144680023193,3.3877828121185303,-8.414573669433594,-2.991198778152466,14.745326042175293
Gd,0.010662644170224667,-0.2309015989303589,-0.9450732469558716,-0.11594520509243011,0.6179949045181274,0.7077892422676086,0.9879581928253174,-0.5719871520996094,1.8172799348831177,-0.2633667588233948,-0.48538467288017273,-0.28055185079574585,2.5128896236419678,-1.294632911682129,0.1544594168663025,-2.3483543395996094,0.13474862277507782,-14.114703178405762,-3.586646795272827,14.466922760009766
Tb,0.9196949005126953,1.803770899772644,-4.541504859924316,-2.350433588027954,-0.9087298512458801,0.7254714369773865,3.5427935123443604,0.4019128978252411,0.8474479913711548,-0.5733450055122375,-1.2696808576583862,0.7053230404853821,3.567164421081543,-1.2446986436843872,-0.033556267619132996,-4.083505630493164,-0.6862328052520752,-18.147327423095703,-4.45860481262207,18.039026260375977
Dy,1.1675360202789307,3.361572265625,-6.029191017150879,-3.1865451335906982,-1.4164371490478516,-0.4427671730518341,5.559606552124023,0.5013032555580139,1.5617260932922363,-1.3145148754119873,-0.6273716688156128,0.2702935039997101,4.223032474517822,-2.122580051422119,0.5525438785552979,-3.6934328079223633,-0.08365442603826523,-20.745201110839844,-5.004652976989746,19.588478088378906
Ho,1.054335355758667,4.417391300201416,-6.865185737609863,-3.7958579063415527,-2.0672600269317627,-0.9177896976470947,6.1966753005981445,1.009347915649414,1.1979326009750366,-1.4639487266540527,-0.24424970149993896,0.46601811051368713,4.294707775115967,-2.187866687774658,0.6408661007881165,-3.6387617588043213,-0.19450457394123077,-20.634315490722656,-4.998415946960449,19.865436553955078
Er,1.1563899517059326,4.9836812019348145,-7.1715312004089355,-3.8088653087615967,-2.2967641353607178,-1.3208110332489014,6.438750743865967,1.1518875360488892,0.8366905450820923,-1.5112756490707397,-0.02989398129284382,0.42568960785865784,4.096682548522949,-2.202284574508667,0.8032324314117432,-3.7501821517944336,-0.3196992576122284,-20.41181755065918,-4.935329437255859,19.713237762451172
Tm,1.074750542640686,4.9156975746154785,-6.777581691741943,-3.394148588180542,-2.6330718994140625,-1.131140947341919,6.191545009613037,1.6774710416793823,0.06806822121143341,-1.4274156093597412,0.6719337105751038,0.5796936750411987,3.07830548286438,-1.8347519636154175,0.9705919027328491,-2.886627197265625,-0.16729073226451874,-17.262781143188477,-4.495655536651611,18.52803611755371
Yb,0.0012368988245725632,4.5073676109313965,-3.1175642013549805,-1.4110755920410156,-0.8893664479255676,-0.640346109867096,0.46809613704681396,-0.9978743195533752,0.541454553604126,0.7221143841743469,-0.7958357930183411,-2.51849365234375,-3.156327724456787,-0.8829068541526794,0.7651671171188354,1.6595948934555054,1.8804844617843628,-13.826719284057617,-4.207489013671875,19.076675415039062
Lu,0.8145434260368347,4.473905086517334,-5.710660934448242,-3.27898907661438,-2.461559295654297,-1.5295578241348267,5.6913065910339355,1.5822235345840454,0.0042380983941257,-1.4020613431930542,1.1887010335922241,0.775964617729187,2.681786298751831,-1.4878495931625366,0.9926860928535461,-2.432704210281372,-0.3274179995059967,-15.322686195373535,-4.054543495178223,16.866748809814453
Hf,1.1771037578582764,-2.367210865020752,0.7859570384025574,0.3440295457839966,-5.815354824066162,-2.6295905113220215,0.01249055378139019,8.652813911437988,-9.777034759521484,-1.1277700662612915,0.8348597288131714,4.060527324676514,-2.546755790710449,3.145808696746826,-0.06742633879184723,-4.479545593261719,-3.991737127304077,-1.6307843923568726,-1.8406386375427246,12.239437103271484
Ta,0.3140065670013428,-2.4412529468536377,-0.2765233814716339,1.4007961750030518,-3.0207300186157227,-3.1591134071350098,-1.8738042116165161,1.8920495510101318,-10.71932601928711,1.4840766191482544,3.44844388961792,4.3884358406066895,-2.9325344562530518,6.995862007141113,-1.973643183708191,-5.667374134063721,-5.525380611419678,1.3195292949676514,-1.5627315044403076,9.791108131408691
W,-1.4041837453842163,-0.4669426381587982,-0.1037546843290329,1.7435152530670166,0.09594447910785675,1.055214524269104,-2.3934309482574463,0.6437332630157471,-5.767323017120361,0.05196864530444145,2.7284624576568604,3.349609613418579,-4.251107215881348,4.78392219543457,-3.123880624771118,-6.855363368988037,-3.2513997554779053,3.642265558242798,-1.180901050567627,7.865266799926758
Re,-0.6428021788597107,-0.09432359039783478,-1.545654058456421,-2.1728014945983887,3.5189554691314697,-0.3918749690055847,-3.1426193714141846,0.9653653502464294,-3.726243019104004,1.1037944555282593,1.0298659801483154,1.8426778316497803,-0.5040629506111145,2.678959369659424,-2.129117012023926,-4.170205593109131,-1.8370531797409058,3.4047751426696777,-0.7392838001251221,7.162286281585693
Os,0.4719535708427429,0.7553437352180481,-2.3913190364837646,-5.661781311035156,6.189964294433594,0.0307276900857687,-5.898951053619385,0.5040066242218018,-3.319361686706543,1.047528862953186,0.3988759219646454,1.0793473720550537,3.153568744659424,-0.5483878254890442,-0.8622780442237854,-3.9280362129211426,0.585751473903656,5.388363838195801,-0.9378166198730469,8.280464172363281
Ir,0.3829882740974426,1.876526951789856,-3.1344287395477295,-9.255034446716309,5.137837886810303,-0.3315310478210449,-10.093924522399902,0.2583718001842499,-6.190386772155762,2.314227342605591,-3.061777353286743,0.07340407371520996,9.780989646911621,-4.887871742248535,-0.8850352168083191,-4.5175957679748535,3.4747121334075928,9.342845916748047,-1.401308298110962,13.325080871582031
