pairs,sub
Ba Ti,0.9981257150547644
Ba Tl,0.9970919284858749
Ba Tm,0.9971603142795173
Ba U,0.9977082237777999
Ba V,0.9973277139849739
Ba W,0.99695142198213
Ba Y,0.9971132349887797
Ba Yb,0.9978199398488311
Ba Zn,0.9974681756778586
Ba Zr,0.9979770674811672
B Ba,0.9972689493643504
B Be,0.9927749190772284
B Bi,0.9967002832885813
B Br,0.9957625810401438
B C,0.9986566582305669
B Ca,0.9965155171539123
B Cd,0.9959892143002702
B Ce,0.9955858449976228
B Cl,0.9935074825878787
B Co,0.9938360407519061
B Cr,0.9970219383543935
B Cs,0.9958598844001969
B Cu,0.9964623756755382
B Dy,0.9940232612427451
Be Bi,0.9911322030842165
Be Br,0.9902965145890628
Be C,0.9904462317840329
Be Ca,0.9907704773356611
Be Cd,0.9924878905270037
Be Ce,0.9913214414231465
Be Cl,0.9887917130716057
Be Co,0.9909818552618491
Be Cr,0.9919108033407066
Be Cs,0.9899651021140741
Be Cu,0.9919646990950483
Be Dy,0.9906239420206913
Be Er,0.9914640741713441
Be Eu,0.9926880433584534
Be F,0.9891312714520665
Be Fe,0.9920034085106397
Be Ga,0.9901678810857463
Be Gd,0.9913278790295427
Be Ge,0.9924718757439871
Be H,0.9920772431569532
Be Hf,0.9900805872027372
Be Hg,0.990025450575496
Be Ho,0.990186404566674
Be I,0.9892836896359416
Be In,0.9877140392740857
Be Ir,0.9901457044061608
Be K,0.9893251645707736
Be La,0.990707211406158
Be Li,0.991386966369301
Be Lu,0.990814591963084
Be Mg,0.9914905725853033
Be Mn,0.990115125649392
Be Mo,0.9897498016624571
Be N,0.9907014965892931
Be Na,0.9900740222668079
Be Nb,0.9914425906359434
Be Nd,0.9899840299154897
Be Ni,0.9909572670454971
Be Np,0.9892753123342597
Be O,0.9905619324448639
Be Os,0.9885068411703645
Be P,0.99115825717468
Be Pa,0.9909710570905325
Be Pb,0.9919313473340365
Be Pd,0.9915341100882369
Be Pm,0.9920622400625276
Be Pr,0.9919305003164477
Be Pt,0.9904232933285531
Be Pu,0.9879891478053517
B Er,0.9964734498466221
Be Rb,0.9909844845901479
Be Re,0.9903569240767529
Be Rh,0.9892341517528034
Be Ru,0.9906925212787291
Be S,0.9912169297696758
Be Sb,0.990401037329614
Be Sc,0.9903710846913291
Be Se,0.9908857101297565
Be Si,0.991692481242965
Be Sm,0.9895374467684198
Be Sn,0.9914908784161753
Be Sr,0.9915394035325916
Be Ta,0.9917073576545402
Be Tb,0.9886602067143146
Be Tc,0.989433561113164
Be Te,0.9915344833343295
Be Th,0.9856356743126726
Be Ti,0.9927707450906248
Be Tl,0.9880135638956677
Be Tm,0.992246031353405
Be U,0.9899017327437637
B Eu,0.9959186279046824
Be V,0.9887798200559518
Be W,0.9894617393227221
Be Y,0.9894105608917692
Be Yb,0.9913669133982578
Be Zn,0.99089032272835
Be Zr,0.9928107330380824
B F,0.9940725431402606
B Fe,0.9973190466860918
B Ga,0.9961867997159486
B Gd,0.9963665032712279
B Ge,0.9963893305287965
B H,0.9959351415399285
B Hf,0.9941728869858192
B Hg,0.9939654283983186
B Ho,0.9948707366037017
B I,0.9955476572356138
Bi Br,0.9974067839789231
Bi C,0.9921084137739407
