formula,Li_features,natoms_insum
Li3Fe(MoO4)3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li5La3Nb2O12,"[2.8500e-01 1.2000e-02 1.2000e-02 1.2000e-02 1.2000e-02 1.2000e-02
 1.2000e-02 1.2000e-02 1.2000e-02 8.5680e+00 2.6400e+00 8.2680e+00
 1.1364e+01 7.6080e+00 5.9880e+00 1.6452e+01 1.8564e+01 7.9320e+00
 1.4436e+01 1.2096e+01 4.5960e+00 6.5640e+00 4.5100e-01 9.4440e+00
 1.2000e-02 1.2000e-02 1.2000e-02 1.2000e-02 1.2000e-02 1.2000e-02
 1.2690e+00 2.6520e+00 2.3760e+00 4.3680e+00 1.1280e+00 2.3160e+00
 2.0280e+00]",24
LiI,"[1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.1750e-01 1.0005e+00
 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03
 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03
 1.5000e-03 1.5000e-03 7.8350e-01 6.4350e-01 2.1625e+00 1.3225e+00
 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03
 6.9500e-02 2.9550e-01 9.4550e-01 1.5000e-03 1.5000e-03 1.5000e-03
 1.5000e-03]",3
Li3PS4,"[2.230e-01 5.730e-01 1.867e+00 1.391e+00 3.500e-02 7.000e-03 3.000e-03
 3.000e-03 3.000e-03 8.280e-01 5.259e+00 2.185e-01 1.835e+00 1.893e+00
 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03
 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03
 3.000e-03 3.000e-03 2.390e-01 3.690e-01 1.670e-01 3.000e-03 3.000e-03
 3.000e-03 3.000e-03]",6
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li7La3Zr2O12 ,"[24.942  0.03   0.03   0.222 18.078 18.462  3.246  8.67   5.778 11.322
 10.962 11.526 12.834  9.018  4.59   4.494  6.798  5.106  4.11   4.242
  4.11   6.606  5.956  4.002  3.63   2.898  3.522  0.03   0.03   0.03
  2.85   2.334  2.382  3.954  1.518  4.146  2.958]",60
LiI,"[1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 3.290e-01
 1.477e+00 9.050e-01 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03]",2
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiFePO4 ,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 1.262e+00 3.006e+00 1.782e+00 2.000e-03
 2.000e-03 8.460e-01 3.426e+00 2.000e-03 2.000e-03 2.000e-03 1.142e+00
 1.318e+00 8.330e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
Li3Fe(MoO4)3,"[3.2800e-01 1.8920e+00 3.2400e-01 2.4000e-02 8.0000e-03 8.0000e-03
 4.9600e-01 2.0240e+00 6.9360e+00 7.5120e+00 3.0920e+00 8.9680e+00
 8.0520e+00 5.9960e+00 8.0000e-03 8.0000e-03 8.0000e-03 3.0350e+00
 1.1224e+01 5.7760e+00 1.2120e+00 1.5520e+00 8.4400e-01 1.5400e+00
 4.0000e-01 1.0240e+00 5.8800e-01 8.0000e-03 8.0000e-03 8.0000e-03
 2.1900e-01 1.2440e+00 1.0240e+00 8.0000e-03 8.0000e-03 8.0000e-03
 8.0000e-03]",16
LiI,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.218e+00 1.066e+00 2.274e+00 3.378e+00 3.386e+00
 5.980e-01 2.322e+00 3.246e+00 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 3.080e-01 1.438e+00 2.000e-03 2.000e-03 2.000e-03 2.300e-01
 5.940e-01 9.300e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
LiBH4,"[4.650e-02 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.445e-01
 9.070e-01 9.810e-01 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 3.190e-01 1.355e+00 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03]",2
Li7La3Zr2O12 ,"[26.67   0.03   0.03   0.174 16.446 18.078  3.054  8.094  5.358  4.686
  3.834  3.09   5.61   5.958  3.966  4.29   6.558  0.03   0.03   0.03
  3.822  6.318  6.116  4.086  3.246  2.61   3.198  0.03   0.03   0.03
  2.562  2.13   2.178  3.87   1.542  4.239  3.102]",60
LiF,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li3PO4,"[13.486  1.586  8.014 13.062  5.742  1.425  6.75   5.001  3.376  0.782
  0.29   0.874  1.006  1.022  2.506  1.744  2.194  4.388  3.989  4.414
  2.498  1.843  0.597  2.83   0.962  1.138  1.93   1.96   2.178  3.533
  1.152  1.298  2.154  1.518  0.47   0.809  1.01 ]",36
LiFePO4 ,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 4.660e-01 3.998e+00 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 1.054e+00 2.874e+00 1.669e+00 2.000e-03
 2.000e-03 8.260e-01 3.262e+00 2.000e-03 2.000e-03 2.000e-03 1.082e+00
 1.254e+00 7.700e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiAlSi2O6,"[1.000e-03 1.463e+00 3.630e-01 3.050e-02 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 6.070e-01 6.910e-01 7.470e-01 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 4.150e-01 2.890e-01 2.930e-01 1.000e-03 1.000e-03
 1.000e-03 1.000e-03]",2
LiF,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiFePO4 ,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 1.330e+00 2.974e+00 1.766e+00 2.000e-03
 2.000e-03 1.153e+00 3.518e+00 2.000e-03 2.000e-03 2.000e-03 1.153e+00
 1.350e+00 9.460e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiF,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li3Fe(MoO4)3,"[9.40000e-02 8.00000e-03 8.00000e-03 8.00000e-03 8.00000e-03 8.00000e-03
 8.00000e-03 8.00000e-03 8.00000e-03 9.10000e+00 1.43600e+00 9.55200e+00
 7.12800e+00 4.77200e+00 8.00000e-03 8.00000e-03 8.00000e-03 3.07600e+00
 1.15640e+01 6.98400e+00 8.00000e-03 8.00000e-03 1.64525e+00 8.64800e+00
 8.00000e-03 8.00000e-03 8.00000e-03 8.00000e-03 8.00000e-03 8.00000e-03
 3.76000e-01 1.31600e+00 9.48000e-01 8.00000e-03 8.00000e-03 8.00000e-03
 8.00000e-03]",16
LiFePO4 ,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 1.206e+00 2.990e+00 1.746e+00 2.000e-03
 2.000e-03 9.060e-01 3.486e+00 2.000e-03 2.000e-03 2.000e-03 1.157e+00
 1.322e+00 8.860e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
Li10GeP2S12,"[7.5400e+00 2.0000e-02 5.2000e-02 1.6000e+00 2.1492e+01 1.2772e+01
 2.0000e-02 2.0000e-02 2.0000e-02 9.7480e+00 5.1160e+00 1.1108e+01
 1.0284e+01 9.3640e+00 2.7400e+00 1.3320e+00 1.5560e+00 7.2280e+00
 8.3000e+00 8.4640e+00 6.3720e+00 6.1640e+00 2.0000e-02 2.0000e-02
 2.3840e+00 3.9880e+00 4.9760e+00 2.1160e+00 4.9200e+00 5.7000e+00
 6.9200e-01 1.7360e+00 1.5640e+00 9.9040e+00 1.4710e+00 3.9920e+00
 4.5600e+00]",40
Li2NH,"[2.5950e+00 1.1000e-02 1.1000e-02 1.1000e-02 6.5900e-01 5.6330e+00
 1.1000e-02 1.1000e-02 1.1000e-02 1.6900e-01 2.0090e+00 2.5000e-02
 4.7900e-01 5.0100e-01 6.9900e-01 1.6730e+00 3.1870e+00 5.5190e+00
 5.1230e+00 2.2670e+00 1.1000e-02 1.1000e-02 5.3480e+00 1.3417e+01
 1.1000e-02 1.1000e-02 1.1000e-02 1.1000e-02 1.1000e-02 1.1000e-02
 8.3000e-02 3.7100e-01 1.1310e+00 1.1000e-02 1.1000e-02 1.1000e-02
 1.1000e-02]",22
Li3P,"[2.300e-02 3.000e-03 3.000e-03 3.000e-03 4.630e-01 3.979e+00 2.001e+00
 5.650e-01 7.450e-02 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03
 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03
 3.000e-03 3.000e-03 3.000e-03 5.010e-01 3.700e-02 7.930e-01 3.000e-03
 3.000e-03 3.000e-03 1.060e-01 6.350e-01 1.831e+00 3.000e-03 3.000e-03
 3.000e-03 3.000e-03]",6
LiAlH4,"[3.720e-01 4.000e-03 4.000e-03 4.000e-03 4.000e-03 4.000e-03 7.012e+00
 3.556e+00 4.740e-01 3.028e+00 3.804e+00 3.540e+00 5.700e+00 5.732e+00
 4.000e-03 4.000e-03 4.000e-03 3.412e+00 1.884e+00 1.596e+00 4.000e-03
 4.000e-03 4.000e-03 1.964e+00 4.000e-03 4.000e-03 4.000e-03 4.000e-03
 4.000e-03 4.000e-03 4.040e-01 1.076e+00 1.348e+00 4.000e-03 4.000e-03
 4.000e-03 4.000e-03]",8
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li3PO4,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 4.660e-01 3.998e+00 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 1.054e+00 2.874e+00 1.669e+00 2.000e-03
 2.000e-03 8.260e-01 3.262e+00 2.000e-03 2.000e-03 2.000e-03 1.082e+00
 1.254e+00 7.700e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li3N,"[8.0000e-03 3.6600e+00 1.1450e+01 8.4540e+00 2.1940e+00 7.5600e-01
 8.0000e-03 8.0000e-03 8.0000e-03 2.1620e+00 2.7195e+00 1.6540e+00
 2.5000e+00 1.8015e+00 8.0000e-03 8.0000e-03 8.0000e-03 5.0400e-01
 2.6600e-01 3.3000e-01 1.8640e+00 1.5040e+00 1.4500e-02 1.4080e+00
 8.0000e-03 8.0000e-03 8.0000e-03 1.3040e+00 8.4000e-01 2.2080e+00
 1.6240e+00 1.6700e+00 3.8270e+00 2.5240e+00 2.4400e-01 6.2350e-01
 1.7760e+00]",16
LiZr2(PO4)3,"[2.500e-01 9.020e-01 3.414e+00 2.874e+00 8.500e-02 1.400e-02 2.000e-03
 2.000e-03 2.000e-03 2.450e-01 1.466e+00 1.580e-01 3.780e-01 3.980e-01
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 1.034e+00
 8.740e-01 5.000e-04 8.500e-01 4.850e-01 6.820e-01 4.810e-01 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
Li2NH,"[1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.590e-01 1.999e+00 1.500e-02 4.690e-01 4.910e-01
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 4.310e-01 7.850e-01 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03]",2
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li7La3Zr2O12 ,"[1.2940e+00 3.5020e+00 7.9900e+00 4.4620e+00 7.8000e-02 2.2000e-02
 6.1740e+00 1.0222e+01 7.2460e+00 1.2341e+01 1.5170e+01 1.1717e+01
 1.4721e+01 1.2938e+01 1.4000e-02 1.4000e-02 1.4000e-02 1.4000e-02
 1.4000e-02 1.4000e-02 1.4000e-02 1.4000e-02 1.6900e+00 5.3780e+00
 1.4000e-02 1.4000e-02 1.4000e-02 1.5210e+00 2.9740e+00 1.8060e+00
 1.9460e+00 2.2700e+00 2.2860e+00 6.6940e+00 2.0540e+00 3.4620e+00
 3.0300e+00]",28
Li10GeP2S12,"[4.832 0.016 0.016 0.032 4.04  6.576 0.016 0.016 0.016 2.088 0.84  2.116
 2.072 2.096 4.928 3.52  3.088 9.144 6.884 7.344 1.36  3.728 0.306 4.108
 0.844 3.26  5.456 0.016 0.016 0.016 1.958 3.164 4.252 3.356 0.212 1.18
 0.804]",32
LiF,"[6.560e-01 5.920e-01 2.892e+00 2.992e+00 1.200e-01 2.000e-02 1.696e+00
 2.520e+00 1.372e+00 1.368e+00 6.028e+00 5.800e-01 2.248e+00 2.308e+00
 1.848e+00 1.235e+00 1.480e+00 2.388e+00 2.460e+00 1.608e+00 1.716e+00
 1.536e+00 5.855e-01 2.848e+00 5.360e-01 6.120e-01 1.112e+00 4.000e-03
 4.000e-03 4.000e-03 4.000e-03 4.000e-03 4.000e-03 4.000e-03 4.000e-03
 4.000e-03 4.000e-03]",8
LiFePO4 ,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 1.290e+00 3.066e+00 1.818e+00 2.000e-03
 2.000e-03 9.180e-01 3.462e+00 2.000e-03 2.000e-03 2.000e-03 1.150e+00
 1.334e+00 8.460e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
Li10GeP2S12,"[5.088 0.016 0.016 0.016 2.464 7.472 0.016 0.016 0.016 8.595 2.336 7.944
 8.38  7.16  4.928 2.848 3.104 9.052 7.184 6.866 3.536 2.976 0.016 2.896
 0.812 3.352 5.464 0.016 0.016 0.016 1.    0.872 2.112 5.48  0.808 2.5
 2.076]",32
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiF,"[0.1035 1.594  1.674  0.492  0.006  0.004  1.9835 3.25   2.746  2.258
 3.25   2.798  3.618  3.38   0.63   1.958  1.964  1.942  2.228  1.502
 1.704  1.748  0.062  0.718  0.254  0.34   0.402  0.328  0.696  0.378
 0.004  0.004  0.004  0.004  0.004  0.004  0.004 ]",8
LiFePO4 ,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 1.426e+00 2.890e+00 1.758e+00 2.000e-03
 2.000e-03 1.238e+00 3.570e+00 2.000e-03 2.000e-03 2.000e-03 1.161e+00
 1.370e+00 1.010e+00 2.000e-03 2.000e-03 2.000e-03 2.994e+00 1.014e+00
 9.420e-01 8.700e-01]",4
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiAlSi2O6,"[1.000e-03 1.473e+00 3.670e-01 3.050e-02 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 6.230e-01 7.150e-01 7.490e-01 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 4.550e-01
 3.770e-01 3.370e-01 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03]",2
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li3PO4,"[4.400e-02 4.000e-03 4.000e-03 4.000e-03 4.000e-03 4.000e-03 4.000e-03
 4.000e-03 4.000e-03 2.268e+00 7.076e+00 1.564e+00 3.524e+00 3.588e+00
 2.500e-01 1.860e+00 2.236e+00 4.000e-03 4.000e-03 4.000e-03 4.000e-03
 4.000e-03 4.000e-03 4.000e-03 4.000e-03 4.000e-03 4.000e-03 4.000e-03
 4.000e-03 4.000e-03 4.000e-03 4.000e-03 4.000e-03 4.000e-03 4.000e-03
 4.000e-03 4.000e-03]",8
Li3N,"[1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.1750e-01 1.0005e+00
 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03
 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.9995e+00
 4.1900e-01 7.3000e-02 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03
 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03
 1.5000e-03 1.5000e-03 1.5000e-03 1.5075e+00 2.3550e-01 3.9000e-02
 6.4750e-01]",3
LiI,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.238e+00
 9.980e-01 1.538e+00 2.226e+00 9.340e-01 2.322e+00 3.398e+00 3.402e+00
 6.100e-01 2.334e+00 3.266e+00 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 3.780e-01 1.454e+00 2.000e-03 2.000e-03 2.000e-03 2.260e-01
 6.020e-01 9.300e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
LiBH4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li3Fe(MoO4)3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li7La3Zr2O12 ,"[26.43   0.03   0.03   0.126 15.342 19.038  3.582  8.622  5.166  4.998
  3.474  3.483  5.73   6.114  4.11   4.194  7.278  0.03   0.03   0.03
  3.726  6.414  5.756  4.026  3.342  2.67   3.294  0.03   0.03   0.03
  2.61   2.178  2.238  3.894  1.614  4.239  2.907]",60
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiFePO4 ,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiF,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li3PO4,"[1.400e-02 6.000e-03 1.290e-01 1.582e+00 2.926e+00 5.500e-01 7.730e+00
 9.053e+00 1.782e+00 4.272e+00 9.254e+00 3.746e+00 6.742e+00 6.822e+00
 1.110e+00 1.750e+00 2.238e+00 6.000e-03 6.000e-03 6.000e-03 1.146e+00
 1.082e+00 6.000e-03 6.000e-03 6.000e-03 6.000e-03 6.000e-03 5.180e-01
 5.540e-01 5.820e-01 6.000e-03 6.000e-03 6.000e-03 6.000e-03 6.000e-03
 6.000e-03 6.000e-03]",12
Li5La3Nb2O12,"[3.372 0.012 0.012 0.012 0.012 0.012 0.024 0.228 5.436 6.312 3.621 7.044
 6.492 6.192 2.505 4.716 4.596 3.096 4.932 3.936 6.504 7.128 0.556 3.612
 0.492 2.244 2.232 0.012 0.012 0.012 1.509 3.468 3.828 0.012 0.012 0.012
 0.012]",24
Li2NH,"[1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.590e-01 1.999e+00 1.500e-02 4.690e-01 4.910e-01
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 4.310e-01 7.850e-01 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03]",2
Li10GeP2S12,"[1.0912e+01 2.0000e-02 1.0000e-01 2.3360e+00 2.0276e+01 8.6280e+00
 3.3160e+00 3.1720e+00 1.5720e+00 1.0604e+01 3.5880e+00 1.1792e+01
 1.0008e+01 7.9600e+00 3.1400e+00 1.3960e+00 1.6520e+00 4.1640e+00
 2.0840e+00 3.0280e+00 2.0000e-02 2.0000e-02 2.0000e-02 2.0000e-02
 1.9480e+00 3.3000e+00 3.8440e+00 1.7040e+00 4.3680e+00 4.8480e+00
 1.1960e+00 3.4680e+00 2.9960e+00 5.6680e+00 8.5500e-01 2.3040e+00
 2.0800e+00]",40
Li3Fe(MoO4)3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li7La3Zr2O12 ,"[27.87   0.03   0.03   0.798 22.446 12.126  1.506  5.826  6.27   3.966
  4.794  2.226  5.466  5.526  5.01   4.398  4.638  4.194  3.918  3.726
  3.918  4.83   7.038  4.263  3.006  2.382  2.61   2.622  1.95   2.19
  2.382  1.998  1.854  3.942  1.434  4.302  3.495]",60
LiI,"[1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.879e+00 3.030e-01 1.801e+00 1.285e+00 9.290e-01
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.517e+00 7.025e-01
 1.019e+00 5.570e-01]",2
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
